카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년07월_여_총인구수,"203,842","16,258","6,136","23,519","14,733","13,221","15,034","16,760","12,186","14,308","13,019","7,613","7,566","20,573","12,301","10,615"
2020년07월_여_연령구간인구수,"203,842","16,258","6,136","23,519","14,733","13,221","15,034","16,760","12,186","14,308","13,019","7,613","7,566","20,573","12,301","10,615"
2020년07월_여_0~9세,"12,555","1,005",178,"1,530","1,142",640,887,"1,180",423,884,"1,081",372,540,"1,166",781,746
2020년07월_여_10~19세,"13,953",979,290,"1,648",964,858,902,"1,083",461,770,773,375,486,"2,200","1,305",859
2020년07월_여_20~29세,"34,584","2,738","1,017","4,895","2,316","2,289","2,393","2,463","2,974","1,969","1,815","1,358","1,143","3,480","1,759","1,975"
2020년07월_여_30~39세,"31,201","2,527",771,"3,237","2,491","2,041","2,379","2,383","2,251","2,297","2,172","1,279","1,284","2,827","1,550","1,712"
2020년07월_여_40~49세,"29,902","2,106",705,"3,324","2,207","1,929","2,217","2,428","1,457","2,098","1,907","1,024","1,159","3,502","2,174","1,665"
2020년07월_여_50~59세,"30,578","2,443","1,109","3,419","2,173","2,031","2,338","2,729","1,711","2,242","1,937","1,139","1,165","2,922","1,844","1,376"
2020년07월_여_60~69세,"26,208","2,230","1,048","2,752","1,747","1,751","1,982","2,141","1,665","2,110","1,811","1,103",949,"2,246","1,533","1,140"
2020년07월_여_70~79세,"16,322","1,385",663,"1,723","1,071","1,128","1,259","1,452",923,"1,313","1,079",651,549,"1,450",879,797
2020년07월_여_80~89세,"7,023",700,290,810,515,463,591,717,261,509,354,252,225,652,398,286
2020년07월_여_90~99세,"1,300",126,58,154,88,82,79,146,54,96,75,54,54,110,73,51
2020년07월_여_100세 이상,216,19,7,27,19,9,7,38,6,20,15,6,12,18,5,8
