카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020년07월_남_총인구수,"157,896","9,853","7,164","6,350","5,590","13,659","11,100","12,882","9,209","8,179","5,995","14,360","20,274","14,069","6,000","9,787","3,425"
2020년07월_남_연령구간인구수,"157,896","9,853","7,164","6,350","5,590","13,659","11,100","12,882","9,209","8,179","5,995","14,360","20,274","14,069","6,000","9,787","3,425"
2020년07월_남_0~9세,"10,770",615,495,315,299,910,664,791,593,615,526,"1,116","1,648",914,701,498,70
2020년07월_남_10~19세,"13,639",857,574,401,402,"1,278",906,"1,055",626,735,536,"1,305","2,222","1,343",469,783,147
2020년07월_남_20~29세,"21,911","1,230",869,789,796,"1,913","1,983","2,793","1,107","1,156",610,"1,949","2,525","1,928",683,"1,231",349
2020년07월_남_30~39세,"20,380","1,255",824,894,641,"1,677","1,633","1,791","1,293","1,221",872,"2,051","2,320","1,470","1,093","1,042",303
2020년07월_남_40~49세,"24,067","1,394","1,157",899,776,"1,968","1,526","1,815","1,448","1,255","1,148","2,356","3,346","2,054",974,"1,452",499
2020년07월_남_50~59세,"27,354","1,613","1,183","1,062",955,"2,284","1,820","2,016","1,690","1,423","1,011","2,413","3,645","2,722",919,"1,845",753
2020년07월_남_60~69세,"24,290","1,611","1,157","1,144",963,"2,190","1,590","1,599","1,538","1,172",805,"2,083","2,888","2,332",757,"1,773",688
2020년07월_남_70~79세,"11,931",942,722,639,592,"1,115",746,790,704,464,388,887,"1,274",981,330,909,448
2020년07월_남_80~89세,"3,257",301,168,181,152,303,222,219,184,125,94,188,363,295,68,237,157
2020년07월_남_90~99세,261,28,15,20,13,18,7,12,21,13,4,11,42,29,6,15,7
2020년07월_남_100세 이상,36,7,0,6,1,3,3,1,5,0,1,1,1,1,0,2,4
2020년07월_여_총인구수,"158,809","10,540","7,397","6,846","5,933","14,146","11,072","12,931","8,724","8,142","5,551","13,876","20,143","14,526","5,774","9,980","3,228"
2020년07월_여_연령구간인구수,"158,809","10,540","7,397","6,846","5,933","14,146","11,072","12,931","8,724","8,142","5,551","13,876","20,143","14,526","5,774","9,980","3,228"
2020년07월_여_0~9세,"10,265",555,460,286,266,846,637,735,567,571,523,992,"1,662",913,647,522,83
2020년07월_여_10~19세,"12,526",754,566,383,405,"1,155",857,"1,118",578,636,459,"1,201","1,896","1,264",387,726,141
2020년07월_여_20~29세,"18,830","1,159",750,745,664,"1,692","1,719","2,203",916,"1,140",500,"1,680","2,080","1,550",650,"1,132",250
2020년07월_여_30~39세,"18,216","1,149",788,730,545,"1,566","1,384","1,570","1,017","1,078",765,"1,813","2,288","1,403","1,028",898,194
2020년07월_여_40~49세,"22,960","1,421","1,054",793,840,"2,042","1,553","1,780","1,200","1,201",932,"2,146","3,410","2,182",839,"1,249",318
2020년07월_여_50~59세,"28,628","1,911","1,219","1,214","1,058","2,689","1,941","2,249","1,615","1,553",826,"2,505","3,561","2,847",921,"1,968",551
2020년07월_여_60~69세,"25,905","1,824","1,383","1,424","1,178","2,405","1,679","1,865","1,486","1,205",832,"2,127","2,778","2,332",786,"1,923",678
2020년07월_여_70~79세,"14,103","1,098",791,834,649,"1,160",864,972,904,496,504,995,"1,579","1,253",335,"1,037",632
2020년07월_여_80~89세,"6,203",546,324,378,280,516,368,380,360,216,188,352,758,648,138,439,312
2020년07월_여_90~99세,"1,044",102,53,51,42,68,63,56,64,44,21,62,121,128,37,74,58
2020년07월_여_100세 이상,129,21,9,8,6,7,7,3,17,2,1,3,10,6,6,12,11
