카테고리,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2021년02월_계_100세 이상,874,120,112,109,34,65,33,53,45,37,51,40,50,44,18,15,15,17,16
2021년02월_남_총인구수,"775,186","139,756","176,007","105,704","45,855","21,456","40,874","32,670","35,564","23,810","19,863","21,269","19,071","23,071","13,377","11,748","17,076","13,771","14,244"
2021년02월_남_연령구간인구수,"775,186","139,756","176,007","105,704","45,855","21,456","40,874","32,670","35,564","23,810","19,863","21,269","19,071","23,071","13,377","11,748","17,076","13,771","14,244"
2021년02월_남_0~9세,"53,578","11,035","14,333","6,904","3,363","1,312","2,940","1,928","1,894","1,137",881,911,879,"1,674",908,870,"1,256",664,689
2021년02월_남_10~19세,"70,958","14,004","18,526","9,892","4,561","1,936","3,835","2,601","2,623","1,793","1,519","1,507","1,310","1,939",886,983,"1,197",875,971
2021년02월_남_20~29세,"100,402","19,903","24,155","13,691","5,530","2,090","5,034","3,884","4,152","2,157","1,848","1,987","1,582","3,711","2,678","2,105","2,717","1,762","1,416"
2021년02월_남_30~39세,"86,784","17,438","22,991","11,285","4,845","1,944","4,892","3,048","3,323","1,787","1,493","1,652","1,696","2,579","1,668","1,414","2,200","1,272","1,257"
2021년02월_남_40~49세,"114,658","20,932","28,126","16,458","7,535","3,386","6,210","4,863","4,400","2,834","2,491","2,883","2,851","3,021","1,468","1,364","2,218","1,687","1,931"
2021년02월_남_50~59세,"137,194","23,585","30,564","18,385","8,068","3,893","7,450","6,054","6,633","4,623","4,038","4,272","3,820","3,798","2,091","1,876","2,757","2,584","2,703"
2021년02월_남_60~69세,"121,861","18,797","22,942","16,314","6,807","3,830","6,269","5,641","7,336","5,404","4,262","4,666","4,004","3,349","2,068","1,811","2,840","2,692","2,829"
2021년02월_남_70~79세,"60,817","9,217","9,628","8,775","3,653","2,199","2,978","3,180","3,439","2,714","2,207","2,319","2,034","2,082","1,062",872,"1,285","1,492","1,681"
2021년02월_남_80~89세,"26,076","4,317","4,281","3,637","1,376",774,"1,129","1,346","1,589","1,229","1,005",986,796,827,484,405,533,661,701
2021년02월_남_90~99세,"2,584",478,430,332,107,65,124,113,167,122,102,76,78,81,56,42,67,79,65
2021년02월_남_100세 이상,274,50,31,31,10,27,13,12,8,10,17,10,21,10,8,6,6,3,1
2021년02월_여_총인구수,"765,689","143,385","178,926","107,527","44,465","20,925","41,657","32,010","33,477","22,637","18,555","20,245","17,633","21,309","11,275","10,375","14,589","12,963","13,736"
2021년02월_여_연령구간인구수,"765,689","143,385","178,926","107,527","44,465","20,925","41,657","32,010","33,477","22,637","18,555","20,245","17,633","21,309","11,275","10,375","14,589","12,963","13,736"
2021년02월_여_0~9세,"51,143","10,461","13,817","6,465","3,180","1,192","2,844","1,868","1,879","1,014",772,930,835,"1,656",883,834,"1,215",632,666
2021년02월_여_10~19세,"65,462","12,970","17,298","8,961","4,177","1,817","3,566","2,438","2,448","1,637","1,289","1,356","1,216","1,792",862,967,"1,095",732,841
2021년02월_여_20~29세,"78,060","17,388","21,274","11,277","3,832","1,552","3,918","3,072","2,677","1,645","1,355","1,366","1,183","1,974","1,144","1,028","1,362","1,022",991
2021년02월_여_30~39세,"78,358","16,706","22,262","10,223","4,219","1,715","4,249","2,597","2,721","1,629","1,249","1,400","1,332","2,094","1,167","1,126","1,643",963,"1,063"
2021년02월_여_40~49세,"108,685","21,464","28,967","15,802","6,933","2,979","6,220","3,981","3,819","2,260","2,060","2,408","2,056","2,620","1,222","1,154","1,773","1,359","1,608"
2021년02월_여_50~59세,"129,523","23,357","30,309","18,224","7,531","3,406","7,641","5,219","5,997","4,070","3,238","3,713","3,124","3,323","1,772","1,634","2,443","2,182","2,340"
2021년02월_여_60~69세,"123,277","20,072","23,451","17,865","7,279","3,926","6,740","5,636","6,713","4,995","3,911","4,313","3,626","3,476","1,812","1,602","2,468","2,582","2,810"
2021년02월_여_70~79세,"74,591","11,772","12,048","10,873","4,423","2,720","3,829","4,005","3,861","2,868","2,632","2,675","2,496","2,613","1,320","1,146","1,399","1,976","1,935"
2021년02월_여_80~89세,"47,113","7,658","7,984","6,413","2,441","1,360","2,135","2,678","2,840","2,091","1,759","1,753","1,462","1,442",911,760,989,"1,232","1,205"
2021년02월_여_90~99세,"8,877","1,467","1,435","1,346",426,220,495,475,485,401,256,301,274,285,172,115,193,269,262
2021년02월_여_100세 이상,600,70,81,78,24,38,20,41,37,27,34,30,29,34,10,9,9,14,15
