,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2021년09월_계_80~89세,"10,420",328,232,315,267,298,495,243,246,255,177,261,165,364,419,453,224,471,518,378,237,184,912,433,876,804,395,470
2021년09월_계_90~99세,"1,645",68,43,52,61,69,93,41,45,43,23,43,19,43,51,65,41,55,86,46,47,27,135,76,126,104,85,58
2021년09월_계_100세 이상,53,1,0,0,5,5,1,3,1,3,2,2,1,1,0,1,2,0,3,1,0,2,7,1,2,3,4,2
2021년09월_남_총인구수,"134,537","1,613","2,423","1,735","1,352","1,261","2,429","1,510","1,426","1,133","1,866","1,501","1,110","2,609","3,499","2,695","2,246","6,431","11,393","3,695","4,007","1,447","27,697","6,203","11,355","16,033","9,425","6,443"
2021년09월_남_연령구간인구수,"134,537","1,613","2,423","1,735","1,352","1,261","2,429","1,510","1,426","1,133","1,866","1,501","1,110","2,609","3,499","2,695","2,246","6,431","11,393","3,695","4,007","1,447","27,697","6,203","11,355","16,033","9,425","6,443"
2021년09월_남_0~9세,"10,097",41,285,85,35,40,69,34,34,22,50,53,55,81,175,76,142,575,"1,293",197,240,80,"3,264",313,776,"1,199",569,314
2021년09월_남_10~19세,"13,590",61,188,179,61,50,130,77,57,55,87,75,70,196,290,158,104,569,"1,116",257,350,127,"4,012",598,"1,378","2,086",829,430
2021년09월_남_20~29세,"16,150",143,216,141,132,89,185,160,154,76,178,151,67,245,454,332,202,691,"1,351",356,561,175,"3,529",819,"1,612","2,334","1,106",691
2021년09월_남_30~39세,"15,359",111,352,104,90,89,173,104,89,67,162,116,89,202,273,210,354,878,"1,910",401,511,131,"3,479",667,"1,002","1,749","1,205",841
2021년09월_남_40~49세,"22,361",188,401,262,148,150,305,152,145,127,300,205,143,357,477,322,339,"1,011","1,929",601,557,175,"5,374",865,"1,754","2,911","1,906","1,257"
2021년09월_남_50~59세,"23,227",334,379,324,240,234,434,297,281,207,417,264,184,460,571,452,342,"1,058","1,617",633,681,242,"4,317","1,158","2,076","2,869","1,857","1,299"
2021년09월_남_60~69세,"19,192",352,335,321,352,320,567,361,338,283,403,300,232,548,607,553,372,892,"1,263",648,695,247,"2,365","1,089","1,669","1,780","1,292","1,008"
2021년09월_남_70~79세,"10,613",256,185,191,206,187,385,238,228,204,199,242,202,366,488,408,293,551,723,451,312,180,"1,020",527,792,806,516,457
2021년09월_남_80~89세,"3,606",109,78,120,77,88,162,79,90,81,67,81,64,144,156,170,87,190,177,140,95,82,310,150,263,275,134,137
2021년09월_남_90~99세,334,17,4,8,11,14,19,8,10,10,3,14,3,10,8,13,11,16,14,11,5,7,26,17,33,23,10,9
2021년09월_남_100세 이상,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021년09월_여_총인구수,"131,233","1,510","2,350","1,659","1,285","1,245","2,437","1,458","1,432","1,038","1,466","1,442","1,183","2,588","3,527","2,832","2,180","6,360","11,077","3,728","4,016","1,391","27,742","6,270","12,062","16,120","7,660","5,175"
2021년09월_여_연령구간인구수,"131,233","1,510","2,350","1,659","1,285","1,245","2,437","1,458","1,432","1,038","1,466","1,442","1,183","2,588","3,527","2,832","2,180","6,360","11,077","3,728","4,016","1,391","27,742","6,270","12,062","16,120","7,660","5,175"
2021년09월_여_0~9세,"9,713",40,291,90,25,28,61,42,49,17,46,53,53,82,153,62,120,505,"1,247",181,269,90,"3,149",308,783,"1,170",495,304
2021년09월_여_10~19세,"12,688",53,196,162,44,57,97,64,72,37,70,67,78,179,274,168,89,536,981,227,332,107,"3,716",501,"1,435","1,989",777,380
2021년09월_여_20~29세,"13,179",83,160,89,86,55,130,101,94,52,127,114,95,179,338,244,205,616,"1,217",325,493,113,"3,079",660,"1,253","1,956",805,510
2021년09월_여_30~39세,"14,000",65,349,103,58,56,149,74,90,47,90,78,85,183,262,164,262,804,"1,779",306,449,122,"3,790",555,"1,053","1,659",832,536
2021년09월_여_40~49세,"20,288",109,341,190,86,81,195,126,103,86,158,131,103,298,421,250,268,909,"1,738",466,525,154,"5,593",905,"1,957","2,989","1,328",778
2021년09월_여_50~59세,"20,818",244,313,231,201,175,324,244,257,144,295,187,151,398,512,459,310,977,"1,521",576,755,229,"3,976","1,189","2,103","2,814","1,341",892
2021년09월_여_60~69세,"19,664",358,301,284,303,294,590,347,326,234,334,312,260,564,738,590,420,989,"1,400",794,668,280,"2,445","1,165","1,789","1,903","1,136",840
2021년09월_여_70~79세,"12,713",288,206,271,237,229,483,260,249,212,214,289,241,451,523,560,337,704,778,579,341,173,"1,277",644,981,"1,028",607,551
2021년09월_여_80~89세,"6,814",219,154,195,190,210,333,164,156,174,110,180,101,220,263,283,137,281,341,238,142,102,602,283,613,529,261,333
2021년09월_여_90~99세,"1,311",51,39,44,50,55,74,33,35,33,20,29,16,33,43,52,30,39,72,35,42,20,109,59,93,81,75,49
2021년09월_여_100세 이상,45,0,0,0,5,5,1,3,1,2,2,2,0,1,0,0,2,0,3,1,0,1,6,1,2,2,3,2
