카테고리,경기도 파주시,경기도 파주시 문산읍,경기도 파주시 파주읍,경기도 파주시 법원읍,경기도 파주시 조리읍,경기도 파주시 월롱면,경기도 파주시 탄현면,경기도 파주시 광탄면,경기도 파주시 파평면,경기도 파주시 적성면,경기도 파주시 군내면,경기도 파주시 장단출장소,경기도 파주시 장단면,경기도 파주시 진동면,경기도 파주시 진서면,경기도 파주시 금촌1동,경기도 파주시 금촌2동,경기도 파주시 금촌3동,경기도 파주시 교하동,경기도 파주시 운정1동,경기도 파주시 운정2동,경기도 파주시 운정3동
2020년02월_계_80~89세,"13,274","1,738",827,652,"1,169",336,643,679,350,367,0,41,0,15,0,783,790,791,973,834,931,"1,355"
2020년02월_계_90~99세,"1,918",238,126,92,157,44,115,126,59,63,0,2,0,1,0,105,107,102,166,124,129,162
2020년02월_계_100세 이상,187,26,39,13,13,3,9,15,11,1,0,0,0,0,0,16,11,2,11,10,3,4
2020년02월_남_총인구수,"230,409","24,713","7,044","5,864","15,478","5,998","7,311","6,313","2,049","4,050",0,295,0,84,0,"11,948","16,660","14,155","20,883","22,176","29,558","35,830"
2020년02월_남_연령구간인구수,"230,409","24,713","7,044","5,864","15,478","5,998","7,311","6,313","2,049","4,050",0,295,0,84,0,"11,948","16,660","14,155","20,883","22,176","29,558","35,830"
2020년02월_남_0~9세,"22,905","2,673",301,202,961,89,403,270,68,298,0,10,0,1,0,670,"1,941","1,250","2,112","2,748","4,488","4,420"
2020년02월_남_10~19세,"25,038","2,446",439,461,"1,447",170,539,383,110,309,0,15,0,4,0,843,"2,245","1,523","2,905","2,955","3,702","4,542"
2020년02월_남_20~29세,"28,906","2,998",875,794,"2,102","1,369",857,793,269,583,0,33,0,4,0,"1,928","2,140","2,034","2,427","2,448","2,977","4,275"
2020년02월_남_30~39세,"35,836","4,547",810,549,"1,741","1,911",916,661,149,479,0,27,0,5,0,"1,755","2,535","2,127","2,622","3,309","5,932","5,761"
2020년02월_남_40~49세,"40,698","3,929","1,051",759,"2,375",655,"1,257",817,224,504,0,51,0,5,0,"1,853","3,052","2,309","4,223","4,449","5,957","7,228"
2020년02월_남_50~59세,"36,718","3,555","1,439","1,247","3,137",823,"1,491","1,347",432,686,0,58,0,19,0,"2,366","2,547","2,363","3,438","3,292","3,408","5,070"
2020년02월_남_60~69세,"22,550","2,340","1,145","1,010","2,138",585,"1,020","1,177",376,620,0,44,0,16,0,"1,449","1,201","1,442","1,858","1,754","1,765","2,610"
2020년02월_남_70~79세,"12,348","1,502",646,589,"1,086",277,549,614,272,418,0,38,0,21,0,788,683,768,923,867,936,"1,371"
2020년02월_남_80~89세,"4,890",637,294,222,448,112,253,219,132,140,0,18,0,8,0,269,288,309,343,325,356,517
2020년02월_남_90~99세,463,74,34,27,39,7,25,28,11,13,0,1,0,1,0,21,26,28,31,26,35,36
2020년02월_남_100세 이상,57,12,10,4,4,0,1,4,6,0,0,0,0,0,0,6,2,2,1,3,2,0
2020년02월_여_총인구수,"223,418","23,814","6,161","5,194","14,957","3,446","6,228","5,313","1,906","3,536",0,282,0,71,0,"10,721","17,316","13,383","20,192","22,934","30,917","37,047"
2020년02월_여_연령구간인구수,"223,418","23,814","6,161","5,194","14,957","3,446","6,228","5,313","1,906","3,536",0,282,0,71,0,"10,721","17,316","13,383","20,192","22,934","30,917","37,047"
2020년02월_여_0~9세,"22,020","2,643",257,192,956,103,352,257,52,288,0,13,0,3,0,618,"1,807","1,271","2,010","2,609","4,432","4,157"
2020년02월_여_10~19세,"23,384","2,270",377,356,"1,442",126,513,321,99,237,0,23,0,8,0,731,"2,145","1,331","2,643","2,916","3,620","4,226"
2020년02월_여_20~29세,"26,146","2,649",587,543,"1,736",981,667,503,150,362,0,29,0,0,0,"1,564","2,134","1,763","2,000","2,597","3,475","4,406"
2020년02월_여_30~39세,"31,270","3,571",571,403,"1,458",392,628,430,133,383,0,25,0,4,0,"1,245","2,432","1,777","2,696","3,432","5,780","5,910"
2020년02월_여_40~49세,"38,494","3,504",707,590,"2,248",296,967,583,157,371,0,23,0,10,0,"1,586","3,268","2,115","4,184","4,533","5,972","7,380"
2020년02월_여_50~59세,"33,287","3,327","1,104","1,025","2,836",520,"1,087","1,080",352,574,0,48,0,9,0,"1,870","2,499","2,204","2,914","3,245","3,460","5,133"
2020년02월_여_60~69세,"23,095","2,573","1,060",890,"2,072",493,916,950,373,548,0,45,0,16,0,"1,497","1,411","1,447","1,818","1,877","2,115","2,994"
2020년02월_여_70~79세,"15,753","1,998",844,691,"1,361",271,610,620,319,495,0,52,0,14,0,"1,002","1,028",919,"1,152","1,111","1,393","1,873"
2020년02월_여_80~89세,"8,384","1,101",533,430,721,224,390,460,218,227,0,23,0,7,0,514,502,482,630,509,575,838
2020년02월_여_90~99세,"1,455",164,92,65,118,37,90,98,48,50,0,1,0,0,0,84,81,74,135,98,94,126
2020년02월_여_100세 이상,130,14,29,9,9,3,8,11,5,1,0,0,0,0,0,10,9,0,10,7,1,4
