카테고리,전라남도 나주시,전라남도 나주시 남평읍,전라남도 나주시 세지면,전라남도 나주시 왕곡면,전라남도 나주시 반남면,전라남도 나주시 공산면,전라남도 나주시 동강면,전라남도 나주시 다시면,전라남도 나주시 문평면,전라남도 나주시 노안면,전라남도 나주시 금천면,전라남도 나주시 산포면,전라남도 나주시 다도면,전라남도 나주시 봉황면,전라남도 나주시 송월동,전라남도 나주시 영강동,전라남도 나주시 금남동,전라남도 나주시 성북동,전라남도 나주시 영산동,전라남도 나주시 이창동,전라남도 나주시 빛가람동
2021년09월_남_총인구수,"58,833","6,057","1,298","1,483",701,"1,159","1,220","1,772",947,"2,345","2,215","1,740",957,"2,149","3,838","1,309","2,432","4,373","1,616","1,797","19,425"
2021년09월_남_연령구간인구수,"58,833","6,057","1,298","1,483",701,"1,159","1,220","1,772",947,"2,345","2,215","1,740",957,"2,149","3,838","1,309","2,432","4,373","1,616","1,797","19,425"
2021년09월_남_0~9세,"5,158",553,16,27,9,35,18,27,13,49,54,30,16,51,305,64,116,361,61,51,"3,302"
2021년09월_남_10~19세,"4,953",399,72,69,24,70,44,93,28,84,117,72,26,101,411,99,213,471,102,97,"2,361"
2021년09월_남_20~29세,"6,465",620,105,143,58,83,103,133,63,179,202,157,53,167,662,183,277,709,137,224,"2,207"
2021년09월_남_30~39세,"7,564",810,69,102,51,66,66,117,53,150,187,137,56,122,512,139,192,438,111,161,"4,025"
2021년09월_남_40~49세,"9,249",942,149,164,74,136,135,195,99,247,260,228,88,236,593,192,307,684,202,252,"4,066"
2021년09월_남_50~59세,"9,515","1,006",272,308,140,217,211,329,199,516,450,392,223,442,688,248,434,755,322,378,"1,985"
2021년09월_남_60~69세,"8,561","1,010",308,344,158,275,316,445,242,594,467,385,260,499,398,202,426,511,344,351,"1,026"
2021년09월_남_70~79세,"5,036",516,208,213,134,181,209,281,149,334,327,228,148,356,178,127,314,314,233,212,374
2021년09월_남_80~89세,"2,111",185,95,105,44,93,104,140,93,170,136,100,75,159,84,52,138,116,87,66,69
2021년09월_남_90~99세,215,16,4,8,9,3,14,11,8,22,14,11,11,14,7,3,15,14,17,5,9
2021년09월_남_100세 이상,6,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1
2021년09월_여_총인구수,"57,835","6,008","1,279","1,356",721,"1,128","1,221","1,762",984,"2,201","2,009","1,583",896,"2,007","3,889","1,330","2,395","4,318","1,600","1,558","19,590"
2021년09월_여_연령구간인구수,"57,835","6,008","1,279","1,356",721,"1,128","1,221","1,762",984,"2,201","2,009","1,583",896,"2,007","3,889","1,330","2,395","4,318","1,600","1,558","19,590"
2021년09월_여_0~9세,"4,858",535,25,26,11,38,30,33,17,33,50,40,11,42,283,68,93,308,45,55,"3,115"
2021년09월_여_10~19세,"4,686",391,62,54,25,56,28,58,24,73,91,62,32,79,410,89,138,423,125,96,"2,370"
2021년09월_여_20~29세,"5,770",501,74,96,32,54,60,96,42,137,158,110,46,119,580,130,206,574,118,157,"2,480"
2021년09월_여_30~39세,"6,951",797,53,50,16,46,45,62,40,100,107,90,34,92,410,123,173,418,99,116,"4,080"
2021년09월_여_40~49세,"7,450",713,62,78,43,82,54,106,46,117,168,119,50,100,602,157,259,644,108,149,"3,793"
2021년09월_여_50~59세,"7,819",967,184,193,107,135,155,259,128,346,278,253,143,283,628,219,390,702,241,217,"1,991"
2021년09월_여_60~69세,"8,267",996,272,295,156,241,263,400,212,505,424,352,194,439,451,233,450,585,313,318,"1,168"
2021년09월_여_70~79세,"6,373",614,268,254,147,237,293,368,217,420,419,283,196,448,305,168,413,392,290,247,394
2021년09월_여_80~89세,"4,795",419,230,264,158,206,254,326,219,385,262,239,164,343,190,117,228,228,227,167,169
2021년09월_여_90~99세,840,74,47,44,26,29,39,52,36,83,50,35,25,60,28,26,44,43,34,35,30
2021년09월_여_100세 이상,26,1,2,2,0,4,0,2,3,2,2,0,1,2,2,0,1,1,0,1,0
