카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2021년01월_남_0~9세,"17,314",779,903,937,"1,570","1,132",298,"1,511",981,"1,045",885,766,591,593,680,828,"2,028",791,996
2021년01월_남_10~19세,"23,102","1,004","1,036","1,626","2,179","1,760",950,"1,812","1,366","1,501","1,130","1,291",714,827,"1,014","1,194","2,222",814,662
2021년01월_남_20~29세,"26,307","1,327","1,393","2,450","1,731","1,751",723,"1,911",655,"1,247","1,105","1,252","1,190","1,402","1,426","1,402","2,619","1,710","1,013"
2021년01월_남_30~39세,"29,087","1,644","1,972","2,606","1,593","1,754",400,"2,485",596,"1,161","1,160","1,081","1,351","1,460","1,395","1,595","3,228","2,347","1,259"
2021년01월_남_40~49세,"36,279","1,815","1,877","2,396","2,970","2,530",900,"3,319","1,705","2,030","1,631","1,745","1,293","1,441","1,464","1,924","3,782","1,905","1,552"
2021년01월_남_50~59세,"31,160","1,454","1,457","2,404","2,500","2,334","1,101","2,141","1,144","1,776","1,373","1,715","1,152","1,438","1,632","1,731","2,991","1,642","1,175"
2021년01월_남_60~69세,"22,088","1,122",981,"1,738","1,440","1,353",606,"1,400",627,"1,030","1,062","1,061",959,"1,245","1,487","1,104","2,480","1,235","1,158"
2021년01월_남_70~79세,"12,908",658,577,"1,054",906,653,430,748,417,573,589,590,617,786,816,745,"1,404",623,722
2021년01월_남_80~89세,"4,279",196,190,369,340,236,170,215,153,205,187,257,206,237,260,310,390,156,202
2021년01월_남_90~99세,511,30,27,40,39,35,13,25,14,27,30,31,28,27,33,19,51,16,26
2021년01월_남_100세 이상,62,1,3,5,6,10,2,4,9,1,3,0,6,1,0,2,1,5,3
2021년01월_여_총인구수,"221,610","10,848","11,460","16,465","16,175","14,714","6,250","16,678","8,416","11,761","10,222","11,284","9,134","10,761","10,939","12,916","23,149","11,193","9,245"
2021년01월_여_연령구간인구수,"221,610","10,848","11,460","16,465","16,175","14,714","6,250","16,678","8,416","11,761","10,222","11,284","9,134","10,761","10,939","12,916","23,149","11,193","9,245"
2021년01월_여_0~9세,"16,230",714,927,843,"1,400","1,016",271,"1,523",870,951,794,732,579,578,635,841,"1,915",648,993
2021년01월_여_10~19세,"22,201",938,905,"1,193","2,056","1,699",929,"1,705","1,423","1,452","1,052","1,465",614,809,955,"1,431","2,125",810,640
2021년01월_여_20~29세,"28,549","1,481","1,715","2,780","1,848","1,896",763,"2,299",691,"1,268","1,197","1,427","1,304","1,442","1,329","1,788","2,746","1,651",924
2021년01월_여_30~39세,"33,998","1,926","2,365","2,871","2,109","2,085",479,"2,980",931,"1,465","1,481","1,344","1,606","1,702","1,514","2,016","3,491","2,184","1,449"
2021년01월_여_40~49세,"40,919","1,970","2,048","2,671","3,428","2,985","1,304","3,302","2,025","2,505","1,939","2,202","1,507","1,646","1,728","2,371","3,974","1,817","1,497"
2021년01월_여_50~59세,"32,205","1,536","1,456","2,483","2,291","2,305","1,072","1,997",990,"1,744","1,515","1,720","1,319","1,720","1,873","1,843","3,318","1,699","1,324"
2021년01월_여_60~69세,"25,760","1,248","1,132","1,962","1,621","1,501",661,"1,585",723,"1,230","1,267","1,213","1,179","1,618","1,667","1,306","3,138","1,406","1,303"
2021년01월_여_70~79세,"14,678",690,663,"1,115",960,772,565,896,530,747,667,739,710,871,829,901,"1,607",685,731
2021년01월_여_80~89세,"5,574",280,184,436,364,356,170,304,169,311,238,360,261,294,328,342,652,215,310
2021년01월_여_90~99세,"1,322",63,49,98,84,89,26,72,47,74,68,73,49,69,78,67,178,73,65
2021년01월_여_100세 이상,174,2,16,13,14,10,10,15,17,14,4,9,6,12,3,10,5,5,9
