,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년04월_남_연령구간인구수,"336,479","180,526","12,672","12,830","17,230","16,663","20,726","19,515","13,190","9,966","11,270","19,668","13,063","8,975","4,758","155,953","20,484","10,861","12,540","22,184","3,533","9,305","12,172","24,144","9,215","8,814","17,983","4,718"
2021년04월_남_0~9세,"22,265","11,778",839,515,905,"1,259","2,183","1,340",762,479,743,"1,120",872,527,234,"10,487","1,322",559,816,"1,738",142,647,828,"1,927",688,428,"1,210",182
2021년04월_남_10~19세,"32,625","17,566","1,192",812,"1,457","1,820","2,691","2,048","1,345",855,"1,025","1,954","1,300",666,401,"15,059","2,031",972,"1,068","2,677",160,910,"1,263","2,406",756,813,"1,809",194
2021년04월_남_20~29세,"57,093","31,489","1,932","2,320","3,326","2,830","3,862","3,165","2,265","1,833","1,840","3,850","2,454","1,176",636,"25,604","3,353","2,046","2,623","3,831",281,"1,444","1,779","3,961","1,459","1,332","3,062",433
2021년04월_남_30~39세,"46,566","23,969","1,658","2,208","2,644","2,224","2,812","2,436","1,600","1,313","1,339","2,389","1,674","1,150",522,"22,597","2,818","1,748","2,094","2,837",369,"1,324","1,651","4,033","1,682","1,047","2,612",382
2021년04월_남_40~49세,"54,751","29,241","2,365","2,228","2,930","2,719","3,426","3,490","2,094","1,506","1,846","2,919","1,593","1,403",722,"25,510","3,791","1,586","1,767","3,353",593,"1,394","2,235","4,164","1,432","1,538","3,102",555
2021년04월_남_50~59세,"65,153","35,221","2,467","2,443","3,345","3,198","3,392","3,884","2,677","2,060","2,463","4,084","2,613","1,584","1,011","29,932","4,057","2,062","2,150","4,372",993,"1,809","2,324","4,101","1,597","2,039","3,408","1,020"
2021년04월_남_60~69세,"39,191","20,682","1,381","1,453","1,600","1,815","1,806","2,053","1,579","1,209","1,335","2,380","1,825","1,445",801,"18,509","2,130","1,268","1,483","2,508",598,"1,246","1,426","2,403","1,145","1,100","2,042","1,160"
2021년04월_남_70~79세,"13,467","7,451",602,614,637,561,432,772,595,471,459,700,512,772,324,"6,016",723,452,419,623,281,421,487,824,326,384,519,557
2021년04월_남_80~89세,"4,884","2,827",219,221,326,216,108,304,250,220,207,251,176,231,98,"2,057",237,161,108,218,109,103,164,299,121,118,209,210
2021년04월_남_90~99세,463,290,17,15,55,21,14,23,23,20,13,21,39,20,9,173,22,7,10,27,7,6,14,25,9,14,10,22
2021년04월_남_100세 이상,21,12,0,1,5,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021년04월_여_총인구수,"319,337","173,176","12,175","11,125","15,577","16,260","20,382","18,245","13,403","9,995","10,535","18,770","13,579","8,847","4,283","146,161","18,289","10,862","12,633","21,946","2,613","9,044","10,456","22,902","8,756","7,451","17,007","4,202"
2021년04월_여_연령구간인구수,"319,337","173,176","12,175","11,125","15,577","16,260","20,382","18,245","13,403","9,995","10,535","18,770","13,579","8,847","4,283","146,161","18,289","10,862","12,633","21,946","2,613","9,044","10,456","22,902","8,756","7,451","17,007","4,202"
2021년04월_여_0~9세,"21,362","11,420",835,533,836,"1,186","2,288","1,240",748,443,691,"1,058",799,536,227,"9,942","1,249",564,752,"1,685",140,632,761,"1,822",624,438,"1,144",131
2021년04월_여_10~19세,"30,712","16,713","1,229",761,"1,343","1,747","2,592","1,868","1,406",833,"1,052","1,725","1,197",605,355,"13,999","1,811",886,"1,045","2,481",147,855,"1,208","2,287",685,716,"1,700",178
2021년04월_여_20~29세,"50,161","27,573","1,839","2,057","2,695","2,514","3,299","2,821","2,115","1,708","1,604","3,245","2,203",996,477,"22,588","2,699","2,086","2,641","3,664",179,"1,312","1,312","3,427","1,234","1,112","2,627",295
2021년04월_여_30~39세,"38,747","20,165","1,360","1,519","1,908","1,944","2,943","2,054","1,350","1,097","1,035","1,998","1,560",987,410,"18,582","2,198","1,379","1,792","2,730",249,"1,144","1,235","3,253","1,303",783,"2,233",283
2021년04월_여_40~49세,"52,088","28,118","2,065","1,695","2,520","2,732","3,659","3,274","2,214","1,535","1,705","2,966","1,937","1,214",602,"23,970","3,251","1,599","1,891","3,798",381,"1,383","1,778","3,947","1,315","1,220","2,982",425
2021년04월_여_50~59세,"62,511","33,939","2,198","2,080","2,982","3,167","3,387","3,466","2,748","2,156","2,203","4,053","3,027","1,643",829,"28,572","3,488","2,045","2,334","4,495",593,"1,869","2,011","4,125","1,740","1,579","3,378",915
2021년04월_여_60~69세,"35,671","19,141","1,323","1,311","1,439","1,732","1,499","1,829","1,457","1,163","1,179","2,090","1,750","1,591",778,"16,530","1,955","1,261","1,400","1,958",452,"1,178","1,290","2,252","1,073",913,"1,720","1,078"
2021년04월_여_70~79세,"16,430","9,419",831,714,913,729,409,"1,035",819,635,631,920,601,827,355,"7,011",976,632,437,612,298,438,497,"1,032",462,401,716,510
2021년04월_여_80~89세,"9,888","5,671",413,378,793,428,251,570,469,378,391,610,412,370,208,"4,217",567,361,272,429,158,197,303,635,276,255,439,325
2021년04월_여_90~99세,"1,697",979,78,74,141,78,55,88,72,47,41,99,89,76,41,718,89,49,65,92,16,29,58,117,44,33,66,60
2021년04월_여_100세 이상,70,38,4,3,7,3,0,0,5,0,3,6,4,2,1,32,6,0,4,2,0,7,3,5,0,1,2,2
