카테고리,인천광역시 연수구,인천광역시 연수구 옥련1동,인천광역시 연수구 옥련2동,인천광역시 연수구 선학동,인천광역시 연수구 연수1동,인천광역시 연수구 연수2동,인천광역시 연수구 연수3동,인천광역시 연수구 청학동,인천광역시 연수구 동춘1동,인천광역시 연수구 동춘2동,인천광역시 연수구 동춘3동,인천광역시 연수구 송도1동,인천광역시 연수구 송도2동,인천광역시 연수구 송도3동,인천광역시 연수구 송도4동,인천광역시 연수구 송도5동
2021년02월_여_10~19세,"20,861",895,"1,069",533,731,833,596,868,"1,341",951,"1,402","2,665","3,074","2,891","1,404","1,608"
2021년02월_여_20~29세,"25,081","1,214","1,395","1,074","1,366","1,559","1,109","1,514","1,732","1,316","1,226","3,126","1,766","3,215","1,413","2,056"
2021년02월_여_30~39세,"29,480","1,103","1,278",985,"1,043","1,541","1,060","1,295","1,967","1,267","1,009","2,293","2,618","5,002","2,534","4,485"
2021년02월_여_40~49세,"34,987","1,593","1,681","1,038","1,411","1,562","1,180","1,713","2,191","1,579","1,856","3,601","4,539","5,003","2,602","3,438"
2021년02월_여_50~59세,"32,790","1,911","2,050","1,780","1,828","2,079","1,668","2,607","2,508","1,878","1,704","3,131","2,545","3,041","1,612","2,448"
2021년02월_여_60~69세,"19,333","1,285","1,239","1,418","1,238","1,398","1,265","1,906","1,395","1,095",920,"1,668","1,031","1,436",805,"1,234"
2021년02월_여_70~79세,"8,483",768,602,671,612,682,678,975,478,446,458,608,408,554,241,302
2021년02월_여_80~89세,"4,954",406,367,365,331,465,510,569,304,314,250,347,221,257,110,138
2021년02월_여_90~99세,"1,051",66,73,73,60,101,124,112,76,36,64,95,55,50,21,45
2021년02월_여_100세 이상,50,3,4,5,4,3,6,5,10,3,1,1,3,0,1,1
