카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020년09월_남_20~29세,"30,078","1,089","1,193","1,075","1,040","1,648","1,073","1,494","1,197",671,"1,130","1,489",859,793,"1,089",707,"1,218","1,783","1,384",759,"1,063","2,424","2,210","2,690"
2020년09월_남_30~39세,"21,045",725,987,952,571,"1,175",650,643,823,538,741,910,693,819,"1,071",779,935,"1,223",963,504,760,"1,378","1,505","1,700"
2020년09월_남_40~49세,"33,452","1,335","1,229","1,530","2,095","1,735",797,"1,999","1,479","1,173",979,"2,182",883,959,"1,207",962,"1,106","1,466","1,302",664,"1,195","2,506","2,117","2,552"
2020년09월_남_50~59세,"36,535","1,440","1,286","1,286","1,447","1,998","1,045","1,805","1,545",942,"1,382","2,102",956,"1,018","1,416",960,"1,320","1,969","1,665","1,002","1,325","2,856","2,512","3,258"
2020년09월_남_60~69세,"24,322",828,862,608,610,"1,409",724,788,993,639,970,"1,122",692,802,"1,244",925,865,"1,556","1,352","1,090","1,128","1,648","1,675","1,792"
2020년09월_남_70~79세,"12,498",481,464,315,351,789,385,434,671,363,542,517,416,442,680,636,370,868,619,585,478,660,727,705
2020년09월_남_80~89세,"4,996",223,166,123,133,334,153,164,325,138,248,194,165,188,232,203,120,309,287,203,132,288,323,345
2020년09월_남_90~99세,424,18,12,17,11,26,6,14,30,6,31,17,14,20,15,15,11,28,29,20,12,26,29,17
2020년09월_남_100세 이상,27,1,0,3,2,0,1,1,1,1,1,3,0,0,0,1,1,0,1,1,1,2,2,4
2020년09월_여_총인구수,"219,687","8,597","8,150","8,608","9,708","11,993","5,774","9,783","10,165","6,291","8,162","12,732","5,869","5,987","8,732","6,727","7,391","11,970","10,203","6,414","8,105","16,339","14,140","17,847"
2020년09월_여_연령구간인구수,"219,687","8,597","8,150","8,608","9,708","11,993","5,774","9,783","10,165","6,291","8,162","12,732","5,869","5,987","8,732","6,727","7,391","11,970","10,203","6,414","8,105","16,339","14,140","17,847"
2020년09월_여_0~9세,"14,630",661,540,975,707,912,251,584,686,531,457,"1,024",286,364,493,515,485,516,536,198,546,"1,118","1,024","1,221"
2020년09월_여_10~19세,"24,465","1,122",854,"1,054","2,040","1,224",528,"1,386","1,179",868,750,"2,085",445,385,645,451,586,837,916,350,850,"2,321","1,521","2,068"
2020년09월_여_20~29세,"25,803",974,"1,171","1,029",851,"1,355",840,"1,032","1,071",582,"1,042","1,257",917,707,"1,031",550,"1,054","1,533","1,211",656,882,"2,080","1,692","2,286"
2020년09월_여_30~39세,"22,311",858,"1,072","1,205",728,"1,269",564,824,883,639,779,"1,113",704,791,"1,006",797,950,"1,118","1,012",466,770,"1,474","1,479","1,810"
2020년09월_여_40~49세,"39,974","1,614","1,430","1,723","2,609","2,028",945,"2,591","1,769","1,289","1,298","2,769",914,949,"1,292","1,007","1,233","1,778","1,584",703,"1,417","3,220","2,540","3,272"
2020년09월_여_50~59세,"38,848","1,469","1,356","1,298","1,288","2,116","1,060","1,585","1,668",898,"1,560","2,116",985,993,"1,520","1,097","1,439","2,321","2,020","1,236","1,547","3,060","2,650","3,566"
2020년09월_여_60~69세,"27,256",919,929,673,721,"1,556",813,884,"1,301",761,"1,144","1,263",810,892,"1,369","1,205",954,"1,895","1,544","1,276","1,248","1,636","1,716","1,747"
2020년09월_여_70~79세,"16,159",626,503,411,493,954,452,593,990,477,690,655,544,568,831,681,434,"1,215",798,899,503,846,904,"1,092"
2020년09월_여_80~89세,"8,781",313,257,201,234,502,285,266,536,218,384,371,226,288,442,350,212,641,511,547,288,499,524,686
2020년09월_여_90~99세,"1,391",36,36,34,37,75,35,37,77,24,52,76,36,47,98,68,42,111,70,80,52,84,87,97
2020년09월_여_100세 이상,69,5,2,5,0,2,1,1,5,4,6,3,2,3,5,6,2,5,1,3,2,1,3,2
