카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2021년10월_여_10~19세,"8,817",429,93,21,128,82,59,105,210,740,151,67,"1,404",288,349,519,190,483,727,658,"1,596",518
2021년10월_여_20~29세,"11,158",605,102,36,139,137,93,175,216,836,259,151,"1,687",456,592,752,217,548,"1,076",840,"1,533",708
2021년10월_여_30~39세,"10,059",570,88,21,161,103,75,175,244,939,174,112,"1,260",335,406,556,239,642,"1,025",704,"1,537",693
2021년10월_여_40~49세,"15,600",940,160,35,211,140,133,246,423,"1,339",283,164,"2,337",506,639,875,370,859,"1,268","1,137","2,581",954
2021년10월_여_50~59세,"18,104","1,451",323,142,321,331,283,399,524,"1,245",357,274,"2,206",691,999,"1,205",489,891,"1,323","1,471","2,333",846
2021년10월_여_60~69세,"18,600","1,910",392,237,469,456,422,546,705,"1,054",553,374,"1,814",777,"1,140","1,298",401,764,"1,154","1,633","1,835",666
2021년10월_여_70~79세,"10,762","1,315",217,127,261,366,304,275,396,590,367,297,"1,007",418,617,616,210,359,572,"1,149",992,307
2021년10월_여_80~89세,"6,603",778,219,88,202,272,233,187,247,343,228,143,592,239,300,348,135,191,350,672,638,198
2021년10월_여_90~99세,"1,358",157,45,22,65,47,38,49,49,72,57,22,107,53,48,84,22,51,71,134,123,42
2021년10월_여_100세 이상,43,2,2,0,2,1,1,3,1,6,0,2,5,2,2,2,0,2,3,4,3,0
