카테고리,충청북도 충주시,충청북도 충주시 주덕읍,충청북도 충주시 살미면,충청북도 충주시 수안보면,충청북도 충주시 대소원면,충청북도 충주시 신니면,충청북도 충주시 노은면,충청북도 충주시 앙성면,충청북도 충주시 중앙탑면,충청북도 충주시 금가면,충청북도 충주시 동량면,충청북도 충주시 산척면,충청북도 충주시 엄정면,충청북도 충주시 소태면,충청북도 충주시 성내.충인동,충청북도 충주시 교현.안림동,충청북도 충주시 교현2동,충청북도 충주시 용산동,충청북도 충주시 지현동,충청북도 충주시 문화동,충청북도 충주시 호암.직동,충청북도 충주시 달천동,충청북도 충주시 봉방동,충청북도 충주시 칠금.금릉동,충청북도 충주시 연수동,충청북도 충주시 목행.용탄동
2020년12월_계_80~89세,"9,881",461,185,247,393,369,274,405,321,240,386,274,371,229,204,922,424,468,313,555,374,280,342,448,"1,169",227
2020년12월_계_90~99세,"1,291",48,35,43,52,36,35,61,53,27,66,34,49,22,37,104,50,52,39,78,54,30,43,54,157,32
2020년12월_계_100세 이상,70,3,1,1,7,3,3,4,1,3,2,2,6,1,3,6,3,4,3,6,0,1,2,2,1,2
2020년12월_남_총인구수,"106,273","2,489","1,038","1,519","4,884","1,552","1,166","2,011","6,782","2,018","1,864","1,175","1,657",991,"1,332","11,847","3,568","7,606","2,623","4,822","9,106","1,973","4,870","7,205","18,692","3,483"
2020년12월_남_연령구간인구수,"106,273","2,489","1,038","1,519","4,884","1,552","1,166","2,011","6,782","2,018","1,864","1,175","1,657",991,"1,332","11,847","3,568","7,606","2,623","4,822","9,106","1,973","4,870","7,205","18,692","3,483"
2020년12월_남_0~9세,"7,384",62,17,30,292,12,24,46,"1,013",151,51,33,46,32,48,846,132,621,126,180,"1,031",43,282,535,"1,420",311
2020년12월_남_10~19세,"9,786",100,35,67,221,60,57,68,480,139,76,44,104,44,75,"1,342",275,"1,067",256,360,"1,217",75,376,888,"1,993",367
2020년12월_남_20~29세,"13,977",233,70,123,887,111,79,170,865,338,154,80,105,63,151,"1,589",510,"1,038",320,581,"1,193",304,650,"1,057","2,860",446
2020년12월_남_30~39세,"12,663",179,55,86,849,104,70,108,"1,644",262,104,75,95,60,136,"1,289",360,837,244,485,"1,308",160,563,751,"2,398",441
2020년12월_남_40~49세,"15,869",285,101,153,700,156,123,183,"1,077",301,194,110,147,85,194,"1,858",515,"1,364",374,642,"1,676",251,774,"1,168","2,841",597
2020년12월_남_50~59세,"19,253",550,220,351,813,325,203,432,783,292,396,224,316,176,255,"2,181",664,"1,323",500,907,"1,408",412,938,"1,448","3,479",657
2020년12월_남_60~69세,"15,883",610,304,401,688,417,305,536,558,295,467,308,461,283,244,"1,657",607,821,423,931,827,412,737,812,"2,380",399
2020년12월_남_70~79세,"7,756",296,170,217,287,226,202,310,251,142,263,183,230,152,149,763,355,365,248,504,332,213,411,386,913,188
2020년12월_남_80~89세,"3,376",160,61,80,129,128,90,144,93,92,142,106,134,90,76,288,139,161,122,213,111,98,129,144,377,69
2020년12월_남_90~99세,311,12,5,11,15,12,12,14,18,5,16,11,17,6,3,33,11,9,10,18,3,5,10,16,31,8
2020년12월_남_100세 이상,15,2,0,0,3,1,1,0,0,1,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0
2020년12월_여_총인구수,"103,913","2,375","1,001","1,469","3,850","1,458","1,151","1,933","6,444","1,764","1,842","1,122","1,599",962,"1,374","11,781","3,502","7,922","2,636","4,784","9,176","1,693","4,552","7,349","18,975","3,199"
2020년12월_여_연령구간인구수,"103,913","2,375","1,001","1,469","3,850","1,458","1,151","1,933","6,444","1,764","1,842","1,122","1,599",962,"1,374","11,781","3,502","7,922","2,636","4,784","9,176","1,693","4,552","7,349","18,975","3,199"
2020년12월_여_0~9세,"7,197",43,25,44,287,17,29,28,"1,016",186,60,21,38,36,46,761,140,629,120,178,"1,018",51,267,486,"1,400",271
2020년12월_여_10~19세,"9,097",108,30,50,190,56,39,62,480,133,97,40,64,32,83,"1,207",270,953,225,341,"1,148",70,395,830,"1,874",320
2020년12월_여_20~29세,"10,428",142,48,69,505,62,47,98,701,174,111,59,83,37,119,"1,190",371,848,256,483,986,195,489,867,"2,171",317
2020년12월_여_30~39세,"10,674",127,40,70,517,67,47,72,"1,367",206,76,46,71,55,90,"1,149",248,826,200,366,"1,313",96,450,694,"2,097",384
2020년12월_여_40~49세,"15,071",195,62,101,488,75,56,141,979,206,139,80,111,63,146,"1,863",442,"1,512",359,532,"1,714",148,647,"1,340","3,118",554
2020년12월_여_50~59세,"18,379",479,209,294,647,271,198,376,765,220,338,213,268,163,223,"2,201",614,"1,389",461,886,"1,435",310,794,"1,389","3,673",563
2020년12월_여_60~69세,"15,854",564,273,367,600,373,327,510,585,267,427,267,400,242,295,"1,721",644,892,453,991,838,342,784,881,"2,424",387
2020년12월_여_70~79세,"9,673",379,159,274,311,270,199,334,287,200,299,204,291,178,208,979,446,519,339,600,410,273,478,518,"1,299",219
2020년12월_여_80~89세,"6,505",301,124,167,264,241,184,261,228,148,244,168,237,139,128,634,285,307,191,342,263,182,213,304,792,158
2020년12월_여_90~99세,980,36,30,32,37,24,23,47,35,22,50,23,32,16,34,71,39,43,29,60,51,25,33,38,126,24
2020년12월_여_100세 이상,55,1,1,1,4,2,2,4,1,2,1,1,4,1,2,5,3,4,3,5,0,1,2,2,1,2
