카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2020년02월_남_80~89세,"2,698",97,45,184,110,91,92,269,178,253,223,133,115,154,76,173,167,269,69
2020년02월_남_90~99세,247,9,7,15,7,18,8,19,13,25,22,10,10,14,8,18,15,23,6
2020년02월_남_100세 이상,9,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0
2020년02월_여_총인구수,"153,265","2,112","2,457","5,609","2,563","4,365","5,325","16,100","12,653","12,447","8,263","10,629","5,394","8,320","2,457","11,054","15,175","19,492","8,850"
2020년02월_여_연령구간인구수,"153,265","2,112","2,457","5,609","2,563","4,365","5,325","16,100","12,653","12,447","8,263","10,629","5,394","8,320","2,457","11,054","15,175","19,492","8,850"
2020년02월_여_0~9세,"11,170",54,198,290,89,265,448,"1,147",884,618,468,"1,155",286,549,149,646,"1,359","1,656",909
2020년02월_여_10~19세,"15,839",79,178,325,130,332,631,"1,617","1,324",924,560,"1,011",520,747,170,"1,067","2,300","2,659","1,265"
2020년02월_여_20~29세,"22,023",201,242,854,454,562,773,"2,767","2,280","2,130","1,608","1,184",697,"1,019",264,"1,518","1,939","2,652",879
2020년02월_여_30~39세,"19,142",178,322,730,297,507,711,"2,280","1,750","1,439","1,196","1,692",570,910,241,"1,133","1,769","2,330","1,087"
2020년02월_여_40~49세,"26,125",199,333,781,307,608,"1,011","2,835","2,067","1,679","1,098","1,786",778,"1,270",284,"1,757","3,298","4,183","1,851"
2020년02월_여_50~59세,"25,434",344,380,864,469,806,784,"2,748","1,983","2,181","1,226","1,644","1,002","1,603",493,"2,233","2,426","2,937","1,311"
2020년02월_여_60~69세,"17,281",425,414,824,398,650,449,"1,317","1,297","1,691","1,048","1,259",824,"1,294",391,"1,436","1,136","1,533",895
2020년02월_여_70~79세,"10,310",417,271,619,280,382,327,869,703,"1,142",657,592,453,582,245,762,608,969,432
2020년02월_여_80~89세,"4,977",182,99,269,117,210,157,462,303,538,338,245,214,287,173,441,277,479,186
2020년02월_여_90~99세,901,27,20,50,22,35,33,57,59,94,62,58,46,54,41,57,57,94,35
2020년02월_여_100세 이상,63,6,0,3,0,8,1,1,3,11,2,3,4,5,6,4,6,0,0
