카테고리,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020년04월_남_70~79세,"75,798","13,173","6,931","6,242","5,172","4,935","7,785","6,323","5,620",871,"6,061","3,016","4,206","3,501","2,014","4,414","4,687","4,020"
2020년04월_남_80~89세,"34,507","5,000","2,688","2,312","2,457","2,189","3,336","2,815","2,787",337,"2,818","1,413","2,200","1,882","1,178","2,196","2,345","1,554"
2020년04월_남_90~99세,"3,204",479,254,225,257,192,285,231,297,35,266,122,239,175,112,205,183,126
2020년04월_남_100세 이상,205,44,21,23,12,11,34,9,24,0,14,9,8,10,3,18,5,4
2020년04월_여_총인구수,"1,038,201","320,726","127,852","192,874","52,724","49,715","151,081","84,052","58,993","21,463","78,167","25,717","33,388","26,476","15,378","50,250","39,202","30,869"
2020년04월_여_연령구간인구수,"1,038,201","320,726","127,852","192,874","52,724","49,715","151,081","84,052","58,993","21,463","78,167","25,717","33,388","26,476","15,378","50,250","39,202","30,869"
2020년04월_여_0~9세,"87,090","31,189","10,418","20,771","2,929","3,183","16,632","7,660","3,668","1,987","7,930","1,328","1,438","1,208",653,"3,823","1,848","1,614"
2020년04월_여_10~19세,"98,756","33,410","12,898","20,512","4,126","4,093","16,631","8,190","4,866","3,099","7,463","2,116","2,317","1,733",984,"4,735","2,822","2,171"
2020년04월_여_20~29세,"109,028","45,419","16,677","28,742","5,150","4,041","16,003","7,895","5,136","2,150","6,780","1,723","2,362","1,680","1,152","4,343","3,058","2,136"
2020년04월_여_30~39세,"127,003","49,817","16,264","33,553","4,605","4,487","23,175","10,137","5,313","2,393","10,197","1,893","2,109","1,602",923,"5,205","2,799","2,348"
2020년04월_여_40~49세,"153,544","54,072","21,088","32,984","6,463","6,403","25,303","12,942","7,376","4,356","11,601","2,817","3,401","2,709","1,358","6,958","4,411","3,374"
2020년04월_여_50~59세,"160,812","49,681","21,537","28,144","9,019","8,172","20,979","13,152","9,615","3,391","11,364","4,198","5,374","4,011","2,438","7,674","6,553","5,191"
2020년04월_여_60~69세,"134,054","29,641","14,723","14,918","8,881","8,423","15,269","10,535","9,623","2,138","9,975","4,668","6,339","5,089","2,909","7,260","7,238","6,066"
2020년04월_여_70~79세,"92,500","16,129","8,226","7,903","6,203","6,146","9,865","7,284","7,212","1,076","6,924","3,749","5,200","4,462","2,516","5,491","5,646","4,597"
2020년04월_여_80~89세,"64,251","9,618","5,078","4,540","4,589","4,037","6,181","5,272","5,265",729,"5,061","2,794","4,078","3,349","2,112","4,111","4,170","2,885"
2020년04월_여_90~99세,"10,472","1,627",879,748,712,684,962,931,855,134,818,410,721,600,317,609,625,467
2020년04월_여_100세 이상,691,123,64,59,47,46,81,54,64,10,54,21,49,33,16,41,32,20
