카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년08월_계_80~89세,"19,256","10,508",460,319,786,343,409,457,520,370,982,731,"1,266",391,412,730,488,342,527,579,396,"8,748",972,581,554,731,553,307,479,355,340,460,645,779,701,529,610,152,0
2020년08월_계_90~99세,"2,725","1,563",61,62,115,49,53,53,69,62,111,116,179,62,52,125,70,60,92,115,57,"1,162",123,74,53,86,79,40,49,43,48,65,80,135,105,64,85,33,0
2020년08월_계_100세 이상,163,82,9,5,15,1,2,6,3,3,4,2,9,3,1,3,3,3,1,4,5,81,8,7,6,5,19,1,1,5,2,2,5,3,2,7,8,0,0
2020년08월_남_총인구수,"323,103","165,542","3,899","2,159","6,187","2,481","3,244","4,326","7,151","9,763","19,887","6,262","21,996","5,853","6,623","10,865","5,400","5,022","7,096","19,043","18,285","157,561","7,176","9,026","5,799","15,582","10,161","4,063","4,977","4,266","4,966","7,629","9,998","30,232","13,047","6,392","15,420","8,827",0
2020년08월_남_연령구간인구수,"323,103","165,542","3,899","2,159","6,187","2,481","3,244","4,326","7,151","9,763","19,887","6,262","21,996","5,853","6,623","10,865","5,400","5,022","7,096","19,043","18,285","157,561","7,176","9,026","5,799","15,582","10,161","4,063","4,977","4,266","4,966","7,629","9,998","30,232","13,047","6,392","15,420","8,827",0
2020년08월_남_0~9세,"28,118","12,984",182,59,331,105,160,194,545,742,"1,696",355,"2,066",381,344,785,345,291,531,"2,283","1,589","15,134",348,727,292,"1,345","1,051",101,253,184,324,466,779,"4,191","1,121",445,"1,985","1,522",0
2020년08월_남_10~19세,"37,458","19,090",241,105,460,198,250,348,701,"1,387","2,577",470,"2,789",603,649,"1,383",519,477,805,"2,646","2,482","18,368",613,"1,254",407,"2,113",835,169,353,280,402,668,"1,305","4,468","1,647",554,"1,617","1,683",0
2020년08월_남_20~29세,"48,619","25,644",532,203,763,272,376,559,"1,161","1,638","3,242",734,"3,058",930,"1,146","1,717",785,800,"1,121","3,115","3,492","22,975",929,"1,260",829,"2,390","1,735","1,239",819,505,691,"1,064","1,561","4,155","2,041",866,"2,037",854,0
2020년08월_남_30~39세,"41,502","20,356",421,244,689,246,317,432,873,"1,213","2,518",756,"2,568",665,694,"1,085",586,580,846,"2,555","3,068","21,146",744,932,745,"1,966","1,750",547,593,482,700,"1,106","1,013","4,481","1,515",927,"2,667",978,0
2020년08월_남_40~49세,"52,699","25,822",511,329,921,386,442,665,910,"1,673","3,270",925,"3,536",796,845,"1,627",784,698,"1,007","3,224","3,273","26,877",980,"1,514",823,"2,937","1,646",524,693,723,786,"1,339","1,521","5,676","1,991","1,019","2,633","2,072",0
2020년08월_남_50~59세,"51,876","27,479",676,375,999,439,552,772,"1,167","1,608","3,427","1,126","3,584","1,083","1,188","2,035",850,842,"1,092","2,813","2,851","24,397","1,180","1,391",961,"2,509","1,344",579,781,822,822,"1,440","1,731","4,179","2,228","1,114","2,221","1,095",0
2020년08월_남_60~69세,"35,916","19,617",667,403,991,424,616,703,"1,018",937,"1,818","1,040","2,667",820,"1,071","1,363",816,738,939,"1,618",968,"16,299","1,115","1,003",856,"1,311",958,468,709,719,716,922,"1,294","2,010","1,505",869,"1,416",428,0
2020년08월_남_70~79세,"19,351","10,499",468,302,702,285,373,495,548,418,937,606,"1,274",430,539,609,511,457,535,596,414,"8,852",817,696,623,741,602,289,560,419,375,441,562,795,737,428,617,150,0
2020년08월_남_80~89세,"6,915","3,689",183,124,301,115,148,151,204,132,373,224,415,131,137,230,189,120,201,170,141,"3,226",408,235,251,249,215,135,201,122,135,169,214,250,239,157,208,38,0
2020년08월_남_90~99세,619,346,17,12,28,11,9,5,23,15,29,25,39,12,10,31,14,19,19,22,6,273,40,14,12,20,21,11,15,9,14,13,17,26,23,13,18,7,0
2020년08월_남_100세 이상,30,16,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,1,14,2,0,0,1,4,1,0,1,1,1,1,1,0,0,1,0,0
2020년08월_여_총인구수,"333,046","174,153","3,860","2,171","6,541","2,526","3,291","4,528","7,674","9,822","20,981","6,771","23,470","6,166","7,135","11,481","5,832","5,458","7,921","20,157","18,368","158,893","7,406","9,690","5,769","16,236","9,880","3,555","5,108","3,558","4,871","7,111","10,778","30,732","13,629","6,046","15,192","9,332",0
2020년08월_여_연령구간인구수,"333,046","174,153","3,860","2,171","6,541","2,526","3,291","4,528","7,674","9,822","20,981","6,771","23,470","6,166","7,135","11,481","5,832","5,458","7,921","20,157","18,368","158,893","7,406","9,690","5,769","16,236","9,880","3,555","5,108","3,558","4,871","7,111","10,778","30,732","13,629","6,046","15,192","9,332",0
2020년08월_여_0~9세,"26,719","12,237",152,50,310,86,154,160,470,730,"1,619",283,"1,970",353,341,797,309,264,494,"2,157","1,538","14,482",314,778,284,"1,352",984,107,214,158,339,450,800,"3,958","1,062",421,"1,810","1,451",0
2020년08월_여_10~19세,"34,898","17,547",232,88,386,169,219,336,606,"1,274","2,471",409,"2,622",555,660,"1,211",430,461,784,"2,346","2,288","17,351",495,"1,169",380,"2,042",758,192,328,261,386,667,"1,311","4,200","1,525",477,"1,532","1,628",0
2020년08월_여_20~29세,"43,941","23,707",428,197,675,256,341,470,"1,204","1,525","3,051",665,"2,731",819,968,"1,394",681,736,"1,004","3,056","3,506","20,234",831,"1,126",754,"2,217","1,458",939,735,350,644,967,"1,258","3,685","1,963",704,"1,834",769,0
2020년08월_여_30~39세,"40,724","19,880",368,160,684,195,264,357,834,"1,140","2,554",604,"2,676",585,638,"1,114",583,526,859,"2,794","2,945","20,844",608,"1,020",593,"2,021","1,634",382,467,279,575,908,"1,087","4,948","1,501",782,"2,587","1,452",0
2020년08월_여_40~49세,"54,898","28,198",434,216,806,320,387,546,"1,058","1,866","3,820",840,"3,968",920,974,"1,957",778,747,"1,162","3,681","3,718","26,700",889,"1,660",705,"3,163","1,387",345,608,424,670,"1,184","1,735","6,086","2,216",848,"2,544","2,236",0
2020년08월_여_50~59세,"53,861","29,569",666,351,"1,041",373,531,795,"1,403","1,610","3,571","1,235","3,944","1,216","1,477","2,218","1,003",986,"1,457","3,146","2,546","24,292","1,230","1,478",939,"2,490","1,387",518,827,652,869,"1,192","1,900","4,126","2,416","1,022","2,229","1,017",0
2020년08월_여_60~69세,"39,258","21,834",750,458,"1,203",436,646,896,"1,127",939,"2,004","1,180","2,978",897,"1,174","1,386",977,929,"1,130","1,722","1,002","17,424","1,224","1,222","1,021","1,420","1,133",494,928,655,756,874,"1,423","2,065","1,530",824,"1,405",450,0
2020년08월_여_70~79세,"24,167","13,079",501,404,851,424,443,610,608,450,"1,196",956,"1,581",510,585,807,714,543,631,750,515,"11,088","1,162",824,743,979,728,377,688,508,392,525,766,"1,024",870,538,775,189,0
2020년08월_여_80~89세,"12,341","6,819",277,195,485,228,261,306,316,238,609,507,851,260,275,500,299,222,326,409,255,"5,522",564,346,303,482,338,172,278,233,205,291,431,529,462,372,402,114,0
2020년08월_여_90~99세,"2,106","1,217",44,50,87,38,44,48,46,47,82,91,140,50,42,94,56,41,73,93,51,889,83,60,41,66,58,29,34,34,34,52,63,109,82,51,67,26,0
2020년08월_여_100세 이상,133,66,8,2,13,1,1,4,2,3,4,1,9,1,1,3,2,3,1,3,4,67,6,7,6,4,15,0,1,4,1,1,4,2,2,7,7,0,0
