,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년01월_남_연령구간인구수,"140,158","3,397","3,891","3,621","1,141",801,982,"1,353","1,639","1,493","1,671","2,794","2,246","2,367","1,338",780,"1,830","2,571","3,654","11,187","4,810","5,924","18,564","4,267","11,469","7,049","12,376","7,770","3,472","15,701"
2021년01월_남_0~9세,"9,711",190,263,141,29,12,22,38,49,38,78,178,53,104,38,11,62,167,167,830,242,256,"1,877",427,763,631,"1,184",320,287,"1,254"
2021년01월_남_10~19세,"14,151",271,312,258,62,41,45,69,86,69,87,161,116,164,59,48,82,157,219,"1,185",395,458,"2,138",521,"1,385","1,087","1,718",517,330,"2,111"
2021년01월_남_20~29세,"19,560",341,368,387,102,49,74,106,124,89,178,444,146,232,139,56,201,274,477,"1,389",745,759,"2,446",482,"1,817","1,204","1,894","2,178",440,"2,419"
2021년01월_남_30~39세,"14,836",282,417,283,78,43,52,106,115,104,160,265,140,182,96,35,185,276,466,"1,256",512,552,"2,104",578,"1,219",794,"1,518",858,466,"1,694"
2021년01월_남_40~49세,"21,320",436,555,448,126,84,112,154,210,155,199,337,262,325,154,97,251,397,471,"1,812",674,827,"3,088",755,"1,698","1,248","2,290",914,539,"2,702"
2021년01월_남_50~59세,"24,825",626,682,705,232,161,209,203,328,286,311,483,410,467,307,123,290,524,630,"1,998",903,970,"2,993",642,"2,128","1,278","2,243","1,134",573,"2,986"
2021년01월_남_60~69세,"20,189",702,714,735,244,192,240,321,371,358,309,517,531,485,275,187,387,445,614,"1,629",813,"1,005","2,349",506,"1,654",492,"1,027",958,475,"1,654"
2021년01월_남_70~79세,"10,993",378,383,439,173,131,152,240,235,256,249,286,379,268,172,143,270,254,433,783,402,784,"1,129",260,614,232,368,664,255,661
2021년01월_남_80~89세,"4,080",155,175,199,82,78,67,100,113,126,89,107,169,121,83,72,90,68,161,279,115,288,390,88,168,77,121,204,91,204
2021년01월_남_90~99세,468,15,19,22,13,10,8,16,8,11,10,16,37,19,14,8,12,8,16,24,9,23,50,7,23,6,12,22,15,15
2021년01월_남_100세 이상,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,1,1,1,1
2021년01월_여_총인구수,"141,381","3,542","3,978","3,540","1,171",770,955,"1,326","1,469","1,526","1,652","2,511","2,136","2,210","1,275",802,"1,625","2,287","3,456","11,510","4,645","5,720","19,805","4,323","11,888","7,378","13,001","7,677","3,248","15,955"
2021년01월_여_연령구간인구수,"141,381","3,542","3,978","3,540","1,171",770,955,"1,326","1,469","1,526","1,652","2,511","2,136","2,210","1,275",802,"1,625","2,287","3,456","11,510","4,645","5,720","19,805","4,323","11,888","7,378","13,001","7,677","3,248","15,955"
2021년01월_여_0~9세,"9,250",171,260,127,34,15,11,37,58,53,100,153,32,83,28,12,37,143,148,847,188,224,"1,754",437,737,628,"1,097",311,263,"1,262"
2021년01월_여_10~19세,"13,572",311,299,237,70,21,47,76,51,76,74,177,88,124,44,37,60,177,205,"1,049",321,368,"2,186",463,"1,333",980,"1,710",592,324,"2,072"
2021년01월_여_20~29세,"16,378",275,315,276,76,48,54,77,94,53,131,229,114,165,101,43,170,223,446,"1,151",632,581,"2,278",419,"1,511","1,125","1,659","1,744",320,"2,068"
2021년01월_여_30~39세,"13,480",249,352,239,51,22,36,43,86,53,110,206,71,159,57,34,117,240,317,"1,158",383,425,"2,260",600,"1,175",823,"1,548",621,379,"1,666"
2021년01월_여_40~49세,"20,450",362,489,326,91,46,60,77,117,121,134,251,139,211,80,50,173,312,363,"1,660",580,654,"3,159",683,"1,897","1,529","2,666",776,504,"2,940"
2021년01월_여_50~59세,"24,062",577,665,613,201,102,148,170,230,217,241,437,331,350,256,110,264,412,509,"2,032",974,948,"3,312",625,"2,346","1,227","2,249","1,144",522,"2,850"
2021년01월_여_60~69세,"20,500",700,734,682,209,191,219,295,294,364,324,484,470,455,251,173,348,404,696,"1,824",834,"1,131","2,507",556,"1,669",523,"1,143","1,072",422,"1,526"
2021년01월_여_70~79세,"13,600",493,474,541,231,148,191,292,295,303,272,339,455,302,225,176,290,228,462,"1,120",456,952,"1,414",355,709,352,577,794,262,892
2021년01월_여_80~89세,"8,443",332,327,404,163,142,154,222,213,240,232,206,361,302,189,139,126,123,272,578,235,375,791,162,414,161,302,506,186,586
2021년01월_여_90~99세,"1,562",67,63,88,41,33,33,37,30,43,33,27,71,57,42,25,35,23,36,84,40,61,137,22,94,30,47,107,64,92
2021년01월_여_100세 이상,84,5,0,7,4,2,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,7,1,3,0,3,10,2,1
