카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년01월_계_90~99세,"17,402","3,484",793,440,"1,018",583,650,"1,767",625,818,"1,427",917,807,"1,110",445,551,660,635,842,744,549,589,733,699
2021년01월_계_100세 이상,833,192,36,20,71,47,18,95,28,33,91,48,45,60,8,14,29,20,17,23,18,31,42,39
2021년01월_남_총인구수,"1,680,383","524,947","133,265","109,349","87,863","95,637","98,833","172,072","64,398","55,985","274,253","51,291","128,819","176,705","13,146","32,487","30,468","25,763","20,661","22,299","17,085","18,809","30,058","21,137"
2021년01월_남_연령구간인구수,"1,680,383","524,947","133,265","109,349","87,863","95,637","98,833","172,072","64,398","55,985","274,253","51,291","128,819","176,705","13,146","32,487","30,468","25,763","20,661","22,299","17,085","18,809","30,058","21,137"
2021년01월_남_0~9세,"137,066","42,817","10,939","8,403","6,636","6,862","9,977","14,603","4,811","4,197","24,925","2,841","13,701","17,558",543,"2,010","1,661","1,285",835,939,696,890,"1,929",825
2021년01월_남_10~19세,"169,474","52,047","12,414","12,102","7,160","9,488","10,883","18,623","6,641","5,301","31,805","4,100","14,645","17,653",803,"3,188","2,276","2,280","1,568","1,541","1,103","1,546","3,086","1,268"
2021년01월_남_20~29세,"209,823","72,229","19,857","17,935","10,527","12,279","11,631","24,779","6,233","6,419","37,564","5,257","13,708","21,773","1,155","3,196","2,798","2,284","2,010","2,048","1,399","1,750","3,474","1,747"
2021년01월_남_30~39세,"207,891","70,601","18,573","15,611","10,946","11,420","14,051","21,255","7,026","6,363","35,718","4,689","19,173","25,147",921,"2,820","2,797","2,104","1,271","1,524","1,142","1,361","2,569","1,410"
2021년01월_남_40~49세,"275,701","85,178","20,670","17,084","13,535","15,270","18,619","26,996","11,500","9,414","48,859","6,830","25,944","30,912","1,651","5,063","3,926","3,518","2,458","2,763","1,932","2,386","3,953","2,418"
2021년01월_남_50~59세,"296,962","92,504","24,792","21,078","14,739","17,154","14,741","28,422","11,489","9,781","49,892","9,467","20,978","29,610","2,567","6,159","5,790","4,977","3,899","4,581","3,512","3,668","5,469","4,197"
2021년01월_남_60~69세,"231,794","70,849","17,720","12,879","14,296","14,373","11,581","22,026","10,053","8,020","30,069","10,294","13,869","21,212","2,875","5,755","6,109","4,904","4,078","4,660","3,791","3,644","4,979","4,607"
2021년01월_남_70~79세,"108,848","29,208","6,366","3,316","7,434","6,748","5,344","11,194","5,038","4,555","11,506","5,516","5,144","9,519","1,642","2,958","3,508","2,977","2,921","2,758","2,317","2,272","2,889","2,926"
2021년01월_남_80~89세,"39,359","8,821","1,790",859,"2,375","1,924","1,873","3,849","1,478","1,801","3,610","2,111","1,515","3,073",893,"1,225","1,496","1,313","1,468","1,323","1,083","1,165","1,536","1,599"
2021년01월_남_90~99세,"3,288",650,138,76,198,110,128,305,121,125,279,177,133,237,94,109,105,117,151,158,108,119,164,136
2021년01월_남_100세 이상,177,43,6,6,17,9,5,20,8,9,26,9,9,11,2,4,2,4,2,4,2,8,10,4
2021년01월_여_총인구수,"1,658,013","511,256","128,580","104,718","88,773","95,102","94,083","175,950","63,686","55,020","268,043","53,396","116,673","175,716","13,632","31,549","30,837","25,609","22,194","22,374","17,724","20,204","31,416","22,734"
2021년01월_여_연령구간인구수,"1,658,013","511,256","128,580","104,718","88,773","95,102","94,083","175,950","63,686","55,020","268,043","53,396","116,673","175,716","13,632","31,549","30,837","25,609","22,194","22,374","17,724","20,204","31,416","22,734"
2021년01월_여_0~9세,"129,716","40,179","10,380","8,009","6,125","6,416","9,249","13,553","4,749","3,870","24,000","2,740","12,765","16,839",517,"2,008","1,531","1,262",751,864,620,895,"1,818",755
2021년01월_여_10~19세,"154,459","47,393","11,117","10,847","6,669","8,647","10,113","16,622","6,191","4,977","29,358","3,704","13,309","16,701",702,"2,786","1,964","1,877","1,351","1,330",961,"1,411","2,657","1,165"
2021년01월_여_20~29세,"167,333","57,428","15,831","14,271","8,462","9,949","8,915","20,268","4,938","4,339","31,407","3,884","10,562","18,912",882,"2,279","2,072","1,619","1,256","1,377","1,060","1,335","2,432","1,283"
2021년01월_여_30~39세,"189,712","62,924","16,561","13,624","9,699","10,251","12,789","20,322","6,660","5,442","33,540","4,161","17,167","23,781",815,"2,715","2,298","1,722","1,176","1,227",974,"1,254","2,417","1,117"
2021년01월_여_40~49세,"259,830","82,418","20,299","18,477","12,266","14,779","16,597","27,215","9,805","8,302","49,449","6,061","21,706","30,001","1,218","4,291","3,135","2,815","2,119","2,176","1,554","1,970","3,762","1,833"
2021년01월_여_50~59세,"284,739","93,709","25,643","22,213","14,833","17,292","13,728","29,259","10,897","8,671","47,290","9,250","18,295","29,093","2,055","5,051","5,071","4,159","3,398","3,813","2,992","3,220","5,083","3,433"
2021년01월_여_60~69세,"234,641","72,052","17,099","11,168","15,879","15,701","12,205","24,107","10,577","8,629","28,869","10,870","12,984","22,061","2,585","5,366","6,111","4,894","4,282","4,300","3,551","3,690","5,217","4,496"
2021년01월_여_70~79세,"136,802","34,456","7,031","3,624","9,207","8,106","6,488","14,417","6,061","6,088","14,980","7,171","5,698","11,612","2,343","3,716","4,570","3,781","3,749","3,611","2,955","3,248","4,095","4,251"
2021년01월_여_80~89세,"86,011","17,714","3,934","2,107","4,759","3,450","3,464","8,650","3,284","3,985","7,937","4,776","3,477","5,794","2,158","2,885","3,503","2,946","3,406","3,071","2,600","2,688","3,334","3,803"
2021년01월_여_90~99세,"14,114","2,834",655,364,820,473,522,"1,462",504,693,"1,148",740,674,873,351,442,555,518,691,586,441,470,569,563
2021년01월_여_100세 이상,656,149,30,14,54,38,13,75,20,24,65,39,36,49,6,10,27,16,15,19,16,23,32,35
