카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020년02월_계_80~89세,"12,265",480,492,606,240,218,218,315,323,363,316,310,541,408,273,197,213,188,411,823,335,624,"1,150",249,580,239,404,687,292,770
2020년02월_계_90~99세,"1,822",70,73,99,42,41,35,49,37,51,37,40,97,69,51,33,40,31,54,95,50,77,159,33,103,29,51,117,70,89
2020년02월_계_100세 이상,102,6,2,9,4,2,3,0,1,4,2,2,6,0,4,3,4,3,2,10,3,3,4,2,3,0,3,13,2,2
2020년02월_남_총인구수,"142,534","3,505","3,995","3,761","1,151",821,994,"1,351","1,673","1,494","1,702","2,887","2,327","2,373","1,360",792,"1,871","2,639","3,716","11,154","4,799","6,125","18,924","4,400","11,903","7,179","12,239","7,805","3,532","16,062"
2020년02월_남_연령구간인구수,"142,534","3,505","3,995","3,761","1,151",821,994,"1,351","1,673","1,494","1,702","2,887","2,327","2,373","1,360",792,"1,871","2,639","3,716","11,154","4,799","6,125","18,924","4,400","11,903","7,179","12,239","7,805","3,532","16,062"
2020년02월_남_0~9세,"10,475",209,289,158,29,17,26,42,55,40,91,171,63,105,41,11,65,176,187,883,252,280,"1,993",472,846,718,"1,252",320,307,"1,377"
2020년02월_남_10~19세,"14,928",275,315,285,68,43,50,80,97,70,97,192,119,170,62,45,102,171,230,"1,210",399,513,"2,177",518,"1,505","1,153","1,789",567,357,"2,269"
2020년02월_남_20~29세,"19,967",391,364,409,118,58,77,97,135,93,196,501,158,225,148,65,198,280,471,"1,400",753,789,"2,549",498,"1,947","1,149","1,820","2,209",440,"2,429"
2020년02월_남_30~39세,"15,784",308,483,307,71,44,63,102,126,109,166,280,172,213,109,37,219,324,480,"1,310",526,611,"2,280",635,"1,295",846,"1,555",826,491,"1,796"
2020년02월_남_40~49세,"22,081",474,587,507,126,96,123,162,212,156,203,345,284,328,174,102,257,433,513,"1,820",657,858,"3,123",759,"1,771","1,358","2,251",950,582,"2,870"
2020년02월_남_50~59세,"25,314",648,745,748,247,169,225,214,334,290,309,507,440,495,297,124,312,525,630,"1,985",938,"1,010","3,104",650,"2,251","1,215","2,185","1,147",576,"2,994"
2020년02월_남_60~69세,"19,177",675,670,703,230,184,211,302,359,341,310,497,518,455,269,192,357,424,604,"1,564",781,"1,015","2,206",501,"1,538",443,940,943,429,"1,516"
2020년02월_남_70~79세,"10,386",366,355,430,174,122,145,234,232,255,224,277,362,248,165,141,273,230,435,688,374,758,"1,067",272,558,210,329,630,237,595
2020년02월_남_80~89세,"3,972",145,165,189,77,76,67,105,114,124,95,108,176,116,81,68,79,69,151,269,109,264,386,86,168,81,107,195,99,203
2020년02월_남_90~99세,428,13,20,22,11,12,6,13,9,15,10,9,34,18,13,7,9,6,15,22,10,25,39,8,23,6,11,17,13,12
2020년02월_남_100세 이상,22,1,2,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,3,0,2,0,1,1,0,0,1,1,1
2020년02월_여_총인구수,"143,562","3,629","4,089","3,667","1,179",790,962,"1,346","1,510","1,544","1,707","2,559","2,188","2,225","1,293",811,"1,654","2,342","3,561","11,433","4,606","5,912","20,131","4,415","12,126","7,522","12,887","7,738","3,310","16,426"
2020년02월_여_연령구간인구수,"143,562","3,629","4,089","3,667","1,179",790,962,"1,346","1,510","1,544","1,707","2,559","2,188","2,225","1,293",811,"1,654","2,342","3,561","11,433","4,606","5,912","20,131","4,415","12,126","7,522","12,887","7,738","3,310","16,426"
2020년02월_여_0~9세,"10,100",197,296,148,35,17,8,39,63,53,105,165,36,85,30,12,43,155,159,881,196,244,"1,947",487,849,687,"1,154",333,288,"1,388"
2020년02월_여_10~19세,"14,126",323,316,271,74,29,51,78,70,68,75,199,99,129,60,42,65,182,213,"1,077",315,399,"2,192",430,"1,376","1,084","1,749",605,350,"2,205"
2020년02월_여_20~29세,"16,814",279,362,299,79,48,62,82,102,61,157,223,121,186,120,45,163,218,456,"1,173",637,637,"2,390",430,"1,604","1,081","1,593","1,720",336,"2,150"
2020년02월_여_30~39세,"14,379",278,392,256,55,25,42,57,93,62,122,212,82,155,54,36,122,279,344,"1,198",388,465,"2,434",617,"1,234",908,"1,624",625,407,"1,813"
2020년02월_여_40~49세,"21,131",400,496,373,95,50,66,87,129,106,138,254,151,217,92,51,180,330,389,"1,683",565,719,"3,214",689,"1,944","1,583","2,719",814,503,"3,094"
2020년02월_여_50~59세,"24,627",612,717,629,209,115,161,176,231,251,264,466,352,378,257,122,275,436,547,"2,044",992,"1,005","3,398",659,"2,452","1,185","2,119","1,209",518,"2,848"
2020년02월_여_60~69세,"19,465",671,681,661,211,178,207,304,291,361,310,477,467,420,235,177,356,390,695,"1,708",794,"1,127","2,316",549,"1,497",474,"1,036","1,055",403,"1,414"
2020년02월_여_70~79세,"13,153",472,449,530,223,155,183,277,293,304,287,328,447,312,212,168,281,206,457,"1,035",450,903,"1,352",365,676,339,553,773,254,869
2020년02월_여_80~89세,"8,293",335,327,417,163,142,151,210,209,239,221,202,365,292,192,129,134,119,260,554,226,360,764,163,412,158,297,492,193,567
2020년02월_여_90~99세,"1,394",57,53,77,31,29,29,36,28,36,27,31,63,51,38,26,31,25,39,73,40,52,120,25,80,23,40,100,57,77
2020년02월_여_100세 이상,80,5,0,6,4,2,2,0,1,3,1,2,5,0,3,3,4,2,2,7,3,1,4,1,2,0,3,12,1,1
