,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년06월_계_80~89세,"24,353","6,465",237,542,363,462,466,373,430,475,433,808,288,973,615,"6,267",528,373,398,466,488,604,501,771,626,626,886,"6,031",685,491,567,569,658,486,931,237,463,699,245,"5,590",852,"1,130",505,664,480,518,"1,012",429
2021년06월_계_90~99세,"3,449",996,43,101,47,66,75,42,75,71,60,103,44,167,102,890,71,68,59,74,41,88,71,104,76,102,136,827,107,48,72,83,86,58,136,25,70,114,28,736,123,159,61,68,52,57,148,68
2021년06월_계_100세 이상,112,32,3,4,1,3,3,4,1,3,0,2,2,2,4,24,1,3,1,2,1,3,1,2,2,0,8,17,1,1,3,2,0,1,4,1,1,2,1,39,5,5,8,4,2,0,9,6
2021년06월_남_총인구수,"427,070","96,289","1,176","2,526","1,987","3,442","2,063","3,426","3,508","4,261","5,234","15,054","6,635","27,234","19,743","96,108","5,283","1,688","3,814","6,878","7,289","7,259","13,168","14,805","6,695","7,781","21,448","135,189","11,897","5,529","9,233","8,375","25,940","8,090","26,644","5,126","12,881","14,388","7,086","99,484","9,884","37,258","2,451","6,143","4,315","6,888","23,513","9,032"
2021년06월_남_연령구간인구수,"427,070","96,289","1,176","2,526","1,987","3,442","2,063","3,426","3,508","4,261","5,234","15,054","6,635","27,234","19,743","96,108","5,283","1,688","3,814","6,878","7,289","7,259","13,168","14,805","6,695","7,781","21,448","135,189","11,897","5,529","9,233","8,375","25,940","8,090","26,644","5,126","12,881","14,388","7,086","99,484","9,884","37,258","2,451","6,143","4,315","6,888","23,513","9,032"
2021년06월_남_0~9세,"37,102","8,214",29,50,46,197,45,197,125,208,302,"1,278",760,"2,752","2,225","6,771",298,44,132,695,326,328,"1,173","1,257",254,450,"1,814","12,139","1,123",323,"1,143",449,"2,901",329,"2,480",230,840,"1,029","1,292","9,978",723,"5,032",47,251,154,467,"2,108","1,196"
2021년06월_남_10~19세,"44,130","10,243",27,97,60,222,100,286,197,324,450,"1,918","1,018","3,310","2,234","10,272",336,66,249,688,482,486,"1,986","2,101",514,713,"2,651","13,617","1,199",529,692,738,"3,381",543,"3,408",296,"1,172","1,149",510,"9,998",961,"3,882",80,359,303,543,"2,658","1,212"
2021년06월_남_20~29세,"65,267","13,429",98,181,186,408,176,537,552,573,676,"2,159",815,"4,053","3,015","15,313",653,103,503,847,"1,770","1,256","1,997","2,423","1,130","1,101","3,530","22,078","1,582",771,"1,030","1,323","3,983","1,862","4,123","1,084","2,381","2,829","1,110","14,447","1,355","5,164",220,"1,090",625,"1,113","3,892",988
2021년06월_남_30~39세,"62,024","12,028",69,178,116,371,137,452,397,442,597,"1,712",735,"3,829","2,993","11,498",599,123,402,912,"1,095",845,"1,515","1,621",711,901,"2,774","21,733","1,999",587,"1,834","1,039","4,245","1,080","3,378",935,"2,325","2,480","1,831","16,765","1,046","8,430",192,824,463,915,"3,545","1,350"
2021년06월_남_40~49세,"69,049","15,226",104,247,210,419,239,480,464,607,812,"2,582","1,195","4,580","3,287","14,921",640,203,537,"1,035",981,"1,032","2,376","2,479",908,"1,047","3,683","21,957","2,152",838,"1,413","1,200","4,951","1,032","4,253",738,"2,110","2,217","1,053","16,945","1,617","6,876",278,840,625,"1,089","3,801","1,819"
2021년06월_남_50~59세,"68,568","16,502",234,475,454,662,430,543,602,784,953,"2,541","1,083","4,543","3,198","16,575","1,126",326,769,"1,078",973,"1,262","2,308","2,716","1,176","1,471","3,370","21,380","1,714","1,060","1,374","1,600","3,811","1,340","4,723",810,"2,038","2,257",653,"14,111","1,866","4,055",508,"1,039",791,"1,110","3,596","1,146"
2021년06월_남_60~69세,"50,556","12,690",357,706,534,707,477,485,629,695,847,"1,722",633,"2,932","1,966","12,792","1,023",429,740,"1,023",912,"1,249","1,150","1,398","1,151","1,350","2,367","14,510","1,280",847,"1,090","1,311","1,808","1,175","2,965",661,"1,360","1,597",416,"10,564","1,411","2,439",635,958,731,937,"2,632",821
2021년06월_남_70~79세,"21,338","5,539",163,377,265,282,283,297,349,437,425,840,283,915,623,"5,557",411,258,314,418,538,566,467,538,593,540,914,"5,568",592,404,452,516,618,550,951,279,478,583,145,"4,674",632,"1,000",308,530,425,506,925,348
2021년06월_남_80~89세,"8,317","2,192",85,186,107,152,157,143,173,178,160,281,100,292,178,"2,231",181,126,156,173,201,215,181,253,242,187,316,"2,046",233,165,190,180,230,171,329,88,162,228,70,"1,848",250,348,167,236,189,195,327,136
2021년06월_남_90~99세,698,222,10,28,9,22,18,6,19,12,12,21,13,28,24,172,15,10,12,9,11,19,15,19,16,21,25,159,23,5,14,19,12,8,34,4,15,19,6,145,22,31,14,16,7,13,26,16
2021년06월_남_100세 이상,21,4,0,1,0,0,1,0,1,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,0,0,9,1,1,2,0,2,0,3,0
2021년06월_여_총인구수,"420,322","97,448","1,054","2,406","1,910","3,327","1,910","3,541","3,298","4,445","5,314","15,991","6,837","27,100","20,315","97,364","4,833","1,562","3,631","7,248","7,404","7,191","13,220","15,564","6,565","7,974","22,172","131,329","12,081","5,221","8,799","8,450","24,964","7,776","27,909","4,543","11,220","14,013","6,353","94,181","9,322","32,638","2,133","6,017","4,185","6,531","24,026","9,329"
2021년06월_여_연령구간인구수,"420,322","97,448","1,054","2,406","1,910","3,327","1,910","3,541","3,298","4,445","5,314","15,991","6,837","27,100","20,315","97,364","4,833","1,562","3,631","7,248","7,404","7,191","13,220","15,564","6,565","7,974","22,172","131,329","12,081","5,221","8,799","8,450","24,964","7,776","27,909","4,543","11,220","14,013","6,353","94,181","9,322","32,638","2,133","6,017","4,185","6,531","24,026","9,329"
2021년06월_여_0~9세,"35,638","8,014",22,56,50,203,44,164,104,195,293,"1,283",740,"2,644","2,216","6,461",322,36,153,666,313,315,"1,116","1,194",250,418,"1,678","11,679","1,099",338,"1,143",401,"2,794",290,"2,331",228,833,965,"1,257","9,484",689,"4,778",45,246,171,384,"2,011","1,160"
2021년06월_여_10~19세,"40,943","9,481",27,91,59,214,84,249,175,320,432,"1,846",939,"2,985","2,060","9,520",298,48,246,702,462,501,"1,905","1,902",406,644,"2,406","12,650","1,159",506,582,685,"3,062",495,"3,232",270,"1,104","1,106",449,"9,292",886,"3,614",75,366,238,545,"2,414","1,154"
2021년06월_여_20~29세,"54,557","11,465",65,126,134,277,123,535,419,453,591,"1,945",694,"3,496","2,607","12,876",464,74,398,781,"1,658","1,021","1,658","1,993",842,878,"3,109","18,753","1,703",631,864,"1,148","3,332","1,400","3,602",965,"1,821","2,523",764,"11,463",908,"3,741",137,947,470,911,"3,427",922
2021년06월_여_30~39세,"56,086","11,488",49,107,97,298,87,385,265,352,525,"1,723",819,"3,719","3,062","10,714",487,81,321,957,838,675,"1,564","1,695",569,772,"2,755","19,558","1,976",500,"1,647",847,"4,085",771,"3,568",667,"1,581","2,219","1,697","14,326",915,"6,853",97,637,321,699,"3,272","1,532"
2021년06월_여_40~49세,"67,119","15,445",61,151,145,367,141,467,356,578,718,"2,850","1,333","4,819","3,459","15,247",576,115,443,"1,035",874,822,"2,673","2,962",793,"1,022","3,932","21,221","1,995",731,"1,209","1,181","5,023",957,"4,887",558,"1,752","2,063",865,"15,206","1,424","5,832",133,642,504,943,"3,993","1,735"
2021년06월_여_50~59세,"68,336","16,646",200,386,369,632,323,558,545,779,893,"2,665","1,050","4,627","3,619","17,089",991,256,701,"1,203","1,122","1,267","2,197","2,815","1,234","1,611","3,692","21,267","1,589",953,"1,313","1,758","3,480","1,463","5,269",721,"1,921","2,212",588,"13,334","1,626","3,313",351,944,725,"1,129","4,104","1,142"
2021년06월_여_60~69세,"52,606","12,993",274,640,460,643,414,543,677,862,961,"2,016",691,"2,815","1,997","13,736",866,369,663,"1,070","1,154","1,414","1,183","1,561","1,291","1,368","2,797","14,895","1,293",782,"1,084","1,388","1,891","1,352","3,170",626,"1,336","1,614",359,"10,982","1,373","2,454",528,"1,050",888,956,"2,842",891
2021년06월_여_70~79세,"26,159","6,841",168,417,301,336,326,370,444,548,580,"1,052",350,"1,173",776,"6,949",426,275,416,474,665,716,547,837,734,741,"1,118","6,638",730,410,520,587,795,682,"1,142",338,515,743,176,"5,731",794,"1,139",376,701,532,597,"1,150",442
2021년06월_여_80~89세,"16,036","4,273",152,356,256,310,309,230,257,297,273,527,188,681,437,"4,036",347,247,242,293,287,389,320,518,384,439,570,"3,985",452,326,377,389,428,315,602,149,301,471,175,"3,742",602,782,338,428,291,323,685,293
2021년06월_여_90~99세,"2,751",774,33,73,38,44,57,36,56,59,48,82,31,139,78,718,56,58,47,65,30,69,56,85,60,81,111,668,84,43,58,64,74,50,102,21,55,95,22,591,101,128,47,52,45,44,122,52
2021년06월_여_100세 이상,91,28,3,3,1,3,2,4,0,2,0,2,2,2,4,18,0,3,1,2,1,2,1,2,2,0,4,15,1,1,2,2,0,1,4,0,1,2,1,30,4,4,6,4,0,0,6,6
