카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2021년08월_남_0~9세,"9,655",544,426,270,380,804,573,731,559,535,459,948,"1,412",819,714,428,53
2021년08월_남_10~19세,"12,750",819,539,381,457,"1,160",838,954,581,687,504,"1,255","2,076","1,193",488,700,118
2021년08월_남_20~29세,"20,743","1,156",794,744,788,"1,768","1,826","2,819","1,021","1,038",595,"1,825","2,454","1,804",707,"1,094",310
2021년08월_남_30~39세,"18,820","1,156",768,795,661,"1,528","1,555","1,735","1,159","1,120",735,"1,896","2,077","1,326","1,136",930,243
2021년08월_남_40~49세,"23,081","1,298","1,118",855,872,"1,888","1,493","1,777","1,345","1,211","1,077","2,283","3,127","1,914","1,036","1,352",435
2021년08월_남_50~59세,"26,235","1,549","1,114",995,964,"2,140","1,722","1,895","1,652","1,380",973,"2,394","3,562","2,557",978,"1,689",671
2021년08월_남_60~69세,"25,385","1,630","1,196","1,161","1,046","2,276","1,679","1,671","1,544","1,243",783,"2,198","3,079","2,522",838,"1,851",668
2021년08월_남_70~79세,"12,261",971,724,629,606,"1,144",756,780,717,508,403,938,"1,352","1,025",355,919,434
2021년08월_남_80~89세,"3,574",313,192,196,184,308,257,252,202,136,94,224,396,332,70,254,164
2021년08월_남_90~99세,252,26,9,17,11,28,9,13,18,12,2,10,39,27,4,19,8
2021년08월_남_100세 이상,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021년08월_여_총인구수,"154,119","10,191","7,197","6,497","6,369","13,564","10,763","12,693","8,279","7,902","5,224","13,482","19,503","13,988","6,032","9,506","2,929"
2021년08월_여_연령구간인구수,"154,119","10,191","7,197","6,497","6,369","13,564","10,763","12,693","8,279","7,902","5,224","13,482","19,503","13,988","6,032","9,506","2,929"
2021년08월_여_0~9세,"9,131",483,410,221,335,760,579,648,513,492,447,852,"1,427",799,642,452,71
2021년08월_여_10~19세,"11,915",732,562,362,484,"1,075",819,"1,015",528,618,444,"1,132","1,811","1,144",412,660,117
2021년08월_여_20~29세,"17,958","1,067",738,687,675,"1,568","1,668","2,327",819,"1,029",474,"1,602","1,990","1,413",669,"1,019",213
2021년08월_여_30~39세,"16,527","1,020",685,659,628,"1,391","1,237","1,429",898,958,679,"1,583","2,062","1,280","1,047",809,162
2021년08월_여_40~49세,"21,920","1,363","1,029",737,909,"1,914","1,451","1,694","1,136","1,181",865,"2,107","3,196","2,023",893,"1,158",264
2021년08월_여_50~59세,"27,148","1,809","1,136","1,111","1,073","2,531","1,864","2,127","1,451","1,489",771,"2,397","3,506","2,661",954,"1,804",464
2021년08월_여_60~69세,"27,494","1,917","1,422","1,439","1,278","2,509","1,795","2,004","1,581","1,341",824,"2,295","2,981","2,550",878,"2,021",659
2021년08월_여_70~79세,"14,370","1,098",807,852,658,"1,190",879,997,901,524,498,"1,060","1,601","1,289",363,"1,056",597
2021년08월_여_80~89세,"6,546",593,349,380,279,541,397,390,395,224,201,386,799,703,132,450,327
2021년08월_여_90~99세,"1,080",106,56,49,48,84,74,60,56,46,20,66,126,123,40,74,52
2021년08월_여_100세 이상,30,3,3,0,2,1,0,2,1,0,1,2,4,3,2,3,3
