,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년12월_계_80~89세,"23,577","6,251",243,542,347,459,466,348,423,463,424,745,288,928,575,"6,062",496,382,393,445,463,578,495,748,608,597,857,"5,829",670,473,551,554,640,451,874,234,444,690,248,"5,435",824,"1,109",491,656,455,497,987,416
2020년12월_계_90~99세,"3,409",991,44,100,50,58,74,40,75,73,62,108,43,162,102,856,66,59,60,70,48,81,70,101,72,97,132,823,103,60,72,84,83,54,128,27,72,115,25,739,128,162,67,61,52,57,145,67
2020년12월_계_100세 이상,187,56,1,9,1,6,2,4,7,4,1,5,2,7,7,46,1,3,8,6,4,6,3,2,5,2,6,34,6,4,4,3,3,3,5,0,2,3,1,51,9,6,10,7,5,3,8,3
2020년12월_남_총인구수,"425,848","94,480","1,173","2,568","2,019","3,467","2,077","2,987","3,524","4,357","5,320","14,658","6,676","27,193","18,461","96,695","5,283","1,731","3,943","7,010","7,342","7,373","13,339","15,065","6,879","6,707","22,023","134,958","11,736","5,551","9,238","8,609","26,131","8,261","25,789","5,187","12,978","14,402","7,076","99,715","10,054","37,223","2,480","6,234","4,376","6,710","23,592","9,046"
2020년12월_남_연령구간인구수,"425,848","94,480","1,173","2,568","2,019","3,467","2,077","2,987","3,524","4,357","5,320","14,658","6,676","27,193","18,461","96,695","5,283","1,731","3,943","7,010","7,342","7,373","13,339","15,065","6,879","6,707","22,023","134,958","11,736","5,551","9,238","8,609","26,131","8,261","25,789","5,187","12,978","14,402","7,076","99,715","10,054","37,223","2,480","6,234","4,376","6,710","23,592","9,046"
2020년12월_남_0~9세,"37,888","8,154",24,52,58,200,51,136,121,218,322,"1,267",797,"2,809","2,099","7,069",310,48,137,719,337,361,"1,212","1,322",288,356,"1,979","12,334","1,166",330,"1,139",486,"3,050",330,"2,347",249,897,"1,061","1,279","10,331",780,"5,152",52,271,166,452,"2,209","1,249"
2020년12월_남_10~19세,"44,796","10,306",36,105,59,219,101,239,210,351,467,"1,917","1,023","3,398","2,181","10,625",361,71,275,694,507,499,"2,072","2,199",531,590,"2,826","13,773","1,173",537,699,794,"3,460",573,"3,372",293,"1,193","1,197",482,"10,092",993,"3,888",83,358,309,522,"2,740","1,199"
2020년12월_남_20~29세,"65,495","13,266",92,192,186,426,183,472,557,594,711,"2,076",822,"4,122","2,833","15,378",676,119,520,905,"1,781","1,258","1,981","2,453","1,174",964,"3,547","22,326","1,556",784,"1,063","1,358","3,993","1,942","4,153","1,076","2,424","2,845","1,132","14,525","1,398","5,158",225,"1,120",614,"1,124","3,915",971
2020년12월_남_30~39세,"61,957","11,624",73,188,134,373,135,342,396,466,622,"1,628",744,"3,796","2,727","11,665",581,127,421,930,"1,108",898,"1,587","1,675",730,687,"2,921","21,735","1,933",613,"1,891","1,060","4,349","1,108","3,134",963,"2,337","2,491","1,856","16,933","1,124","8,524",185,827,484,871,"3,491","1,427"
2020년12월_남_40~49세,"69,108","15,023",110,253,219,440,261,412,472,624,830,"2,547","1,226","4,632","2,997","15,161",655,209,565,"1,055",987,"1,044","2,418","2,572",944,880,"3,832","21,882","2,133",836,"1,389","1,254","4,969","1,060","4,148",762,"2,103","2,198","1,030","17,042","1,633","6,788",296,901,661,"1,077","3,846","1,840"
2020년12월_남_50~59세,"69,133","16,464",243,510,481,690,429,498,611,803,957,"2,515","1,086","4,548","3,093","16,858","1,165",350,800,"1,125","1,006","1,307","2,324","2,764","1,253","1,336","3,428","21,656","1,727","1,093","1,413","1,698","3,778","1,401","4,665",837,"2,084","2,304",656,"14,155","1,880","4,022",538,"1,061",789,"1,092","3,649","1,124"
2020년12월_남_60~69세,"47,553","11,831",336,675,504,663,458,460,612,685,819,"1,597",577,"2,698","1,747","12,116",953,411,726,984,880,"1,216","1,094","1,296","1,100","1,196","2,260","13,585","1,192",784,999,"1,239","1,698","1,141","2,729",647,"1,274","1,477",405,"10,021","1,328","2,337",606,907,717,872,"2,500",754
2020년12월_남_70~79세,"21,157","5,439",161,374,267,288,280,284,350,429,417,831,286,883,589,"5,516",398,259,333,430,538,562,460,523,611,494,908,"5,558",614,407,451,520,602,545,908,274,495,587,155,"4,644",647,979,306,533,451,496,898,334
2020년12월_남_80~89세,"8,007","2,130",87,186,104,147,156,137,172,172,161,259,103,278,168,"2,124",166,127,148,160,187,206,176,245,236,181,292,"1,944",216,157,179,181,220,153,301,80,158,224,75,"1,809",241,343,167,242,173,191,318,134
2020년12월_남_90~99세,704,231,11,32,7,19,22,7,21,15,14,20,12,27,24,168,17,9,13,7,11,20,15,16,11,22,27,159,23,8,14,19,12,8,32,6,13,18,6,146,26,31,19,13,9,11,23,14
2020년12월_남_100세 이상,50,12,0,1,0,2,1,0,2,0,0,1,0,2,3,15,1,1,5,1,0,2,0,0,1,1,3,6,3,2,1,0,0,0,0,0,0,0,0,17,4,1,3,1,3,2,3,0
2020년12월_여_총인구수,"419,145","95,554","1,087","2,462","1,932","3,403","1,943","3,042","3,387","4,509","5,441","15,498","6,874","26,997","18,979","98,025","4,835","1,619","3,792","7,357","7,521","7,325","13,443","15,764","6,760","6,844","22,765","130,908","11,866","5,308","8,780","8,578","25,298","7,922","26,845","4,641","11,366","14,012","6,292","94,658","9,473","32,843","2,164","6,111","4,228","6,325","24,155","9,359"
2020년12월_여_연령구간인구수,"419,145","95,554","1,087","2,462","1,932","3,403","1,943","3,042","3,387","4,509","5,441","15,498","6,874","26,997","18,979","98,025","4,835","1,619","3,792","7,357","7,521","7,325","13,443","15,764","6,760","6,844","22,765","130,908","11,866","5,308","8,780","8,578","25,298","7,922","26,845","4,641","11,366","14,012","6,292","94,658","9,473","32,843","2,164","6,111","4,228","6,325","24,155","9,359"
2020년12월_여_0~9세,"36,361","7,928",25,62,51,218,45,111,102,192,307,"1,261",759,"2,696","2,099","6,773",314,40,172,676,334,327,"1,208","1,242",275,334,"1,851","11,872","1,159",355,"1,151",428,"2,965",315,"2,168",241,871,985,"1,234","9,788",729,"4,896",49,268,174,387,"2,081","1,204"
2020년12월_여_10~19세,"41,371","9,486",28,99,64,216,94,199,187,342,452,"1,818",970,"3,023","1,994","9,746",305,53,259,726,482,501,"1,966","1,966",440,514,"2,534","12,753","1,109",513,581,731,"3,101",512,"3,194",294,"1,144","1,142",432,"9,386",900,"3,619",85,377,257,511,"2,484","1,153"
2020년12월_여_20~29세,"54,533","11,236",74,126,134,319,130,419,431,459,630,"1,891",692,"3,464","2,467","12,952",470,83,414,809,"1,679","1,042","1,643","2,072",892,750,"3,098","18,796","1,588",647,915,"1,179","3,378","1,476","3,554",944,"1,839","2,497",779,"11,549",948,"3,832",139,947,469,867,"3,401",946
2020년12월_여_30~39세,"56,420","11,253",53,103,110,313,95,280,282,368,536,"1,675",841,"3,779","2,818","10,998",477,86,347,994,877,705,"1,611","1,762",595,586,"2,958","19,514","1,962",527,"1,643",844,"4,236",775,"3,332",698,"1,617","2,181","1,699","14,655",991,"6,996",101,645,329,666,"3,343","1,584"
2020년12월_여_40~49세,"67,422","15,282",63,162,143,384,154,401,375,594,755,"2,791","1,348","4,858","3,254","15,520",613,131,452,"1,031",900,849,"2,771","3,036",841,806,"4,090","21,291","1,973",725,"1,208","1,239","5,056",966,"4,785",593,"1,806","2,128",812,"15,329","1,463","5,786",141,682,507,912,"4,128","1,710"
2020년12월_여_50~59세,"68,834","16,509",214,440,396,648,330,519,564,826,940,"2,580","1,057","4,579","3,416","17,377","1,047",269,749,"1,246","1,163","1,388","2,182","2,829","1,293","1,442","3,769","21,428","1,559",994,"1,325","1,823","3,500","1,540","5,158",745,"1,962","2,241",581,"13,520","1,659","3,340",366,989,772,"1,115","4,123","1,156"
2020년12월_여_60~69세,"49,598","12,064",262,592,433,605,406,504,679,834,907,"1,870",634,"2,630","1,708","13,071",802,362,666,"1,031","1,121","1,362","1,148","1,447","1,242","1,205","2,685","14,064","1,267",752,"1,009","1,317","1,799","1,299","2,868",614,"1,251","1,524",364,"10,399","1,277","2,332",508,"1,018",860,910,"2,663",831
2020년12월_여_70~79세,"26,194","6,871",178,446,314,345,326,361,457,541,602,"1,034",355,"1,178",734,"6,931",428,288,438,491,648,714,537,820,745,715,"1,107","6,613",712,425,515,576,769,692,"1,112",337,529,748,198,"5,779",816,"1,140",396,717,533,604,"1,136",437
2020년12월_여_80~89세,"15,570","4,121",156,356,243,312,310,211,251,291,263,486,185,650,407,"3,938",330,255,245,285,276,372,319,503,372,416,565,"3,885",454,316,372,373,420,298,573,154,286,466,173,"3,626",583,766,324,414,282,306,669,282
2020년12월_여_90~99세,"2,705",760,33,68,43,39,52,33,54,58,48,88,31,135,78,688,49,50,47,63,37,61,55,85,61,75,105,664,80,52,58,65,71,46,96,21,59,97,19,593,102,131,48,48,43,46,122,53
2020년12월_여_100세 이상,137,44,1,8,1,4,1,4,5,4,1,4,2,5,4,31,0,2,3,5,4,4,3,2,4,1,3,28,3,2,3,3,3,3,5,0,2,3,1,34,5,5,7,6,2,1,5,3
