카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021년01월_여_연령구간인구수,"186,117","7,778","4,954","11,066","11,541","10,808","6,977","11,563","11,170","11,813","9,119","12,391","5,431","5,934","9,911","8,775","8,934","5,764","15,164","6,324","10,700"
2021년01월_여_0~9세,"10,487",318,285,734,636,589,276,694,472,950,556,594,374,328,458,508,618,336,888,260,613
2021년01월_여_10~19세,"12,265",253,237,934,707,769,310,641,568,934,940,969,353,483,581,666,526,413,"1,255",237,489
2021년01월_여_20~29세,"26,906","1,828",984,"1,007","1,073","1,519","1,776","2,597","1,822","1,242",916,"1,327",693,582,"1,458","1,008","1,831",721,"1,717","1,435","1,370"
2021년01월_여_30~39세,"23,564","1,133",823,"1,155","1,182","1,270","1,171","2,021","1,519","1,570",861,"1,139",820,636,"1,059",911,"1,376",532,"1,705","1,138","1,543"
2021년01월_여_40~49세,"25,518",796,692,"1,757","1,558","1,528",886,"1,518","1,510","1,866","1,500","1,762",732,873,"1,233","1,236","1,164",752,"2,134",742,"1,279"
2021년01월_여_50~59세,"30,111","1,149",783,"1,775","1,913","1,902",798,"1,423","1,608","1,940","1,695","2,355",792,"1,145","1,703","1,493","1,290",992,"2,847",824,"1,684"
2021년01월_여_60~69세,"29,809","1,187",656,"1,916","2,226","1,643",873,"1,302","1,828","1,683","1,441","2,193",911,990,"1,813","1,610","1,147","1,031","2,610",867,"1,882"
2021년01월_여_70~79세,"17,756",708,307,"1,182","1,490",995,573,853,"1,214","1,092",795,"1,254",505,583,"1,088",911,642,654,"1,229",501,"1,180"
2021년01월_여_80~89세,"8,311",340,147,520,649,521,268,430,547,451,350,669,222,270,444,364,295,299,683,277,565
2021년01월_여_90~99세,"1,204",53,33,81,96,64,41,70,73,61,55,117,23,39,66,58,43,32,88,36,75
2021년01월_여_100세 이상,186,13,7,5,11,8,5,14,9,24,10,12,6,5,8,10,2,2,8,7,20
