카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2021년05월_계_80~89세,"5,088",343,255,159,507,255,370,67,347,249,118,335,127,163,222,165,107,317,158,428,195,201
2021년05월_계_90~99세,819,55,35,20,100,44,56,12,57,46,21,48,20,18,27,27,14,50,29,68,44,28
2021년05월_계_100세 이상,27,1,1,0,4,2,2,0,1,1,0,3,0,1,1,0,0,0,4,1,2,3
2021년05월_남_총인구수,"127,683","4,098","1,619",809,"3,546","1,518","6,240",565,"4,515","1,855",544,"1,605",696,"3,413","5,027","14,518","3,978","13,656","11,790","18,070","17,498","12,123"
2021년05월_남_연령구간인구수,"127,683","4,098","1,619",809,"3,546","1,518","6,240",565,"4,515","1,855",544,"1,605",696,"3,413","5,027","14,518","3,978","13,656","11,790","18,070","17,498","12,123"
2021년05월_남_0~9세,"13,213",281,49,14,205,37,690,17,265,95,19,41,27,211,278,"2,248",304,"1,232",817,"1,763","2,820","1,800"
2021년05월_남_10~19세,"14,551",336,65,33,283,84,596,31,355,148,15,66,31,344,519,"1,804",348,"1,612","1,169","2,176","2,593","1,943"
2021년05월_남_20~29세,"13,404",389,121,49,298,135,534,38,458,137,23,114,44,385,548,"1,316",523,"1,550","1,676","2,266","1,558","1,242"
2021년05월_남_30~39세,"18,367",428,139,52,307,89,859,48,488,169,34,105,51,377,483,"2,998",595,"1,845","2,060","2,516","3,100","1,624"
2021년05월_남_40~49세,"25,719",654,208,91,532,183,"1,230",61,801,271,68,237,106,709,903,"3,449",757,"2,653","2,608","3,531","3,921","2,746"
2021년05월_남_50~59세,"21,212",838,340,199,651,290,"1,036",121,977,360,120,322,151,703,"1,043","1,674",732,"2,444","2,199","3,076","2,214","1,722"
2021년05월_남_60~69세,"14,226",762,356,211,732,391,783,158,746,359,138,372,163,476,870,784,535,"1,762",970,"1,997",916,745
2021년05월_남_70~79세,"5,284",295,243,109,371,218,396,71,304,224,90,239,81,162,305,203,157,453,244,593,298,228
2021년05월_남_80~89세,"1,565",107,91,48,156,80,103,16,111,88,35,101,40,43,72,37,25,99,42,134,71,66
2021년05월_남_90~99세,133,7,6,3,10,11,13,4,10,4,2,7,2,3,5,5,2,6,4,17,6,6
2021년05월_남_100세 이상,9,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
2021년05월_여_총인구수,"115,801","3,912","1,489",804,"3,638","1,404","5,744",541,"3,670","1,733",536,"1,535",708,"2,716","4,268","12,601","3,384","12,607","8,904","17,044","16,958","11,605"
2021년05월_여_연령구간인구수,"115,801","3,912","1,489",804,"3,638","1,404","5,744",541,"3,670","1,733",536,"1,535",708,"2,716","4,268","12,601","3,384","12,607","8,904","17,044","16,958","11,605"
2021년05월_여_0~9세,"12,324",271,35,15,182,27,678,18,209,86,11,32,25,176,229,"2,122",303,"1,170",748,"1,590","2,761","1,636"
2021년05월_여_10~19세,"13,242",290,51,29,286,66,540,20,307,120,14,45,37,309,420,"1,678",296,"1,394","1,053","2,039","2,451","1,797"
2021년05월_여_20~29세,"10,336",281,97,37,239,73,392,28,305,145,22,84,30,263,424,984,325,"1,299","1,103","1,804","1,420",981
2021년05월_여_30~39세,"16,593",406,76,38,285,61,853,26,347,125,29,70,47,259,378,"2,691",462,"1,665","1,207","2,316","3,317","1,935"
2021년05월_여_40~49세,"21,686",591,133,62,435,125,959,47,557,174,36,130,78,463,691,"2,696",573,"2,331","1,794","3,358","3,684","2,769"
2021년05월_여_50~59세,"18,137",753,283,137,633,262,850,110,709,305,85,256,114,496,854,"1,315",637,"2,396","1,699","2,910","1,932","1,401"
2021년05월_여_60~69세,"13,487",701,364,187,683,343,749,141,642,364,126,357,155,410,790,745,536,"1,628",929,"2,041",908,688
2021년05월_여_70~79세,"5,769",335,257,171,451,237,411,92,310,210,111,284,117,204,310,220,158,462,227,641,322,239
2021년05월_여_80~89세,"3,523",236,164,111,351,175,267,51,236,161,83,234,87,120,150,128,82,218,116,294,124,135
2021년05월_여_90~99세,686,48,29,17,90,33,43,8,47,42,19,41,18,15,22,22,12,44,25,51,38,22
2021년05월_여_100세 이상,18,0,0,0,3,2,2,0,1,1,0,2,0,1,0,0,0,0,3,0,1,2
