,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년05월_계_80~89세,"359,388","25,749","7,696","7,698","5,189","5,166","25,277","6,365","5,812","13,100","14,509","14,367","7,119","7,248","20,255","7,566","14,511","4,522","14,904","8,582","6,322","34,005","15,423","9,022","9,560","2,037","5,024","19,470","4,186","9,319","7,767","4,288","5,961","29,011","7,635","11,604","9,772","14,682","6,944","7,747","10,904","14,990","8,730","7,450","6,671","5,461","2,870","3,742","6,469"
2021년05월_계_90~99세,"53,011","3,961","1,251","1,153",702,855,"4,141",880,839,"2,422","1,891","2,184",969,"1,215","3,141","1,099","1,955",591,"2,191","1,289",902,"4,967","2,109","1,446","1,412",381,655,"2,727",521,"1,423","1,201",737,"1,040","4,289","1,188","1,715","1,386","2,091",947,"1,063","1,589","2,130","1,274","1,075",954,854,409,518,"1,012"
2021년05월_계_100세 이상,"2,315",199,61,52,46,40,198,59,61,78,76,103,52,51,151,38,92,26,91,50,41,182,93,44,45,13,54,136,25,105,43,22,60,149,44,62,43,75,33,39,55,84,52,47,35,29,24,36,43
2021년05월_남_총인구수,"6,789,327","596,759","136,498","184,566","92,228","183,467","461,504","120,292","109,064","232,148","227,073","272,348","119,314","153,034","402,337","145,900","284,559","46,606","336,303","180,419","155,884","529,030","237,211","146,195","145,624","33,887","96,640","360,076","119,532","266,839","134,288","80,710","151,874","534,842","133,761","217,184","183,897","238,960","113,745","97,419","241,645","450,855","196,393","119,349","78,138","56,898","22,546","32,125","60,147"
2021년05월_남_연령구간인구수,"6,789,327","596,759","136,498","184,566","92,228","183,467","461,504","120,292","109,064","232,148","227,073","272,348","119,314","153,034","402,337","145,900","284,559","46,606","336,303","180,419","155,884","529,030","237,211","146,195","145,624","33,887","96,640","360,076","119,532","266,839","134,288","80,710","151,874","534,842","133,761","217,184","183,897","238,960","113,745","97,419","241,645","450,855","196,393","119,349","78,138","56,898","22,546","32,125","60,147"
2021년05월_남_0~9세,"576,706","48,615","8,981","16,108","5,252","18,274","34,233","7,751","6,666","19,816","17,395","19,820","7,654","12,166","28,375","11,530","25,143","3,115","22,146","11,704","10,442","41,242","19,514","10,560","11,168","3,104","7,512","33,192","11,705","24,915","10,068","6,659","15,630","50,304","10,614","21,259","18,431","22,275","9,490","7,017","28,131","52,584","17,574","10,301","4,280","3,707","1,338","1,638","3,668"
2021년05월_남_10~19세,"681,245","60,534","14,756","17,091","7,218","21,469","44,231","8,763","8,391","27,077","21,613","26,790","9,622","17,168","35,373","15,481","27,760","4,264","32,501","17,484","15,017","52,882","21,076","14,983","16,823","3,478","9,141","39,994","12,741","25,893","13,447","7,304","13,317","62,746","13,761","25,874","23,111","25,396","11,598","9,532","24,853","50,181","17,446","12,426","6,245","4,859","1,646","2,400","5,173"
2021년05월_남_20~29세,"954,382","98,045","23,898","28,092","15,682","30,373","66,751","18,225","15,970","32,556","32,806","39,872","17,831","22,041","59,542","19,677","41,656","6,071","57,007","31,447","25,560","76,559","32,354","22,540","21,665","4,876","13,798","44,742","17,065","38,203","19,667","12,149","18,992","71,900","18,869","29,644","23,387","30,729","17,249","12,712","27,326","58,184","24,011","14,899","10,398","6,654","3,372","3,586","5,884"
2021년05월_남_30~39세,"980,791","92,536","16,862","29,839","14,497","31,338","68,799","18,841","16,796","33,162","30,399","39,785","17,372","22,413","58,530","20,568","45,339","5,195","46,520","23,951","22,569","71,035","34,547","18,881","17,607","4,842","12,857","44,308","20,769","42,084","19,436","11,642","25,827","70,679","17,975","28,409","24,295","35,451","16,357","12,530","37,568","78,496","29,444","14,769","8,181","5,993","2,357","3,040","5,455"
2021년05월_남_40~49세,"1,167,514","101,240","21,897","31,509","14,554","33,280","76,205","19,434","17,165","39,606","37,094","42,721","17,722","24,999","64,127","25,019","50,855","7,199","54,467","29,089","25,378","87,361","39,446","24,024","23,891","5,025","16,071","65,732","23,217","49,623","21,480","11,955","28,020","98,009","22,937","40,509","34,563","41,645","17,949","16,164","47,088","88,995","35,540","20,645","10,764","8,182","2,641","4,232","8,249"
2021년05월_남_50~59세,"1,139,132","98,039","24,317","30,377","15,870","27,475","77,433","20,566","19,131","37,736","39,552","47,007","21,093","25,914","70,694","24,586","46,569","8,629","65,227","35,247","29,980","96,275","41,591","27,409","27,275","5,809","17,366","61,004","17,631","46,786","23,256","13,991","21,650","85,253","22,460","34,268","28,525","38,982","18,319","16,755","34,770","63,582","32,737","20,374","15,956","10,526","3,770","5,924","10,680"
2021년05월_남_60~69세,"795,828","62,352","15,743","20,631","11,699","14,279","57,102","16,543","15,688","24,871","28,627","36,210","17,510","18,700","56,464","18,308","29,093","6,684","39,521","20,890","18,631","63,540","29,384","17,444","16,712","4,134","12,614","42,396","10,389","26,934","17,010","11,060","17,778","52,818","16,636","19,969","16,213","25,855","13,983","13,445","25,171","37,807","25,225","15,219","13,892","9,862","4,017","6,473","11,845"
2021년05월_남_70~79세,"349,523","25,360","6,925","7,990","5,402","5,043","26,216","7,639","7,025","11,552","13,729","14,670","7,740","6,930","21,626","7,949","12,507","3,626","13,503","7,452","6,051","26,520","13,126","6,739","6,655","1,775","5,214","20,681","4,368","9,045","6,827","4,287","8,293","29,843","7,453","11,820","10,570","12,708","6,021","6,291","12,227","15,178","10,795","7,664","5,755","4,884","2,254","3,234","6,473"
2021년05월_남_80~89세,"131,185","9,107","2,799","2,667","1,876","1,765","9,460","2,316","2,061","5,083","5,406","4,934","2,542","2,392","6,852","2,539","5,158","1,660","4,918","2,847","2,071","12,323","5,638","3,243","3,442",747,"1,878","7,373","1,538","3,049","2,765","1,492","2,123","12,127","2,785","4,943","4,399","5,371","2,548","2,754","4,124","5,386","3,339","2,811","2,424","2,028","1,031","1,444","2,476"
2021년05월_남_90~99세,"12,462",885,305,249,167,164,"1,026",196,160,670,434,513,214,299,715,235,453,160,472,296,176,"1,247",513,357,377,94,169,623,102,277,322,168,230,"1,137",262,477,398,529,224,213,375,444,271,231,231,196,112,140,234
2021년05월_남_100세 이상,559,46,15,13,11,7,48,18,11,19,18,26,14,12,39,8,26,3,21,12,9,46,22,15,9,3,20,31,7,30,10,3,14,26,9,12,5,19,7,6,12,18,11,10,12,7,8,14,10
2021년05월_여_총인구수,"6,699,583","588,163","134,309","180,818","90,616","182,420","470,122","117,437","106,148","246,537","233,850","278,402","119,017","159,385","408,888","149,842","263,572","46,686","319,252","173,156","146,096","551,626","242,945","154,242","154,439","35,140","98,198","363,139","111,170","243,994","136,466","81,529","150,807","542,859","126,637","222,769","193,453","232,259","105,846","91,285","240,933","416,964","187,913","115,927","69,287","55,041","20,525","30,219","59,679"
2021년05월_여_연령구간인구수,"6,699,583","588,163","134,309","180,818","90,616","182,420","470,122","117,437","106,148","246,537","233,850","278,402","119,017","159,385","408,888","149,842","263,572","46,686","319,252","173,156","146,096","551,626","242,945","154,242","154,439","35,140","98,198","363,139","111,170","243,994","136,466","81,529","150,807","542,859","126,637","222,769","193,453","232,259","105,846","91,285","240,933","416,964","187,913","115,927","69,287","55,041","20,525","30,219","59,679"
2021년05월_여_0~9세,"549,413","45,654","8,494","15,116","5,100","16,944","32,707","7,559","6,352","18,796","16,276","19,124","7,469","11,655","26,775","11,019","24,276","2,925","21,240","11,327","9,913","39,537","18,761","10,031","10,745","2,860","7,084","31,211","11,222","24,112","9,629","6,179","14,855","48,053","10,195","20,123","17,735","21,328","8,868","6,624","27,070","50,259","16,619","9,910","4,041","3,501","1,305","1,634","3,516"
2021년05월_여_10~19세,"643,789","56,450","13,378","15,835","6,915","20,322","42,045","8,371","7,876","25,798","20,251","24,884","8,829","16,055","33,601","14,597","26,018","4,210","30,552","16,621","13,931","50,566","20,178","14,129","16,259","3,269","8,561","37,934","12,200","24,491","12,506","6,918","12,990","59,080","12,216","24,559","22,305","24,045","10,647","8,738","23,888","48,177","16,673","11,973","5,703","4,583","1,473","2,182","4,584"
2021년05월_여_20~29세,"857,650","88,269","19,726","25,623","14,712","28,208","63,467","16,442","14,872","32,153","31,980","37,052","16,279","20,773","55,923","18,055","34,056","5,095","50,072","27,573","22,499","72,859","30,205","22,199","20,455","4,425","13,039","41,113","14,518","32,121","18,044","10,941","18,543","66,536","15,904","27,334","23,298","27,080","13,198","10,238","25,729","48,921","21,215","12,892","7,512","5,489","1,916","2,633","4,719"
2021년05월_여_30~39세,"919,433","84,883","15,229","27,122","12,218","30,314","66,339","16,469","14,408","35,462","29,156","37,607","15,499","22,108","55,181","19,934","37,529","4,810","38,764","20,205","18,559","72,032","33,975","19,664","18,393","4,859","12,667","45,435","17,561","36,596","17,994","10,922","25,111","72,496","15,899","29,704","26,893","31,639","14,038","10,347","38,950","72,137","27,152","13,855","6,414","5,353","1,789","2,556","5,327"
2021년05월_여_40~49세,"1,127,569","99,635","22,277","29,401","13,534","34,423","78,222","17,332","15,376","45,514","36,735","44,269","16,837","27,432","63,015","25,690","44,252","6,742","51,806","27,959","23,847","92,948","39,259","26,686","27,003","5,353","16,121","65,470","20,406","42,485","22,040","12,154","25,549","100,668","20,560","42,371","37,737","39,690","16,759","14,088","43,518","78,044","31,759","19,414","9,253","7,644","2,200","3,627","8,013"
2021년05월_여_50~59세,"1,108,039","98,326","24,313","31,191","15,374","27,448","77,371","19,768","18,599","39,004","40,898","49,793","21,888","27,905","75,042","24,693","41,826","7,698","62,608","33,984","28,624","99,413","41,851","28,779","28,783","6,245","17,877","58,378","16,044","42,176","24,377","15,127","21,710","82,478","21,054","33,618","27,806","35,560","16,849","14,799","33,286","54,481","31,367","18,486","13,056","9,523","3,229","5,239","10,084"
2021년05월_여_60~69세,"804,608","63,852","16,240","21,131","12,213","14,268","59,504","17,506","15,914","26,084","30,537","37,331","18,051","19,280","58,243","20,218","28,756","6,885","36,006","19,313","16,693","63,480","30,079","17,006","16,395","4,376","12,753","44,685","10,600","23,742","17,683","11,112","19,013","57,393","16,328","22,548","18,517","25,920","13,299","13,147","26,527","36,339","25,115","15,101","11,730","9,520","3,751","6,065","11,925"
2021년05월_여_70~79세,"418,574","31,223","8,763","9,425","6,667","6,368","31,385","9,216","8,271","13,898","17,399","17,161","8,795","8,366","25,167","9,715","15,938","5,005","16,429","9,408","7,021","35,253","17,185","8,851","9,217","2,166","6,430","24,607","5,534","10,780","8,279","4,792","8,342","35,996","8,670","14,563","12,763","16,068","7,043","7,428","13,928","17,250","11,578","8,776","6,585","5,315","2,710","3,585","6,707"
2021년05월_여_80~89세,"228,203","16,642","4,897","5,031","3,313","3,401","15,817","4,049","3,751","8,017","9,103","9,433","4,577","4,856","13,403","5,027","9,353","2,862","9,986","5,735","4,251","21,682","9,785","5,779","6,118","1,290","3,146","12,097","2,648","6,270","5,002","2,796","3,838","16,884","4,850","6,661","5,373","9,311","4,396","4,993","6,780","9,604","5,391","4,639","4,247","3,433","1,839","2,298","3,993"
2021년05월_여_90~99세,"40,549","3,076",946,904,535,691,"3,115",684,679,"1,752","1,457","1,671",755,916,"2,426",864,"1,502",431,"1,719",993,726,"3,720","1,596","1,089","1,035",287,486,"2,104",419,"1,146",879,569,810,"3,152",926,"1,238",988,"1,562",723,850,"1,214","1,686","1,003",844,723,658,297,378,778
2021년05월_여_100세 이상,"1,756",153,46,39,35,33,150,41,50,59,58,77,38,39,112,30,66,23,70,38,32,136,71,29,36,10,34,105,18,75,33,19,46,123,35,50,38,56,26,33,43,66,41,37,23,22,16,22,33
