카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021년03월_남_0~9세,"19,738","2,093",670,662,859,"1,330",600,682,574,"1,115",610,638,883,241,357,"1,691","1,821","1,612","2,020",602,678
2021년03월_남_10~19세,"22,610","2,318",766,888,"1,046","1,259",702,834,711,"1,287",917,798,949,245,282,"2,341","2,656",975,"2,115",753,768
2021년03월_남_20~29세,"40,088","2,588","2,004","1,589","2,047","4,277","1,316","1,473","1,522","2,771","2,035","1,886","2,822",740,860,"2,280","2,490","1,946","2,539","1,610","1,293"
2021년03월_남_30~39세,"49,798","3,465","2,943","1,761","2,381","5,567","1,511","1,549","1,737","3,376","2,122","2,131","4,186","1,210","1,527","2,002","2,574","2,786","3,106","1,963","1,901"
2021년03월_남_40~49세,"45,412","3,741","1,612","1,480","1,857","3,916","1,558","1,563","1,682","2,824","1,830","2,026","2,412",760,998,"3,394","3,965","2,525","3,821","1,704","1,744"
2021년03월_남_50~59세,"40,876","2,924","1,454","1,540","2,412","3,496","1,359","1,545","1,605","2,292","1,828","1,675","2,015",979,"1,052","2,729","3,285","1,997","3,149","1,842","1,698"
2021년03월_남_60~69세,"35,796","2,103","1,086","1,338","2,488","3,157","1,056","1,601","1,415","1,867","1,717","1,535","1,654","1,605","1,189","1,735","2,316","1,633","2,743","1,736","1,822"
2021년03월_남_70~79세,"18,164",820,504,664,"1,148","1,839",626,876,755,953,801,979,573,702,637,957,"1,252",813,"1,369",935,961
2021년03월_남_80~89세,"5,388",253,246,168,458,461,151,210,233,267,191,244,186,224,205,279,302,265,396,313,336
2021년03월_남_90~99세,546,24,44,17,85,34,10,20,18,23,17,18,25,27,19,20,27,12,39,26,41
2021년03월_남_100세 이상,28,0,4,0,4,4,0,2,0,0,0,1,1,3,1,0,1,2,1,2,2
2021년03월_여_총인구수,"298,876","21,625","12,859","10,561","16,321","26,743","9,313","11,139","10,700","17,692","12,754","12,895","18,424","7,518","8,187","19,340","22,619","14,202","22,355","11,729","11,900"
2021년03월_여_연령구간인구수,"298,876","21,625","12,859","10,561","16,321","26,743","9,313","11,139","10,700","17,692","12,754","12,895","18,424","7,518","8,187","19,340","22,619","14,202","22,355","11,729","11,900"
2021년03월_여_0~9세,"18,957","1,972",625,598,817,"1,322",581,576,549,"1,055",609,635,791,247,333,"1,583","1,863","1,535","2,052",569,645
2021년03월_여_10~19세,"21,649","2,223",562,700,952,"1,212",701,805,655,"1,110",722,790,942,220,285,"2,549","2,800",947,"2,080",690,704
2021년03월_여_20~29세,"46,742","3,026","3,024","1,620","1,985","5,186","1,299","1,640","1,462","3,224","2,292","1,979","5,525",900,927,"2,323","2,783","1,920","2,716","1,701","1,210"
2021년03월_여_30~39세,"48,578","3,884","3,107","1,715","2,225","4,883","1,354","1,538","1,573","2,960","2,062","1,965","4,210","1,157","1,538","2,245","2,850","2,628","3,225","1,701","1,758"
2021년03월_여_40~49세,"45,028","3,891","1,642","1,562","2,019","3,588","1,505","1,675","1,567","2,695","1,785","1,955","2,180",725,903,"3,757","4,519","2,144","3,728","1,510","1,678"
2021년03월_여_50~59세,"44,383","3,044","1,567","1,803","2,858","3,885","1,498","1,713","1,765","2,544","2,085","2,019","2,176","1,136","1,200","2,959","3,274","1,927","3,284","1,811","1,835"
2021년03월_여_60~69세,"41,407","2,156","1,202","1,533","2,849","3,886","1,394","1,847","1,786","2,442","1,922","2,029","1,617","1,642","1,518","2,159","2,678","1,728","3,008","1,926","2,085"
2021년03월_여_70~79세,"20,610",913,619,678,"1,397","1,923",700,891,904,"1,140",838,"1,092",604,838,929,"1,164","1,297",887,"1,444","1,154","1,198"
2021년03월_여_80~89세,"9,570",441,419,286,"1,000",734,232,378,370,425,364,367,314,544,456,485,459,399,687,573,637
2021년03월_여_90~99세,"1,891",72,89,66,212,119,49,71,68,96,73,62,62,107,97,110,92,84,127,92,143
2021년03월_여_100세 이상,61,3,3,0,7,5,0,5,1,1,2,2,3,2,1,6,4,3,4,2,7
