카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2021년10월_남_30~39세,"4,500",201,163,79,69,117,54,56,58,78,104,102,66,69,31,57,971,113,861,110,499,311,142,189
2021년10월_남_40~49세,"7,420",339,249,138,106,169,94,105,106,132,199,147,97,130,47,114,"1,529",244,"1,548",190,771,488,247,231
2021년10월_남_50~59세,"9,770",470,455,306,218,246,145,184,186,268,317,251,150,242,135,236,"1,586",287,"1,714",258,822,504,398,392
2021년10월_남_60~69세,"8,863",522,439,330,219,322,206,198,231,290,373,338,187,243,166,243,998,229,"1,253",283,598,438,374,383
2021년10월_남_70~79세,"5,728",388,263,202,191,211,154,133,169,197,254,280,147,170,94,177,504,134,737,208,330,324,211,250
2021년10월_남_80~89세,"2,806",181,129,129,113,114,84,57,94,115,162,128,89,106,50,95,179,72,293,102,143,126,100,145
2021년10월_남_90~99세,255,22,7,10,10,11,6,12,14,8,27,13,9,4,2,10,13,4,19,12,5,9,11,17
2021년10월_남_100세 이상,12,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,3,1
2021년10월_여_총인구수,"53,774","2,743","2,076","1,401","1,006","1,386",891,885,"1,037","1,242","1,701","1,383",821,"1,109",594,"1,041","8,469","1,512","10,550","1,662","5,202","3,036","2,123","1,904"
2021년10월_여_연령구간인구수,"53,774","2,743","2,076","1,401","1,006","1,386",891,885,"1,037","1,242","1,701","1,383",821,"1,109",594,"1,041","8,469","1,512","10,550","1,662","5,202","3,036","2,123","1,904"
2021년10월_여_0~9세,"2,882",114,92,25,24,38,20,18,16,29,27,23,22,44,13,30,653,74,745,68,419,235,98,55
2021년10월_여_10~19세,"4,389",141,123,57,35,56,31,43,27,54,71,24,32,52,22,47,887,140,"1,350",122,588,246,141,100
2021년10월_여_20~29세,"4,550",162,152,71,40,51,48,53,42,54,95,58,34,53,26,55,941,149,"1,143",132,532,276,189,194
2021년10월_여_30~39세,"3,945",140,129,54,49,63,31,27,38,61,59,62,34,34,16,38,876,119,913,120,523,293,139,127
2021년10월_여_40~49세,"6,720",252,194,90,58,83,51,70,62,74,113,67,45,91,32,65,"1,480",217,"1,790",161,903,423,217,182
2021년10월_여_50~59세,"8,370",383,371,213,132,177,101,141,132,175,228,170,106,155,96,127,"1,446",252,"1,696",261,888,464,365,291
2021년10월_여_60~69세,"8,855",526,387,295,208,301,190,183,215,259,371,341,174,207,124,221,"1,047",206,"1,381",345,651,475,410,338
2021년10월_여_70~79세,"7,391",548,308,276,211,302,199,162,224,260,344,300,178,227,138,224,676,193,899,280,444,395,296,307
2021년10월_여_80~89세,"5,639",414,266,271,220,264,179,157,241,235,337,287,157,209,107,202,397,138,532,140,221,176,236,253
2021년10월_여_90~99세,985,59,50,47,28,50,39,30,39,40,54,46,37,37,19,31,58,23,100,33,32,52,28,53
2021년10월_여_100세 이상,48,4,4,2,1,1,2,1,1,1,2,5,2,0,1,1,8,1,1,0,1,1,4,4
