카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021년09월_남_70~79세,"16,255",615,624,713,"1,116",801,472,744,572,"1,101",462,772,793,606,"1,095",368,763,649,"1,300",564,676,643,806
2021년09월_남_80~89세,"5,328",304,226,231,492,286,156,267,180,267,155,282,279,202,396,112,181,175,436,148,177,140,236
2021년09월_남_90~99세,517,28,24,20,45,26,17,17,17,24,7,17,20,31,36,11,13,17,63,18,19,16,31
2021년09월_남_100세 이상,29,0,0,3,0,1,1,2,2,1,0,1,0,1,1,1,2,1,5,1,3,1,2
2021년09월_여_총인구수,"278,095","8,604","11,874","11,315","14,229","13,888","6,605","15,420","12,038","17,820","10,589","18,294","19,162","11,345","17,859","3,286","13,805","12,233","22,896","11,862","7,759","9,104","8,108"
2021년09월_여_연령구간인구수,"278,095","8,604","11,874","11,315","14,229","13,888","6,605","15,420","12,038","17,820","10,589","18,294","19,162","11,345","17,859","3,286","13,805","12,233","22,896","11,862","7,759","9,104","8,108"
2021년09월_여_0~9세,"17,025",437,354,517,"1,055",923,388,"1,018",815,897,355,476,"1,330",868,"1,372",164,"1,081",828,"2,003",919,343,586,296
2021년09월_여_10~19세,"28,300",809,460,635,"1,415","1,057",517,"1,552","2,371","2,454","1,177",745,"2,887","1,254","2,653",279,"1,690","1,138","2,374","1,410",495,657,271
2021년09월_여_20~29세,"37,438","1,142","2,500","1,884","1,586","2,005",838,"2,015","1,159","2,036","1,769","4,227","2,527","1,494","2,093",349,"1,676","1,624","2,769","1,194","1,024",832,695
2021년09월_여_30~39세,"42,270","1,223","2,906","2,352","1,771","2,363",975,"2,660",842,"1,748","1,779","5,071","2,742","1,672","1,958",340,"1,677","1,876","3,395","1,490","1,038","1,324","1,068"
2021년09월_여_40~49세,"52,607","1,568","1,943","2,009","2,536","2,524","1,133","3,383","3,273","3,905","2,262","2,992","4,560","2,039","3,578",479,"2,524","2,094","4,031","2,415","1,011","1,570",778
2021년09월_여_50~59세,"40,426","1,268","1,424","1,499","2,128","2,068","1,121","2,157","1,749","3,100","1,588","1,956","2,336","1,726","2,743",510,"2,338","1,999","3,088","1,905","1,222","1,316","1,185"
2021년09월_여_60~69세,"33,039",983,"1,231","1,272","1,800","1,626",923,"1,351","1,051","2,210",860,"1,580","1,459","1,326","1,899",637,"1,778","1,675","2,827","1,615","1,435","1,513","1,988"
2021년09월_여_70~79세,"18,124",775,711,789,"1,270",906,477,918,537,"1,069",589,861,960,625,"1,055",348,719,703,"1,396",562,740,921,"1,193"
2021년09월_여_80~89세,"7,058",324,286,293,541,330,189,291,181,321,167,310,293,282,398,134,242,235,809,254,358,320,500
2021년09월_여_90~99세,"1,704",70,54,63,118,80,42,68,57,77,42,67,61,56,103,40,76,57,202,93,89,59,130
2021년09월_여_100세 이상,104,5,5,2,9,6,2,7,3,3,1,9,7,3,7,6,4,4,2,5,4,6,4
