카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2020년11월_남_10~19세,"39,803","3,822","5,965","5,990",658,989,"3,381","1,368","1,076",386,127,"3,472","2,600",645,103,"3,976","1,904","3,341"
2020년11월_남_20~29세,"44,261","4,133","5,573","6,368",835,"1,837","3,568","2,206","1,242",516,225,"2,873","2,249","1,392",316,"4,483","1,955","4,490"
2020년11월_남_30~39세,"44,220","2,988","5,177","6,285","1,120","1,275","2,740","1,770",953,409,217,"2,843","2,084","1,200",301,"6,276","2,762","5,820"
2020년11월_남_40~49세,"65,291","5,308","8,806","9,989","1,277","1,820","5,188","2,163","1,629",587,281,"5,220","3,642","1,217",318,"7,583","3,663","6,600"
2020년11월_남_50~59세,"59,706","5,705","8,041","8,938","1,194","2,780","5,017","2,781","1,915",995,432,"3,801","2,992","1,959",526,"4,922","2,509","5,199"
2020년11월_남_60~69세,"40,260","3,618","5,373","5,638",923,"2,109","2,774","2,305","1,308","1,010",454,"2,042","1,589","1,778",637,"3,260","1,546","3,896"
2020년11월_남_70~79세,"20,383","2,243","2,675","3,007",390,874,"1,537","1,023",768,547,246,"1,232",827,774,238,"1,650",643,"1,709"
2020년11월_남_80~89세,"6,901",761,938,949,146,348,568,351,318,180,92,425,302,303,88,481,191,460
2020년11월_남_90~99세,594,84,79,76,10,29,43,24,31,22,6,41,29,29,5,32,18,36
2020년11월_남_100세 이상,59,8,4,9,1,1,1,3,5,6,3,3,0,5,0,1,5,4
2020년11월_여_총인구수,"357,873","31,736","46,103","51,568","7,234","11,731","26,654","14,956","9,875","4,354","2,033","26,062","18,575","9,310","2,016","39,122","18,590","37,954"
2020년11월_여_연령구간인구수,"357,873","31,736","46,103","51,568","7,234","11,731","26,654","14,956","9,875","4,354","2,033","26,062","18,575","9,310","2,016","39,122","18,590","37,954"
2020년11월_여_0~9세,"31,679","2,002","4,064","4,259",780,473,"1,969",899,609,155,97,"2,646","1,619",368,86,"5,015","2,399","4,239"
2020년11월_여_10~19세,"37,663","3,634","5,527","5,501",670,968,"3,254","1,257",914,290,128,"3,256","2,465",565,99,"3,913","1,805","3,417"
2020년11월_여_20~29세,"40,612","3,695","4,948","5,786",766,"1,489","3,092","1,948","1,244",360,174,"2,681","2,205","1,117",218,"4,449","1,897","4,543"
2020년11월_여_30~39세,"45,483","3,100","5,286","6,221","1,090","1,074","2,733","1,600",868,346,203,"3,325","2,204",921,186,"6,886","3,282","6,158"
2020년11월_여_40~49세,"64,836","5,870","8,671","9,670","1,202","1,580","5,095","2,143","1,652",467,255,"5,604","3,819","1,073",182,"7,263","3,596","6,694"
2020년11월_여_50~59세,"57,175","5,499","7,097","8,390","1,095","2,445","4,518","2,993","1,718",808,355,"3,633","2,813","1,968",401,"5,148","2,618","5,676"
2020년11월_여_60~69세,"42,401","3,979","5,479","6,070",938,"1,898","2,917","2,225","1,388",930,424,"2,479","1,777","1,738",434,"3,669","1,798","4,258"
2020년11월_여_70~79세,"24,275","2,554","3,254","3,753",427,"1,090","1,998","1,191",956,582,231,"1,641","1,047",882,248,"1,760",765,"1,896"
2020년11월_여_80~89세,"11,547","1,167","1,533","1,626",219,596,929,617,435,307,133,669,534,564,136,843,353,886
2020년11월_여_90~99세,"2,042",214,232,269,47,106,146,78,75,105,33,123,87,103,18,164,67,175
2020년11월_여_100세 이상,160,22,12,23,0,12,3,5,16,4,0,5,5,11,8,12,10,12
