카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년05월_계_80~89세,"24,249","6,063",411,228,296,496,466,422,434,450,462,458,368,288,146,818,76,149,95,"5,530",919,395,193,659,275,734,611,395,341,467,541,"12,656",695,647,248,225,371,837,645,508,886,432,619,418,443,565,749,373,414,484,"1,038",472,"1,205",382
2020년05월_계_90~99세,"4,048",906,54,33,42,63,73,63,57,72,63,81,46,40,32,121,16,31,19,872,131,74,33,102,35,92,87,67,65,81,105,"2,270",123,95,46,42,72,107,122,97,149,66,116,79,103,105,129,64,74,75,191,80,257,78
2020년05월_계_100세 이상,469,201,22,17,10,13,17,16,18,19,14,14,25,4,5,4,0,1,2,179,32,38,30,14,5,20,11,11,10,4,4,89,6,3,2,1,3,6,3,2,5,5,4,5,4,6,7,3,2,2,5,3,11,1
2020년05월_남_총인구수,"465,640","118,761","7,048","4,847","5,816","7,975","7,996","7,022","6,979","6,588","8,295","7,961","6,690","5,001","6,257","22,487","2,548","3,522","1,729","110,836","17,495","7,623","3,669","12,226","5,318","12,449","13,575","7,390","6,665","10,776","13,650","236,043","13,235","8,676","5,280","7,052","9,956","14,681","7,686","7,681","15,764","9,301","12,806","6,883","8,826","8,057","14,599","11,727","12,124","13,548","13,676","8,677","15,289","10,519"
2020년05월_남_연령구간인구수,"465,640","118,761","7,048","4,847","5,816","7,975","7,996","7,022","6,979","6,588","8,295","7,961","6,690","5,001","6,257","22,487","2,548","3,522","1,729","110,836","17,495","7,623","3,669","12,226","5,318","12,449","13,575","7,390","6,665","10,776","13,650","236,043","13,235","8,676","5,280","7,052","9,956","14,681","7,686","7,681","15,764","9,301","12,806","6,883","8,826","8,057","14,599","11,727","12,124","13,548","13,676","8,677","15,289","10,519"
2020년05월_남_0~9세,"36,214","7,883",273,374,214,286,410,347,375,206,409,579,340,332,388,"2,649",291,308,102,"7,173",803,501,219,663,377,766,923,303,331,759,"1,528","21,158","1,103",672,598,566,776,"1,061",520,749,"1,305",761,"1,217",561,694,631,"1,244","1,600","1,509","1,601",981,735,"1,147","1,127"
2020년05월_남_10~19세,"45,849","9,041",388,449,359,433,636,493,653,412,585,714,580,488,266,"2,004",242,231,108,"8,870","1,056",495,247,"1,005",512,"1,089",976,515,509,"1,006","1,460","27,938","1,619","1,177","1,025","1,317",982,"1,657",799,930,"2,218","1,199","1,633","1,027",697,919,"1,074","1,747","1,505","1,625","1,215",877,"1,487","1,209"
2020년05월_남_20~29세,"67,883","17,947","1,101",666,897,"1,401","1,279","1,100","1,103",966,"1,261","1,141",930,716,"1,224","2,864",461,588,249,"16,404","2,994",851,496,"1,847",870,"1,927","1,986","1,013","1,000","1,666","1,754","33,532","2,007","1,194",521,959,"1,673","2,120","1,069","1,088","2,308","1,508","1,772",982,"1,456","1,058","2,225","1,157","1,528","1,935","2,060","1,312","2,335","1,265"
2020년05월_남_30~39세,"70,072","18,609","1,043",633,875,"1,268","1,220",982,920,885,"1,227","1,207",922,629,"1,619","3,679",505,723,272,"16,947","3,238","1,034",628,"1,787",709,"1,687","2,225",971,923,"1,553","2,192","34,516","1,868","1,198",395,788,"1,898","2,375","1,532","1,127","2,057","1,224","1,799",620,"1,476","1,001","2,964","1,399","1,594","1,853","2,242","1,400","2,260","1,446"
2020년05월_남_40~49세,"78,438","19,535","1,164",770,970,"1,197","1,228","1,081","1,158","1,011","1,245","1,294","1,232",885,"1,212","3,985",401,455,247,"17,855","2,640","1,307",591,"2,011",863,"1,966","2,246","1,159","1,029","1,575","2,468","41,048","2,201","1,674","1,230","1,528","1,554","2,702","1,226","1,350","2,967","1,489","2,170","1,115","1,358","1,284","2,221","2,523","2,275","2,267","2,128","1,442","2,390","1,954"
2020년05월_남_50~59세,"77,796","20,552","1,429",866,"1,163","1,412","1,445","1,360","1,262","1,357","1,501","1,321","1,161",868,732,"3,555",290,564,266,"19,721","2,929","1,521",641,"2,175",924,"2,272","2,376","1,627","1,354","1,948","1,954","37,523","2,049","1,425",811,"1,095","1,412","2,358","1,134","1,210","2,501","1,643","2,087","1,186","1,319","1,259","2,152","1,763","2,004","2,275","2,170","1,428","2,522","1,720"
2020년05월_남_60~69세,"53,507","15,274","1,009",668,800,"1,148","1,058","1,041",867,"1,035","1,217",982,851,635,505,"2,543",232,403,280,"14,816","2,326","1,184",537,"1,670",618,"1,609","1,798","1,128",980,"1,524","1,442","23,417","1,366",652,364,498,997,"1,212",808,642,"1,303",922,"1,249",811,"1,098","1,092","1,737",967,"1,074","1,279","1,616",862,"1,671","1,197"
2020년05월_남_70~79세,"25,868","7,497",491,326,415,628,544,451,466,532,645,519,505,330,246,930,101,202,166,"6,889","1,134",533,223,807,346,834,813,542,423,588,646,"11,482",690,395,221,215,488,773,396,339,691,387,618,400,514,552,741,407,465,548,842,406,936,458
2020년05월_남_80~89세,"8,889","2,146",131,81,110,185,154,142,163,154,187,179,146,109,57,251,23,40,34,"1,936",342,154,76,243,93,265,211,117,102,148,185,"4,807",291,260,101,77,162,381,177,213,372,153,229,164,183,237,219,150,152,145,364,193,457,127
2020년05월_남_90~99세,995,216,13,9,11,16,15,20,8,23,15,20,13,8,6,25,2,7,5,178,25,27,6,16,5,28,18,12,12,9,20,601,39,29,13,9,13,39,24,31,41,12,30,16,30,23,22,14,17,20,58,22,83,16
2020년05월_남_100세 이상,129,61,6,5,2,1,7,5,4,7,3,5,10,1,2,2,0,1,0,47,8,16,5,2,1,6,3,3,2,0,1,21,2,0,1,0,1,3,1,2,1,3,2,1,1,1,0,0,1,0,0,0,1,0
2020년05월_여_총인구수,"474,879","115,941","6,470","4,991","5,372","7,738","7,944","6,769","6,857","6,119","8,156","8,187","6,339","5,120","5,228","23,294","2,262","3,545","1,550","107,949","16,257","6,721","3,475","12,838","5,594","12,546","12,666","6,828","6,152","10,543","14,329","250,989","13,613","9,528","5,512","7,197","10,073","16,514","8,542","8,121","16,836","9,596","13,374","7,143","9,074","8,954","15,011","12,223","12,770","14,591","15,505","9,235","16,541","11,036"
2020년05월_여_연령구간인구수,"474,879","115,941","6,470","4,991","5,372","7,738","7,944","6,769","6,857","6,119","8,156","8,187","6,339","5,120","5,228","23,294","2,262","3,545","1,550","107,949","16,257","6,721","3,475","12,838","5,594","12,546","12,666","6,828","6,152","10,543","14,329","250,989","13,613","9,528","5,512","7,197","10,073","16,514","8,542","8,121","16,836","9,596","13,374","7,143","9,074","8,954","15,011","12,223","12,770","14,591","15,505","9,235","16,541","11,036"
2020년05월_여_0~9세,"34,417","7,687",266,359,214,286,392,356,387,212,457,576,293,325,397,"2,527",275,269,96,"6,688",808,430,221,679,329,659,823,286,292,729,"1,432","20,042","1,012",633,614,535,762,"1,076",440,636,"1,228",698,"1,132",506,685,677,"1,136","1,528","1,376","1,497",991,640,"1,154","1,086"
2020년05월_여_10~19세,"43,592","8,539",359,459,313,412,572,470,626,319,528,645,517,465,247,"2,093",191,246,77,"8,361",997,424,231,"1,032",583,"1,026",935,493,448,849,"1,343","26,692","1,453","1,099",971,"1,186",988,"1,674",668,872,"2,201","1,127","1,572",870,629,891,"1,106","1,634","1,522","1,560","1,244",903,"1,355","1,167"
2020년05월_여_20~29세,"64,475","16,174",914,607,831,"1,368","1,193",861,936,815,"1,155","1,047",799,718,"1,080","2,818",277,588,167,"15,065","2,794",731,472,"2,022",920,"1,638","1,592",849,866,"1,474","1,707","33,236","1,832","1,261",454,915,"1,518","2,608","1,028","1,021","2,353","1,353","1,678",887,"1,427","1,123","2,007","1,190","1,499","1,979","2,143","1,408","2,306","1,246"
2020년05월_여_30~39세,"68,241","16,232",758,651,659,988,"1,002",845,765,636,992,"1,115",748,559,"1,161","4,037",419,668,229,"14,683","2,446",942,507,"1,692",686,"1,434","1,852",739,687,"1,390","2,308","37,326","1,838","1,375",546,826,"1,753","2,831","1,529","1,269","2,210","1,199","1,887",786,"1,481","1,203","2,567","1,818","1,963","2,215","2,534","1,435","2,358","1,703"
2020년05월_여_40~49세,"80,296","17,312",883,791,770,959,"1,119",979,"1,104",803,"1,143","1,243","1,020",820,810,"3,855",351,454,208,"16,001","2,164",973,488,"1,895",859,"1,944","1,851",956,843,"1,524","2,504","46,983","2,598","2,068","1,444","1,754","1,727","3,325","1,490","1,531","3,560","1,858","2,565","1,376","1,405","1,525","2,229","2,724","2,418","2,496","2,431","1,592","2,787","2,080"
2020년05월_여_50~59세,"78,254","19,896","1,194",892,993,"1,360","1,428","1,279","1,186","1,168","1,485","1,430","1,095",886,643,"3,751",305,540,261,"19,620","2,837","1,181",647,"2,220",950,"2,298","2,366","1,404","1,300","2,132","2,285","38,738","2,219","1,354",651,997,"1,499","2,346","1,286","1,249","2,407","1,683","2,056","1,181","1,449","1,369","2,525","1,589","1,955","2,489","2,442","1,496","2,721","1,775"
2020년05월_여_60~69세,"55,586","16,249","1,114",727,847,"1,221","1,189","1,017",911,"1,122","1,308","1,119",946,684,546,"2,528",268,423,279,"14,932","2,210","1,097",483,"1,825",647,"1,786","1,835","1,140",923,"1,421","1,565","24,405","1,418",728,379,542,"1,032","1,257",895,707,"1,373",908,"1,267",788,"1,072","1,100","1,858",994,"1,164","1,361","1,770",882,"1,710","1,200"
2020년05월_여_70~79세,"31,265","9,105",645,322,520,774,669,628,608,687,754,663,651,449,226,"1,020",109,224,156,"8,179","1,294",633,257,959,404,"1,214",935,620,493,629,741,"13,981",751,554,272,260,524,870,638,475,878,435,739,428,590,651,939,470,553,598,"1,138",539,"1,218",461
2020년05월_여_80~89세,"15,360","3,917",280,147,186,311,312,280,271,296,275,279,222,179,89,567,53,109,61,"3,594",577,241,117,416,182,469,400,278,239,319,356,"7,849",404,387,147,148,209,456,468,295,514,279,390,254,260,328,530,223,262,339,674,279,748,255
2020년05월_여_90~99세,"3,053",690,41,24,31,47,58,43,49,49,48,61,33,32,26,96,14,24,14,694,106,47,27,86,30,64,69,55,53,72,85,"1,669",84,66,33,33,59,68,98,66,108,54,86,63,73,82,107,50,57,55,133,58,174,62
2020년05월_여_100세 이상,340,140,16,12,8,12,10,11,14,12,11,9,15,3,3,2,0,0,2,132,24,22,25,12,4,14,8,8,8,4,3,68,4,3,1,1,2,3,2,0,4,2,2,4,3,5,7,3,1,2,5,3,10,1
