,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년12월_남_40~49세,"196,384","38,751","18,486","20,265","18,599","10,107","11,129","36,717","6,889","6,730","5,794","4,574","21,368","1,168","2,594","1,282",949,"1,985","2,376","1,999","2,670","11,057","3,874","1,753","3,271",748
2021년12월_남_50~59세,"235,784","44,834","21,331","23,503","24,106","12,303","13,264","35,701","8,966","9,695","8,591","6,153","22,986","2,373","4,463","2,396","1,606","3,234","3,766","3,247","4,486","10,834","4,155","3,002","4,570","1,053"
2021년12월_남_60~69세,"215,957","40,569","18,951","21,618","21,458","11,576","13,040","22,246","9,254","9,974","9,472","6,883","18,414","2,986","6,175","2,875","1,837","3,635","5,080","3,496","5,231","7,773","4,924","3,716","4,390",953
2021년12월_남_70~79세,"110,147","18,193","8,608","9,585","11,190","5,969","7,496","7,360","5,331","5,805","5,449","4,033","9,043","1,865","3,904","1,785","1,127","2,381","3,071","1,849","2,788","3,425","3,024","2,134","2,429",496
2021년12월_남_80~89세,"46,691","5,526","2,431","3,095","4,317","2,782","3,470","2,647","2,528","2,396","2,720","1,887","3,425",930,"2,094",901,592,"1,217","1,412",900,"1,189","1,505","1,736","1,157","1,161",199
2021년12월_남_90~99세,"4,181",421,163,258,364,283,313,237,244,208,260,173,282,73,190,73,63,104,134,84,110,161,143,120,121,20
2021년12월_남_100세 이상,61,6,1,5,4,2,10,2,7,5,2,5,5,1,1,1,2,1,0,1,2,1,1,1,1,0
2021년12월_여_총인구수,"1,302,948","248,560","111,363","137,197","125,865","69,934","79,382","200,560","51,351","50,151","48,697","36,235","133,429","11,184","25,836","12,278","8,176","18,537","21,293","14,885","20,626","54,562","28,348","15,211","23,832","4,016"
2021년12월_여_연령구간인구수,"1,302,948","248,560","111,363","137,197","125,865","69,934","79,382","200,560","51,351","50,151","48,697","36,235","133,429","11,184","25,836","12,278","8,176","18,537","21,293","14,885","20,626","54,562","28,348","15,211","23,832","4,016"
2021년12월_여_0~9세,"86,594","17,969","7,909","10,060","7,514","4,835","4,778","18,806","2,746","2,716","2,350","1,873","9,692",275,850,439,325,731,690,628,901,"4,196","2,188",593,"1,319",180
2021년12월_여_10~19세,"105,501","21,975","9,942","12,033","9,684","5,579","6,360","21,208","4,115","3,057","3,448","2,482","10,973",420,"1,034",542,430,978,"1,096",890,988,"5,415","2,101",840,"1,662",224
2021년12월_여_20~29세,"119,604","23,944","10,708","13,236","11,192","6,246","7,435","23,873","3,963","3,978","3,230","2,684","16,542",552,"1,197",614,456,921,"1,077",959,"1,280","4,930","1,765",724,"1,728",314
2021년12월_여_30~39세,"129,820","26,833","11,724","15,109","11,402","6,890","7,120","29,292","3,752","4,194","3,258","2,560","15,200",497,"1,315",649,446,"1,027","1,180",939,"1,441","6,285","2,620",777,"1,821",322
2021년12월_여_40~49세,"180,796","37,990","17,062","20,928","17,145","9,109","10,496","36,011","6,521","5,515","5,155","3,989","20,308",838,"1,864",957,653,"1,646","1,907","1,551","1,839","9,500","3,351","1,271","2,715",465
2021년12월_여_50~59세,"218,643","44,296","19,588","24,708","22,484","11,261","12,463","34,364","8,371","8,411","7,578","5,671","22,870","1,781","3,711","2,075","1,240","2,758","3,325","2,469","3,599","9,166","3,746","2,524","3,750",730
2021년12월_여_60~69세,"217,090","42,365","19,446","22,919","21,863","11,815","13,778","21,069","9,946","9,747","9,683","7,201","19,144","2,621","6,007","2,859","1,774","3,905","4,883","3,092","4,622","7,153","4,879","3,395","4,424",865
2021년12월_여_70~79세,"134,004","20,350","9,380","10,970","13,821","7,519","9,175","9,134","6,454","6,936","6,939","5,150","11,232","2,128","4,947","2,185","1,456","3,389","3,603","2,269","3,147","4,261","3,722","2,529","3,105",553
2021년12월_여_80~89세,"94,272","10,881","4,765","6,116","9,204","5,667","6,546","5,764","4,584","4,895","5,901","3,905","6,463","1,780","4,210","1,682","1,180","2,709","3,005","1,822","2,394","3,130","3,378","2,148","2,722",302
2021년12월_여_90~99세,"16,132","1,903",813,"1,090","1,511",982,"1,200","1,011",857,686,"1,121",694,980,278,686,266,205,458,518,263,406,509,575,390,574,59
2021년12월_여_100세 이상,492,54,26,28,45,31,31,28,42,16,34,26,25,14,15,10,11,15,9,3,9,17,23,20,12,2
