카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2020년02월_남_총인구수,"204,204","5,747","3,385","8,137","2,464","16,769","12,368","5,993","8,486","3,848","12,951","22,232","11,020","15,815","38,941","11,918","1,106","1,020","2,251","1,159","1,042","17,552"
2020년02월_남_연령구간인구수,"204,204","5,747","3,385","8,137","2,464","16,769","12,368","5,993","8,486","3,848","12,951","22,232","11,020","15,815","38,941","11,918","1,106","1,020","2,251","1,159","1,042","17,552"
2020년02월_남_0~9세,"21,855",408,184,840,202,"2,154","1,024",404,687,336,999,"2,112","1,216","1,706","5,752","1,697",25,32,76,23,19,"1,959"
2020년02월_남_10~19세,"27,729",666,214,962,235,"1,850","1,079",676,"1,131",429,"1,816","3,120","1,666","2,183","6,842","1,637",73,45,78,69,53,"2,905"
2020년02월_남_20~29세,"30,209",960,516,"1,207",338,"2,135","1,923","1,073","1,333",517,"2,504","4,168","1,615","2,443","4,752","1,438",102,109,260,106,77,"2,633"
2020년02월_남_30~39세,"28,361",674,562,"1,204",338,"2,983","1,903",755,972,489,"1,499","3,051","1,381","2,131","5,273","1,879",70,102,299,92,84,"2,620"
2020년02월_남_40~49세,"38,815","1,013",481,"1,446",398,"3,233","1,965",898,"1,522",785,"1,987","3,957","2,292","2,962","8,861","2,498",120,116,337,130,162,"3,652"
2020년02월_남_50~59세,"32,511",966,566,"1,249",408,"2,246","2,262","1,173","1,594",739,"2,583","3,886","1,749","2,754","4,963","1,578",237,211,423,262,188,"2,474"
2020년02월_남_60~69세,"15,185",589,408,667,284,"1,387","1,421",677,802,328,"1,061","1,286",681,989,"1,659",860,235,188,416,237,194,816
2020년02월_남_70~79세,"7,159",342,344,428,206,604,605,257,336,165,353,479,339,482,671,253,164,165,265,155,161,385
2020년02월_남_80~89세,"2,171",117,102,122,51,161,174,73,100,56,137,153,72,149,156,70,75,48,82,79,94,100
2020년02월_남_90~99세,203,12,8,12,4,15,12,7,9,4,12,19,8,16,11,8,5,3,15,5,10,8
2020년02월_남_100세 이상,6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
2020년02월_여_총인구수,"201,396","5,650","3,359","8,032","2,417","15,986","12,033","5,764","8,242","3,488","13,201","21,930","10,580","16,311","39,803","11,512","1,038",960,"1,813","1,124","1,057","17,096"
2020년02월_여_연령구간인구수,"201,396","5,650","3,359","8,032","2,417","15,986","12,033","5,764","8,242","3,488","13,201","21,930","10,580","16,311","39,803","11,512","1,038",960,"1,813","1,124","1,057","17,096"
2020년02월_여_0~9세,"20,645",390,166,756,180,"1,985",946,387,623,358,981,"1,990","1,120","1,635","5,441","1,601",29,22,69,33,25,"1,908"
2020년02월_여_10~19세,"26,156",601,202,850,203,"1,802","1,013",593,"1,070",383,"1,780","2,915","1,584","2,029","6,714","1,486",51,45,74,51,39,"2,671"
2020년02월_여_20~29세,"26,942",797,471,"1,047",296,"1,812","1,675",921,"1,174",393,"2,293","3,653","1,364","2,347","4,452","1,366",80,78,169,62,71,"2,421"
2020년02월_여_30~39세,"27,905",606,399,"1,171",288,"2,765","1,571",608,912,452,"1,509","2,863","1,430","2,210","6,187","1,976",49,61,157,62,61,"2,568"
2020년02월_여_40~49세,"38,789",970,412,"1,369",346,"2,727","1,810",925,"1,577",653,"2,394","4,509","2,217","3,140","9,171","2,210",68,74,165,89,96,"3,867"
2020년02월_여_50~59세,"29,703",846,552,"1,209",404,"2,250","2,136","1,171","1,479",565,"2,633","3,607","1,441","2,633","4,355","1,544",157,137,257,160,140,"2,027"
2020년02월_여_60~69세,"15,436",705,519,759,328,"1,410","1,327",647,796,299,884,"1,191",742,"1,135","1,958",780,194,199,353,213,147,850
2020년02월_여_70~79세,"9,623",495,421,561,237,760,866,302,390,222,430,717,451,770,"1,000",334,203,201,310,209,238,506
2020년02월_여_80~89세,"5,274",202,184,262,101,392,578,181,190,148,245,424,206,356,449,182,174,127,210,211,212,240
2020년02월_여_90~99세,868,36,27,43,30,78,108,29,29,14,51,59,22,54,72,29,31,14,47,32,26,37
2020년02월_여_100세 이상,55,2,6,5,4,5,3,0,2,1,1,2,3,2,4,4,2,2,2,2,2,1
