,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동
2020년06월_남_70~79세,"14,975",912,680,389,745,408,428,693,581,459,386,788,496,567,791,"1,580",942,577,577,962,789,767,458
2020년06월_남_80~89세,"4,813",270,230,156,195,134,115,206,201,167,122,236,135,178,270,494,352,163,159,346,260,289,135
2020년06월_남_90~99세,362,15,12,11,13,9,6,9,16,7,11,20,12,19,26,38,31,12,20,21,14,21,19
2020년06월_남_100세 이상,17,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,1,0
2020년06월_여_총인구수,"286,151","12,536","7,848","4,584","14,357","7,426","8,953","15,992","14,757","11,864","8,314","15,564","11,069","22,503","8,695","39,225","20,425","10,540","6,015","18,954","10,039","9,751","6,740"
2020년06월_여_연령구간인구수,"286,151","12,536","7,848","4,584","14,357","7,426","8,953","15,992","14,757","11,864","8,314","15,564","11,069","22,503","8,695","39,225","20,425","10,540","6,015","18,954","10,039","9,751","6,740"
2020년06월_여_0~9세,"20,497",926,312,195,"1,111",367,654,"1,030",908,692,446,704,"1,073","2,628",285,"4,513","1,540",581,195,"1,189",412,395,341
2020년06월_여_10~19세,"27,363","1,074",379,303,"1,154",487,859,"1,750","1,448","1,283",696,"1,285","1,133","4,125",581,"3,981","2,235",733,276,"1,803",657,656,465
2020년06월_여_20~29세,"37,387","1,494","1,298",647,"2,170","1,160","1,169","2,391","2,197","1,875","1,165","2,979","1,234","1,921",838,"4,362","2,487","1,719",560,"2,387","1,384","1,200",750
2020년06월_여_30~39세,"33,040","1,440",929,493,"1,882",801,"1,127","1,668","1,571","1,182",947,"1,537","1,477","2,701",619,"6,102","2,162","1,278",499,"1,962","1,053",906,704
2020년06월_여_40~49세,"47,103","1,771",886,576,"2,187","1,078","1,484","2,935","2,571","2,092","1,244","2,327","1,963","5,785","1,132","6,982","3,668","1,381",623,"2,894","1,336","1,228",960
2020년06월_여_50~59세,"54,196","2,144","1,365",823,"2,751","1,596","1,765","3,331","3,339","2,655","1,921","3,219","2,022","2,687","1,573","6,249","3,941","2,152","1,288","4,047","2,040","1,901","1,387"
2020년06월_여_60~69세,"36,870","1,998","1,346",747,"1,878","1,112","1,085","1,663","1,529","1,149","1,171","1,791","1,351","1,511","1,687","4,056","2,501","1,559","1,362","2,711","1,711","1,800","1,152"
2020년06월_여_70~79세,"18,852","1,112",884,511,841,554,546,790,776,577,482,"1,043",539,716,"1,274","1,918","1,140",707,711,"1,189",922,"1,036",584
2020년06월_여_80~89세,"9,493",501,389,250,329,245,229,387,370,320,212,602,240,371,634,931,651,372,441,678,458,536,347
2020년06월_여_90~99세,"1,283",69,55,34,54,25,33,45,46,39,30,76,36,51,67,120,95,54,60,94,63,87,50
2020년06월_여_100세 이상,67,7,5,5,0,1,2,2,2,0,0,1,1,7,5,11,5,4,0,0,3,6,0
