카테고리,경상북도 경주시,경상북도 경주시 감포읍,경상북도 경주시 안강읍,경상북도 경주시 건천읍,경상북도 경주시 외동읍,경상북도 경주시 양북면,경상북도 경주시 양남면,경상북도 경주시 내남면,경상북도 경주시 산내면,경상북도 경주시 서면,경상북도 경주시 현곡면,경상북도 경주시 강동면,경상북도 경주시 천북면,경상북도 경주시 중부동,경상북도 경주시 황오동,경상북도 경주시 성건동,경상북도 경주시 황남동,경상북도 경주시 선도동,경상북도 경주시 월성동,경상북도 경주시 용강동,경상북도 경주시 황성동,경상북도 경주시 동천동,경상북도 경주시 불국동,경상북도 경주시 보덕동
2020년12월_여_연령구간인구수,"126,591","2,757","12,602","4,679","9,612","2,065","2,961","2,344","1,648","1,612","11,125","3,108","2,749","2,674","3,396","7,083","2,412","7,427","3,017","11,397","14,677","11,383","4,968",895
2020년12월_여_0~9세,"7,900",67,568,162,587,108,136,45,22,32,"1,177",106,143,105,96,195,45,589,182,"1,348","1,231",609,321,26
2020년12월_여_10~19세,"9,944",104,"1,013",225,522,70,161,93,43,37,"1,205",162,165,144,149,406,105,788,151,"1,237","1,752","1,074",287,51
2020년12월_여_20~29세,"11,729",144,"1,013",271,845,164,200,116,56,72,"1,096",213,229,239,295,894,141,855,201,"1,121","1,721","1,339",413,91
2020년12월_여_30~39세,"11,872",140,840,276,966,193,209,96,66,68,"1,545",160,267,230,232,531,122,719,271,"1,591","1,670","1,089",537,54
2020년12월_여_40~49세,"17,570",227,"1,598",427,"1,123",134,287,165,85,122,"1,953",306,297,284,331,833,213,"1,326",347,"2,067","2,868","1,876",606,95
2020년12월_여_50~59세,"22,636",458,"2,438",802,"1,881",279,580,383,279,238,"1,778",571,471,432,563,"1,222",373,"1,360",494,"1,975","2,757","2,308",841,153
2020년12월_여_60~69세,"20,888",639,"2,234","1,043","1,731",400,660,546,468,394,"1,233",632,515,581,803,"1,512",537,904,603,"1,129","1,483","1,748",908,185
2020년12월_여_70~79세,"13,651",567,"1,631",825,"1,036",351,394,445,337,376,628,495,374,414,586,"1,011",478,520,426,521,670,846,580,140
2020년12월_여_80~89세,"8,918",349,"1,112",553,791,309,267,407,249,236,435,401,255,211,281,408,347,314,289,346,446,435,393,84
2020년12월_여_90~99세,"1,413",60,144,88,126,55,64,46,42,36,75,60,32,28,52,70,46,51,52,58,77,59,77,15
2020년12월_여_100세 이상,70,2,11,7,4,2,3,2,1,1,0,2,1,6,8,1,5,1,1,4,2,0,5,1
