카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2020년05월_남_40~49세,"21,332","1,126","2,759","1,007","1,335","1,318","3,724","1,481",839,695,666,"1,139",594,"1,030","1,150",683,"1,065",721
2020년05월_남_50~59세,"21,236","1,106","2,219",900,"1,207","1,087","3,858","1,307","1,098",646,746,"1,243",623,"1,137","1,292",737,"1,234",796
2020년05월_남_60~69세,"18,566","1,052","1,573",906,"1,065",809,"2,909","1,283","1,117",703,643,"1,259",553,"1,236","1,062",677,957,762
2020년05월_남_70~79세,"11,064",717,841,602,679,498,"1,524",715,708,405,325,720,426,776,626,439,575,488
2020년05월_남_80~89세,"3,470",259,282,204,248,137,504,182,187,104,92,219,132,205,196,162,185,172
2020년05월_남_90~99세,246,14,23,11,14,14,57,14,9,13,6,12,3,13,8,12,12,11
2020년05월_남_100세 이상,24,2,2,1,1,0,2,1,0,2,1,3,0,2,2,3,0,2
2020년05월_여_총인구수,"138,459","8,121","17,119","6,605","8,897","8,147","23,582","8,989","6,526","4,610","3,979","7,049","3,638","6,891","7,508","4,505","7,515","4,778"
2020년05월_여_연령구간인구수,"138,459","8,121","17,119","6,605","8,897","8,147","23,582","8,989","6,526","4,610","3,979","7,049","3,638","6,891","7,508","4,505","7,515","4,778"
2020년05월_여_0~9세,"9,231",308,"1,406",529,557,964,"1,816",728,283,267,241,367,156,298,426,178,491,216
2020년05월_여_10~19세,"11,508",502,"1,605",409,748,709,"2,601",865,455,356,384,464,243,468,638,183,609,269
2020년05월_여_20~29세,"16,680","1,625","3,089",623,"1,300",893,"2,366",776,678,458,411,695,314,602,831,682,858,479
2020년05월_여_30~39세,"15,408",871,"2,269",911,"1,051","1,214","2,375",985,535,538,366,702,318,638,719,626,878,412
2020년05월_여_40~49세,"21,307",985,"2,936",882,"1,381","1,389","4,287","1,496",836,685,624,959,496,911,"1,147",531,"1,144",618
2020년05월_여_50~59세,"22,384","1,189","2,474","1,057","1,267","1,164","4,045","1,475","1,177",741,700,"1,208",598,"1,149","1,319",670,"1,296",855
2020년05월_여_60~69세,"21,677","1,345","1,789","1,068","1,325","1,002","3,227","1,473","1,342",878,659,"1,356",747,"1,458","1,195",693,"1,179",941
2020년05월_여_70~79세,"13,603",905,"1,000",769,873,544,"1,897",768,846,475,419,890,536,888,832,586,710,665
2020년05월_여_80~89세,"5,666",336,457,310,344,223,819,350,322,176,144,351,206,383,349,308,309,279
2020년05월_여_90~99세,885,46,82,38,46,38,143,65,45,29,30,45,22,88,48,41,39,40
2020년05월_여_100세 이상,110,9,12,9,5,7,6,8,7,7,1,12,2,8,4,7,2,4
