카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년05월_계_80~89세,"138,556","15,900","6,981","8,919","13,268","8,319","9,949","8,267","7,040","7,106","8,542","5,703","9,579","2,653","6,229","2,544","1,741","3,900","4,332","2,687","3,539","4,486","5,065","3,289","3,906",512
2021년05월_계_90~99세,"19,559","2,221",919,"1,302","1,786","1,280","1,481","1,205","1,075",826,"1,337",842,"1,172",333,829,322,263,545,624,332,502,638,680,510,672,84
2021년05월_계_100세 이상,685,69,39,30,67,31,49,39,50,23,37,61,32,14,29,16,18,21,11,8,9,22,23,25,17,14
2021년05월_남_총인구수,"1,327,307","254,933","119,382","135,551","126,552","70,590","78,167","212,907","50,878","52,047","47,254","35,175","133,807","11,737","25,048","12,380","8,187","17,021","20,642","15,939","22,260","59,450","27,416","15,702","24,252","4,963"
2021년05월_남_연령구간인구수,"1,327,307","254,933","119,382","135,551","126,552","70,590","78,167","212,907","50,878","52,047","47,254","35,175","133,807","11,737","25,048","12,380","8,187","17,021","20,642","15,939","22,260","59,450","27,416","15,702","24,252","4,963"
2021년05월_남_0~9세,"95,037","20,023","8,820","11,203","8,126","5,261","5,430","20,627","3,072","2,877","2,624","2,045","10,199",342,984,491,374,780,752,714,941,"4,743","2,307",671,"1,455",199
2021년05월_남_10~19세,"117,709","24,374","11,114","13,260","10,711","6,743","7,054","23,143","4,569","3,637","3,911","3,046","11,788",507,"1,152",624,470,"1,043","1,155","1,052","1,213","6,005","2,345",976,"1,962",229
2021년05월_남_20~29세,"159,701","32,757","15,858","16,899","14,859","8,146","9,077","31,115","5,637","6,049","4,566","3,571","19,905",878,"1,764",995,655,"1,365","1,606","1,416","2,027","6,733","2,313","1,147","2,618",502
2021년05월_남_30~39세,"152,564","31,117","14,411","16,706","13,329","7,782","7,955","34,421","4,458","5,044","3,879","2,954","17,778",717,"1,745",950,550,"1,212","1,422","1,200","1,728","7,782","2,719","1,020","2,280",522
2021년05월_남_40~49세,"197,873","38,711","18,406","20,305","18,909","10,149","11,336","36,668","7,020","6,863","5,944","4,636","21,285","1,219","2,666","1,322",974,"2,071","2,387","2,076","2,747","11,072","3,880","1,827","3,344",767
2021년05월_남_50~59세,"236,333","44,944","21,383","23,561","24,162","12,363","13,342","35,667","9,015","9,703","8,726","6,208","22,722","2,340","4,567","2,474","1,597","3,264","3,810","3,294","4,532","10,673","4,184","3,041","4,640","1,065"
2021년05월_남_60~69세,"210,066","39,692","18,553","21,139","20,840","11,271","12,808","21,290","9,056","9,698","9,242","6,716","17,776","2,908","6,050","2,819","1,791","3,621","4,943","3,390","5,073","7,473","4,814","3,629","4,213",953
2021년05월_남_70~79세,"108,264","17,620","8,362","9,258","11,053","5,859","7,393","7,154","5,329","5,665","5,397","3,973","8,809","1,853","3,889","1,754","1,143","2,347","3,057","1,834","2,739","3,344","3,017","2,114","2,427",494
2021년05월_남_80~89세,"45,692","5,300","2,326","2,974","4,205","2,739","3,448","2,591","2,486","2,315","2,714","1,839","3,283",902,"2,042",889,566,"1,218","1,382",884,"1,152","1,474","1,706","1,153","1,199",205
2021년05월_남_90~99세,"3,956",381,139,242,343,275,314,228,227,191,248,171,256,70,186,59,64,97,127,76,108,149,129,123,112,22
2021년05월_남_100세 이상,112,14,10,4,15,2,10,3,9,5,3,16,6,1,3,3,3,3,1,3,0,2,2,1,2,5
2021년05월_여_총인구수,"1,306,285","248,647","111,702","136,945","126,278","70,039","79,715","201,618","51,628","50,147","49,083","36,416","132,081","11,205","26,113","12,445","8,307","18,891","21,310","15,085","20,744","54,579","28,384","15,440","24,061","4,069"
2021년05월_여_연령구간인구수,"1,306,285","248,647","111,702","136,945","126,278","70,039","79,715","201,618","51,628","50,147","49,083","36,416","132,081","11,205","26,113","12,445","8,307","18,891","21,310","15,085","20,744","54,579","28,384","15,440","24,061","4,069"
2021년05월_여_0~9세,"89,534","18,606","8,211","10,395","7,778","4,917","4,941","19,513","2,848","2,796","2,438","1,909","9,836",297,880,461,340,786,703,669,940,"4,423","2,259",641,"1,361",192
2021년05월_여_10~19세,"106,314","22,058","9,996","12,062","9,805","5,653","6,469","21,210","4,152","3,085","3,551","2,541","11,021",420,"1,073",553,444,"1,010","1,101",921,976,"5,410","2,076",878,"1,688",219
2021년05월_여_20~29세,"121,816","24,119","10,829","13,290","11,458","6,386","7,469","24,712","3,985","4,073","3,306","2,724","16,452",561,"1,281",645,463,979,"1,133","1,018","1,337","5,078","1,802",758,"1,759",318
2021년05월_여_30~39세,"132,963","27,493","12,124","15,369","11,681","6,989","7,321","30,084","3,864","4,238","3,339","2,640","15,240",532,"1,377",684,455,"1,103","1,218",988,"1,465","6,504","2,694",840,"1,886",328
2021년05월_여_40~49세,"181,810","38,166","17,185","20,981","17,420","9,138","10,520","36,003","6,570","5,625","5,257","4,013","20,254",857,"1,887",999,679,"1,704","1,927","1,611","1,854","9,494","3,281","1,307","2,758",486
2021년05월_여_50~59세,"219,449","44,400","19,674","24,726","22,533","11,286","12,601","34,236","8,537","8,449","7,712","5,735","22,582","1,803","3,847","2,152","1,296","2,789","3,304","2,501","3,699","9,035","3,791","2,570","3,854",737
2021년05월_여_60~69세,"212,315","41,405","19,084","22,321","21,410","11,566","13,587","20,206","9,819","9,487","9,528","7,083","18,529","2,575","5,955","2,803","1,765","3,924","4,847","3,053","4,567","6,835","4,842","3,358","4,327",844
2021년05월_여_70~79세,"133,044","19,905","9,135","10,770","13,635","7,490","9,100","8,965","6,410","6,950","7,001","5,191","10,929","2,133","4,957","2,217","1,476","3,448","3,620","2,260","3,116","4,279","3,708","2,541","3,146",567
2021년05월_여_80~89세,"92,864","10,600","4,655","5,945","9,063","5,580","6,501","5,676","4,554","4,791","5,828","3,864","6,296","1,751","4,187","1,655","1,175","2,682","2,950","1,803","2,387","3,012","3,359","2,136","2,707",307
2021년05월_여_90~99세,"15,603","1,840",780,"1,060","1,443","1,005","1,167",977,848,635,"1,089",671,916,263,643,263,199,448,497,256,394,489,551,387,560,62
2021년05월_여_100세 이상,573,55,29,26,52,29,39,36,41,18,34,45,26,13,26,13,15,18,10,5,9,20,21,24,15,9
