카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년06월_남_연령구간인구수,"255,017","119,367","3,734","15,519","29,656","1,779","4,970","1,982",921,"12,848","8,830","6,214","2,579","1,734","15,586","13,015","135,650","20,558","1,433","2,363","1,226","2,409","1,057",307,642,"7,653","8,433","9,817","10,777","15,821","11,428","37,032","4,694"
2021년06월_남_0~9세,"19,950","8,773",63,"1,189","2,830",29,281,40,14,587,312,230,99,90,"1,845","1,164","11,177","2,015",32,52,15,37,20,4,7,273,592,400,726,"1,607",822,"4,125",450
2021년06월_남_10~19세,"24,320","11,092",134,"1,880","3,117",63,382,48,44,788,402,364,135,98,"2,079","1,558","13,228","1,921",49,104,43,85,31,8,26,404,977,463,"1,034","1,619","1,231","4,651",582
2021년06월_남_20~29세,"32,777","15,860",266,"2,066","4,082",158,536,120,56,"1,898",998,566,431,517,"2,135","2,031","16,917","2,411",112,183,87,173,44,13,27,870,"1,214","1,249","1,318","2,032","1,623","5,067",494
2021년06월_남_30~39세,"31,009","14,330",238,"1,511","4,377",148,523,106,51,"1,710",948,598,287,225,"1,790","1,818","16,679","2,563",72,151,72,147,38,14,35,982,955,"1,373","1,109","2,265","1,305","5,018",580
2021년06월_남_40~49세,"38,809","18,455",449,"2,476","5,617",191,666,188,122,"1,803","1,253",771,329,188,"2,432","1,970","20,354","3,176",131,273,118,220,78,22,52,"1,029","1,183","1,339","1,537","2,311","1,543","6,528",814
2021년06월_남_50~59세,"44,815","21,307",797,"3,036","4,641",358,935,387,187,"2,200","1,663","1,184",437,265,"2,664","2,553","23,508","3,567",244,494,255,470,225,61,119,"1,358","1,603","1,653","1,911","2,742","2,133","5,974",699
2021년06월_남_60~69세,"39,946","18,678",991,"2,248","3,375",499,957,500,229,"2,364","1,914","1,470",493,223,"2,020","1,395","21,268","3,064",430,564,310,656,311,98,197,"1,543","1,301","1,883","1,927","2,308","1,864","4,133",679
2021년06월_남_70~79세,"17,652","8,368",542,877,"1,215",260,497,373,151,"1,246","1,078",792,282,97,531,427,"9,284","1,326",228,361,223,405,191,62,116,878,477,"1,116",909,742,695,"1,247",308
2021년06월_남_80~89세,"5,341","2,350",236,225,376,69,178,201,64,240,254,218,82,30,86,91,"2,991",474,130,168,95,192,111,20,55,298,121,315,282,182,194,269,85
2021년06월_남_90~99세,385,145,16,10,26,4,14,19,3,12,8,20,2,1,3,7,240,40,5,13,8,24,8,5,8,17,10,25,24,13,17,20,3
2021년06월_남_100세 이상,13,9,2,1,0,0,1,0,0,0,0,1,2,0,1,1,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021년06월_여_총인구수,"248,617","111,617","3,673","14,904","25,969","1,652","4,868","2,082",960,"11,974","8,368","6,163","2,155","1,174","15,072","12,603","137,000","20,400","1,453","2,423","1,298","2,542","1,065",298,673,"7,937","8,597","10,067","11,218","16,552","11,626","36,038","4,813"
2021년06월_여_연령구간인구수,"248,617","111,617","3,673","14,904","25,969","1,652","4,868","2,082",960,"11,974","8,368","6,163","2,155","1,174","15,072","12,603","137,000","20,400","1,453","2,423","1,298","2,542","1,065",298,673,"7,937","8,597","10,067","11,218","16,552","11,626","36,038","4,813"
2021년06월_여_0~9세,"18,497","8,150",64,"1,074","2,677",33,254,27,16,514,284,184,97,59,"1,814","1,053","10,347","1,785",32,49,23,41,21,2,10,289,584,374,664,"1,437",766,"3,847",423
2021년06월_여_10~19세,"22,050","9,987",99,"1,737","2,760",63,380,74,26,704,378,318,129,91,"1,829","1,399","12,063","1,777",30,82,45,104,25,10,15,390,846,440,918,"1,473","1,142","4,215",551
2021년06월_여_20~29세,"24,175","10,824",164,"1,471","2,659",102,416,68,34,"1,387",650,451,212,150,"1,468","1,592","13,351","1,772",65,115,66,114,14,13,27,736,880,"1,101","1,011","1,701","1,241","4,084",411
2021년06월_여_30~39세,"27,379","12,052",192,"1,463","3,615",96,436,76,31,"1,211",635,405,191,124,"1,985","1,592","15,327","2,401",52,113,33,78,28,0,24,765,886,974,"1,038","2,181","1,159","5,001",594
2021년06월_여_40~49세,"38,149","17,168",269,"2,606","4,744",112,576,101,63,"1,490",922,651,201,162,"2,863","2,408","20,981","3,104",81,177,71,148,45,14,43,901,"1,444","1,162","1,683","2,596","1,775","6,892",845
2021년06월_여_50~59세,"44,317","19,622",573,"2,948","3,961",300,872,304,134,"2,209","1,624","1,070",370,223,"2,620","2,414","24,695","3,539",227,396,210,427,161,52,87,"1,331","1,780","1,776","2,130","3,206","2,487","6,151",735
2021년06월_여_60~69세,"41,559","19,158",984,"2,192","3,243",449,907,507,221,"2,819","2,283","1,712",500,208,"1,832","1,301","22,401","3,091",370,591,321,624,309,110,179,"1,778","1,357","2,409","2,258","2,398","1,933","3,898",775
2021년06월_여_70~79세,"19,958","9,176",767,856,"1,396",280,619,433,236,"1,205","1,143",927,309,101,411,493,"10,782","1,651",270,482,259,503,225,51,143,"1,142",546,"1,250","1,005",950,743,"1,219",343
2021년06월_여_80~89세,"10,649","4,680",489,488,796,175,345,415,166,363,398,375,124,49,193,304,"5,969","1,079",270,349,224,429,206,38,122,510,227,488,443,523,331,611,119
2021년06월_여_90~99세,"1,828",769,70,66,110,40,60,74,32,69,49,70,22,7,55,45,"1,059",200,55,68,46,73,30,8,20,92,44,90,66,85,48,117,17
2021년06월_여_100세 이상,56,31,2,3,8,2,3,3,1,3,2,0,0,0,2,2,25,1,1,1,0,1,1,0,3,3,3,3,2,2,1,3,0
