카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021년03월_남_90~99세,382,24,32,32,21,20,32,33,30,21,11,30,12,8,8,17,26,15,10
2021년03월_남_100세 이상,27,8,1,1,4,2,1,1,0,1,0,2,1,0,1,2,0,1,1
2021년03월_여_총인구수,"207,507","11,966","16,341","15,102","13,918","8,378","9,698","17,379","8,592","12,253","5,146","17,678","6,664","4,500","8,291","7,074","12,232","19,390","12,905"
2021년03월_여_연령구간인구수,"207,507","11,966","16,341","15,102","13,918","8,378","9,698","17,379","8,592","12,253","5,146","17,678","6,664","4,500","8,291","7,074","12,232","19,390","12,905"
2021년03월_여_0~9세,"13,628",637,"1,383","1,411","1,000",638,625,982,542,835,228,"1,251",245,109,602,182,431,"1,900",627
2021년03월_여_10~19세,"18,255",761,"1,555","1,545","1,188",570,947,"1,415",868,"1,458",225,"1,990",301,237,766,367,700,"2,388",974
2021년03월_여_20~29세,"23,031","1,529","1,666","1,319","1,642",803,"1,474","2,687",882,"1,417",531,"1,881",630,433,975,690,"1,099","1,959","1,414"
2021년03월_여_30~39세,"23,643","1,470","2,072","1,959","1,754","1,178","1,115","2,350",838,"1,277",593,"1,880",680,333,969,472,857,"2,485","1,361"
2021년03월_여_40~49세,"34,289","1,790","2,908","2,705","2,475","1,420","1,827","2,784","1,401","2,261",614,"3,299",809,527,"1,317",747,"1,417","4,082","1,906"
2021년03월_여_50~59세,"36,582","2,038","2,825","2,601","2,431","1,504","1,607","3,172","1,608","2,271",955,"3,150","1,242",847,"1,589","1,304","2,134","2,768","2,536"
2021년03월_여_60~69세,"30,908","1,988","2,125","2,019","1,811","1,306",983,"2,054","1,202","1,387","1,063","2,387","1,412","1,038","1,284","1,444","2,718","2,256","2,431"
2021년03월_여_70~79세,"17,254","1,163","1,131",995,"1,045",640,649,"1,178",717,791,572,"1,174",891,619,521,"1,229","1,829","1,045","1,065"
2021년03월_여_80~89세,"8,512",481,556,463,485,261,425,659,465,482,313,558,415,324,229,550,905,434,507
2021년03월_여_90~99세,"1,345",91,116,83,73,53,45,97,69,73,51,108,38,33,38,87,138,71,81
2021년03월_여_100세 이상,60,18,4,2,14,5,1,1,0,1,1,0,1,0,1,2,4,2,3
