,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년06월_남_60~69세,"27,713","1,547",882,"1,751","1,479",651,"1,528","1,967",776,"1,345","1,015","1,163",998,"1,328","1,255",707,968,"1,080","1,226","1,920","2,138","1,989"
2021년06월_남_70~79세,"16,714",971,523,"1,067",903,436,989,"1,225",488,813,612,719,670,746,739,428,574,600,607,"1,155","1,272","1,177"
2021년06월_남_80~89세,"5,654",301,214,352,313,149,309,417,187,279,211,243,221,254,265,146,189,220,249,409,353,373
2021년06월_남_90~99세,373,23,18,33,22,11,20,13,10,23,12,14,11,10,13,5,12,22,16,41,27,17
2021년06월_남_100세 이상,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년06월_여_총인구수,"243,396","12,408","7,798","15,316","14,981","8,357","18,426","17,119","7,918","13,256","9,383","10,915","8,998","10,487","11,247","10,313","7,887","8,527","9,388","11,399","15,757","13,516"
2021년06월_여_연령구간인구수,"243,396","12,408","7,798","15,316","14,981","8,357","18,426","17,119","7,918","13,256","9,383","10,915","8,998","10,487","11,247","10,313","7,887","8,527","9,388","11,399","15,757","13,516"
2021년06월_여_0~9세,"10,250",563,581,928,545,311,638,950,174,521,452,317,287,384,353,177,582,307,336,393,842,609
2021년06월_여_10~19세,"13,658",687,548,"1,367",687,432,844,"1,308",291,743,422,389,422,511,506,258,697,409,479,683,"1,117",858
2021년06월_여_20~29세,"55,845","2,492",882,"1,943","4,141","2,875","6,453","2,861","2,611","3,048","2,153","3,119","2,185","2,494","3,067","4,269",854,"2,193","2,495","1,275","2,445","1,990"
2021년06월_여_30~39세,"38,283","1,844","1,266","1,910","2,801","1,549","3,220","2,515","1,353","2,367","1,686","1,874","1,360","1,760","1,710","2,365",938,"1,421","1,566","1,115","2,026","1,637"
2021년06월_여_40~49세,"31,074","1,606","1,192","2,502","1,726",933,"1,915","2,493",788,"1,734","1,117","1,243","1,018","1,247","1,383","1,030","1,437","1,056","1,147","1,471","2,233","1,803"
2021년06월_여_50~59세,"33,280","1,769","1,173","2,434","1,753",785,"1,927","2,455",896,"1,765","1,359","1,412","1,198","1,450","1,586",769,"1,248","1,090","1,178","2,038","2,534","2,461"
2021년06월_여_60~69세,"31,907","1,774","1,077","2,146","1,715",716,"1,797","2,374",907,"1,618","1,245","1,388","1,274","1,430","1,393",765,"1,145","1,099","1,131","2,214","2,537","2,162"
2021년06월_여_70~79세,"19,859","1,145",675,"1,384","1,153",512,"1,153","1,497",614,"1,029",695,807,832,817,882,485,665,629,712,"1,436","1,391","1,346"
2021년06월_여_80~89세,"7,907",444,352,613,396,218,409,569,253,378,208,322,361,326,315,162,277,284,295,644,531,550
2021년06월_여_90~99세,"1,248",78,50,84,60,24,69,94,28,50,44,40,58,62,49,29,41,36,48,124,88,92
2021년06월_여_100세 이상,85,6,2,5,4,2,1,3,3,3,2,4,3,6,3,4,3,3,1,6,13,8
