카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년04월_남_총인구수,"161,581","12,328","14,735","7,276","13,281","12,253","11,102","13,919","10,631","9,514","8,243","9,333","14,655","10,494","13,817"
2020년04월_남_연령구간인구수,"161,581","12,328","14,735","7,276","13,281","12,253","11,102","13,919","10,631","9,514","8,243","9,333","14,655","10,494","13,817"
2020년04월_남_0~9세,"10,282",849,"1,003",450,955,827,461,881,652,609,448,684,817,533,"1,113"
2020년04월_남_10~19세,"13,798","1,158","1,248",577,"1,406","1,054",696,934,843,770,542,"1,048","1,183",813,"1,526"
2020년04월_남_20~29세,"22,791","1,712","2,098",999,"1,963","1,812","1,456","1,751","1,495","1,331","1,243","1,368","2,095","1,532","1,936"
2020년04월_남_30~39세,"21,737","1,736","2,213",957,"1,697","1,890","1,355","1,956","1,351","1,430","1,260","1,171","1,789","1,279","1,653"
2020년04월_남_40~49세,"24,798","2,090","2,385","1,132","2,133","1,727","1,644","2,009","1,711","1,445","1,311","1,419","2,162","1,577","2,053"
2020년04월_남_50~59세,"27,686","1,972","2,491","1,346","2,373","2,079","1,938","2,248","1,797","1,515","1,311","1,599","2,784","1,924","2,309"
2020년04월_남_60~69세,"23,187","1,617","1,905",998,"1,617","1,707","1,852","2,337","1,505","1,386","1,142","1,299","2,154","1,647","2,021"
2020년04월_남_70~79세,"12,571",849,"1,000",605,789,823,"1,261","1,316",947,725,718,529,"1,294",870,845
2020년04월_남_80~89세,"4,247",309,372,196,300,294,396,434,302,267,248,190,340,282,317
2020년04월_남_90~99세,441,34,19,13,44,36,41,48,21,29,20,26,37,32,41
2020년04월_남_100세 이상,43,2,1,3,4,4,2,5,7,7,0,0,0,5,3
2020년04월_여_총인구수,"169,126","13,515","15,360","7,254","14,272","13,264","10,794","14,432","11,396","10,159","8,764","10,274","14,812","10,285","14,545"
2020년04월_여_연령구간인구수,"169,126","13,515","15,360","7,254","14,272","13,264","10,794","14,432","11,396","10,159","8,764","10,274","14,812","10,285","14,545"
2020년04월_여_0~9세,"9,677",794,943,421,919,790,472,866,606,519,431,620,822,516,958
2020년04월_여_10~19세,"12,970","1,127","1,125",543,"1,346","1,026",581,865,886,711,515,"1,055","1,124",732,"1,334"
2020년04월_여_20~29세,"21,890","1,739","2,120",902,"1,890","1,910","1,262","1,737","1,632","1,285","1,324","1,278","1,940","1,266","1,605"
2020년04월_여_30~39세,"20,709","1,800","2,147",813,"1,752","1,770","1,079","1,865","1,303","1,303","1,179","1,263","1,686","1,093","1,656"
2020년04월_여_40~49세,"25,286","2,200","2,321","1,080","2,419","1,948","1,409","1,904","1,641","1,442","1,206","1,690","2,220","1,479","2,327"
2020년04월_여_50~59세,"30,478","2,295","2,755","1,329","2,624","2,443","1,954","2,378","1,932","1,859","1,546","1,915","2,767","1,972","2,709"
2020년04월_여_60~69세,"25,089","1,806","2,090","1,061","1,729","1,852","1,990","2,510","1,713","1,571","1,266","1,386","2,308","1,631","2,176"
2020년04월_여_70~79세,"14,777","1,133","1,253",746,925,936,"1,376","1,477","1,099",920,903,630,"1,291","1,051","1,037"
2020년04월_여_80~89세,"6,948",540,532,303,568,492,584,683,484,459,332,356,533,452,630
2020년04월_여_90~99세,"1,179",75,73,49,93,89,73,125,89,82,56,77,111,80,107
2020년04월_여_100세 이상,123,6,1,7,7,8,14,22,11,8,6,4,10,13,6
