카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021년07월_남_10~19세,"18,292",337,231,266,55,22,99,29,31,29,76,"1,438",206,33,93,19,48,"1,340",375,352,545,797,"1,299",508,"2,256","1,764",566,710,"1,426","1,332","2,010"
2021년07월_남_20~29세,"24,648",434,228,624,81,72,118,46,35,67,134,"1,326",253,46,175,58,77,"2,323",750,592,938,"1,595","2,080",832,"1,851","2,185",828,872,"1,252","3,064","1,712"
2021년07월_남_30~39세,"21,061",468,188,906,70,70,85,43,45,37,85,"1,213",180,27,129,25,51,"1,451",621,457,671,"1,092","1,365",743,"1,650","1,487",594,553,"1,099","2,264","3,392"
2021년07월_남_40~49세,"26,699",551,327,647,117,90,154,63,102,92,165,"1,795",330,71,231,54,137,"1,944",809,739,"1,008","1,392","1,702",908,"2,478","2,027",747,815,"1,914","1,975","3,315"
2021년07월_남_50~59세,"28,146",725,354,614,194,192,268,159,125,143,330,"1,649",473,165,382,100,222,"2,166",849,953,"1,303","1,674","2,331","1,046","2,074","2,404",933,"1,097","1,586","1,917","1,718"
2021년07월_남_60~69세,"22,987",765,296,587,256,251,272,229,184,168,371,"1,267",458,210,518,138,282,"1,886",874,"1,056","1,182","1,495","1,773",946,"1,026","1,475",852,924,"1,077","1,307",862
2021년07월_남_70~79세,"11,292",361,148,234,156,129,150,134,134,121,274,555,223,145,252,62,139,"1,165",491,705,696,826,739,445,374,554,467,475,392,505,241
2021년07월_남_80~89세,"4,013",131,54,67,87,78,60,63,59,49,124,207,99,65,112,33,77,438,182,217,228,266,200,138,102,239,197,116,127,149,49
2021년07월_남_90~99세,328,13,5,6,4,10,6,7,6,5,13,9,13,7,9,3,7,39,17,18,18,14,12,8,9,24,13,11,8,9,5
2021년07월_남_100세 이상,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021년07월_여_총인구수,"175,650","4,021","1,999","4,259","1,162",953,"1,320",787,746,722,"1,603","10,490","2,335",805,"2,050",541,"1,139","14,129","5,353","5,688","7,024","9,762","12,245","5,725","13,245","14,355","6,132","6,072","11,050","13,509","16,429"
2021년07월_여_연령구간인구수,"175,650","4,021","1,999","4,259","1,162",953,"1,320",787,746,722,"1,603","10,490","2,335",805,"2,050",541,"1,139","14,129","5,353","5,688","7,024","9,762","12,245","5,725","13,245","14,355","6,132","6,072","11,050","13,509","16,429"
2021년07월_여_0~9세,"13,212",279,144,490,16,19,46,6,14,21,21,"1,009",103,10,64,12,23,709,200,148,239,454,599,360,"1,500","1,008",298,308,"1,145","1,115","2,852"
2021년07월_여_10~19세,"16,441",297,215,248,49,24,86,15,19,40,56,"1,261",200,20,96,22,49,"1,108",340,293,475,757,"1,102",525,"1,747","1,644",521,531,"1,553","1,231","1,917"
2021년07월_여_20~29세,"20,231",346,195,484,49,49,84,22,23,36,69,987,178,26,150,41,59,"1,945",684,456,839,"1,282","1,629",678,"1,471","1,905",752,649,"1,107","2,357","1,679"
2021년07월_여_30~39세,"19,937",430,212,802,55,50,82,19,29,23,63,"1,170",174,28,101,20,56,"1,258",509,349,558,888,"1,125",624,"1,937","1,511",553,519,"1,293","1,934","3,565"
2021년07월_여_40~49세,"26,921",463,323,543,66,47,116,33,44,49,86,"1,914",303,29,190,36,65,"1,946",710,585,818,"1,340","1,851",771,"2,798","2,552",825,926,"2,157","2,123","3,212"
2021년07월_여_50~59세,"28,810",652,326,673,166,148,224,103,77,102,241,"1,693",388,118,353,78,164,"2,342",868,897,"1,257","1,826","2,560","1,003","2,018","2,716","1,098","1,210","1,645","2,058","1,806"
2021년07월_여_60~69세,"25,203",679,268,539,236,241,250,210,186,153,363,"1,312",399,170,498,119,263,"2,322","1,031","1,378","1,407","1,775","1,982",981,995,"1,580","1,125","1,076","1,205","1,521",939
2021년07월_여_70~79세,"14,475",456,160,247,249,160,208,177,162,125,308,665,319,181,311,90,200,"1,545",629,977,902,974,864,531,488,824,576,519,595,750,283
2021년07월_여_80~89세,"8,857",344,131,187,219,182,203,175,170,141,338,412,229,193,243,100,228,820,311,517,452,410,455,215,251,514,326,286,306,358,141
2021년07월_여_90~99세,"1,503",73,24,42,56,31,21,27,22,31,56,65,42,29,42,21,31,129,65,78,76,55,76,36,37,99,56,45,43,62,33
2021년07월_여_100세 이상,60,2,1,4,1,2,0,0,0,1,2,2,0,1,2,2,1,5,6,10,1,1,2,1,3,2,2,3,1,0,2
