카테고리,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2020년10월_남_연령구간인구수,"114,052","3,059","4,958","5,769","4,376","4,199","8,117","7,792","6,409","9,219","13,168","1,263","4,959","14,617","9,384","16,230",533
2020년10월_남_0~9세,"6,755",59,174,183,150,171,481,601,279,453,"1,394",40,268,653,691,"1,123",35
2020년10월_남_10~19세,"9,184",156,256,289,199,235,749,673,445,611,"1,365",61,366,"1,095",929,"1,692",63
2020년10월_남_20~29세,"18,046",326,636,701,475,500,"1,298","1,210",853,"3,238","1,790",124,647,"2,520","1,342","2,339",47
2020년10월_남_30~39세,"13,277",314,545,654,467,452,925,"1,025",791,"1,120","1,793",122,507,"1,685","1,110","1,730",37
2020년10월_남_40~49세,"16,118",451,660,765,608,636,"1,144","1,102",919,"1,117","2,328",127,615,"1,880","1,390","2,288",88
2020년10월_남_50~59세,"19,407",629,997,"1,154",847,701,"1,399","1,314","1,080","1,090","1,743",264,864,"2,660","1,681","2,897",87
2020년10월_남_60~69세,"17,953",627,"1,018","1,164",974,795,"1,245","1,113","1,160",882,"1,495",288,875,"2,368","1,353","2,485",111
2020년10월_남_70~79세,"9,863",375,525,640,522,545,625,531,685,509,899,176,580,"1,306",675,"1,224",46
2020년10월_남_80~89세,"3,133",116,133,208,124,146,229,200,186,183,306,53,212,415,199,408,15
2020년10월_남_90~99세,274,5,10,11,9,16,21,21,11,14,32,7,25,34,13,42,3
2020년10월_남_100세 이상,42,1,4,0,1,2,1,2,0,2,23,1,0,1,1,2,1
2020년10월_여_총인구수,"119,549","2,972","4,981","5,760","3,898","4,495","8,838","8,526","6,922","8,741","14,204","1,122","5,160","15,232","10,399","17,740",559
2020년10월_여_연령구간인구수,"119,549","2,972","4,981","5,760","3,898","4,495","8,838","8,526","6,922","8,741","14,204","1,122","5,160","15,232","10,399","17,740",559
2020년10월_여_0~9세,"6,433",54,178,170,121,139,420,587,268,488,"1,271",32,256,606,669,"1,130",44
2020년10월_여_10~19세,"8,717",136,250,293,164,238,709,681,377,605,"1,132",48,333,"1,069",987,"1,644",51
2020년10월_여_20~29세,"15,422",249,519,550,377,406,"1,252","1,122",757,"2,418","1,624",90,483,"2,107","1,246","2,189",33
2020년10월_여_30~39세,"12,302",204,455,496,347,379,893,"1,006",706,892,"2,011",76,468,"1,395","1,131","1,801",42
2020년10월_여_40~49세,"16,285",327,552,602,391,508,"1,281","1,230",883,"1,070","2,397",107,659,"1,910","1,604","2,677",87
2020년10월_여_50~59세,"21,549",557,"1,030","1,196",791,793,"1,616","1,522","1,265","1,200","2,059",229,943,"3,017","1,963","3,280",88
2020년10월_여_60~69세,"20,520",736,"1,128","1,249",931,990,"1,400","1,304","1,476","1,090","1,837",247,"1,054","2,670","1,540","2,759",109
2020년10월_여_70~79세,"11,773",450,581,828,530,694,807,647,826,631,"1,120",175,623,"1,616",799,"1,386",60
2020년10월_여_80~89세,"5,505",220,245,323,205,319,393,363,306,297,547,105,296,721,391,737,37
2020년10월_여_90~99세,887,29,33,42,38,28,61,61,55,42,131,10,41,116,63,130,7
2020년10월_여_100세 이상,156,10,10,11,3,1,6,3,3,8,75,3,4,5,6,7,1
