,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2020년08월_남_10~19세,"10,456",81,"1,776",493,534,216,759,739,412,571,954,784,491,423,712,75,"1,436"
2020년08월_남_20~29세,"16,082",214,"1,409",720,789,495,"1,490",979,"1,410","1,125","1,536","2,024",761,"1,016",870,120,"1,124"
2020년08월_남_30~39세,"14,135",258,"1,535",912,831,451,948,"1,120",675,807,"1,128","1,811",814,760,805,103,"1,177"
2020년08월_남_40~49세,"17,980",374,"2,493",992,876,559,"1,312","1,191",746,"1,163","1,400","1,683",969,901,"1,193",160,"1,968"
2020년08월_남_50~59세,"18,974",677,"1,797",950,"1,062",807,"1,548","1,233",802,"1,282","1,675","1,788","1,065",974,"1,378",280,"1,656"
2020년08월_남_60~69세,"15,446",648,"1,345",820,916,897,"1,160",922,730,"1,082","1,254","1,248",903,781,"1,158",295,"1,287"
2020년08월_남_70~79세,"8,535",387,707,565,507,507,592,511,428,581,641,601,507,380,720,165,736
2020년08월_남_80~89세,"2,944",129,225,201,188,205,199,179,131,209,212,179,168,136,258,79,246
2020년08월_남_90~99세,272,11,17,16,25,19,20,21,10,14,13,19,19,3,28,11,26
2020년08월_남_100세 이상,29,7,1,4,2,0,4,2,0,1,0,0,3,1,2,0,2
2020년08월_여_총인구수,"110,954","2,227","13,114","6,322","6,560","4,508","8,358","7,667","5,067","6,830","9,340","10,095","6,316","5,458","7,268","1,209","10,615"
2020년08월_여_연령구간인구수,"110,954","2,227","13,114","6,322","6,560","4,508","8,358","7,667","5,067","6,830","9,340","10,095","6,316","5,458","7,268","1,209","10,615"
2020년08월_여_0~9세,"7,449",59,"1,386",461,407,155,474,697,190,405,496,558,433,277,445,40,966
2020년08월_여_10~19세,"9,784",73,"1,605",436,492,195,783,666,446,587,892,760,476,407,611,71,"1,284"
2020년08월_여_20~29세,"14,216",169,"1,265",697,750,358,"1,257",875,"1,208",902,"1,416","1,902",686,941,728,85,977
2020년08월_여_30~39세,"12,080",161,"1,661",804,738,319,790,"1,034",425,677,869,"1,331",734,582,695,61,"1,199"
2020년08월_여_40~49세,"16,236",197,"2,436",863,896,445,"1,234","1,167",529,920,"1,412","1,476",870,737,"1,041",125,"1,888"
2020년08월_여_50~59세,"18,069",369,"1,861","1,027","1,166",801,"1,468","1,213",769,"1,154","1,633","1,642","1,089",933,"1,248",199,"1,497"
2020년08월_여_60~69세,"16,478",519,"1,524","1,034","1,014",944,"1,240",979,756,"1,081","1,387","1,340","1,007",815,"1,223",251,"1,364"
2020년08월_여_70~79세,"10,493",423,893,645,669,765,709,646,488,713,804,731,651,493,819,179,865
2020년08월_여_80~89세,"5,235",217,400,288,379,461,349,327,222,339,375,300,304,227,392,173,482
2020년08월_여_90~99세,844,35,76,58,47,63,51,54,29,48,56,52,59,45,61,23,87
2020년08월_여_100세 이상,70,5,7,9,2,2,3,9,5,4,0,3,7,1,5,2,6
