카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년08월_남_30~39세,"33,231","1,282",893,990,871,"1,104","1,139","2,342","1,918",735,"1,348","1,987","2,288","1,125",771,"1,262","3,154","1,033","3,833",153,546,"2,596","1,042",819
2021년08월_남_40~49세,"37,130","2,031",985,"1,233","1,105","1,162",902,"2,072","1,480",892,"1,898","1,524","1,913",858,892,"1,540","3,934","1,037","4,455",243,"1,776","2,778",951,"1,469"
2021년08월_남_50~59세,"37,231","1,759","1,300","1,450","1,396","1,451",806,"2,061","1,163",947,"1,859","1,592","1,930",976,"1,326","1,770","2,777","1,294","3,803",367,"1,358","3,018","1,063","1,765"
2021년08월_남_60~69세,"27,730","1,237","1,292","1,446","1,392","1,281",755,"1,325",951,846,"1,462","1,441","1,282",683,"1,288","1,556","1,973",858,"1,844",443,680,"1,839",649,"1,207"
2021년08월_남_70~79세,"12,043",607,722,793,599,652,399,467,428,461,770,588,429,259,551,442,744,338,773,257,383,560,205,616
2021년08월_남_80~89세,"4,295",202,238,297,199,237,149,203,142,168,268,177,143,80,212,154,252,141,240,143,161,202,73,214
2021년08월_남_90~99세,392,16,21,19,21,19,18,15,14,13,22,11,8,6,31,17,27,17,17,17,21,14,9,19
2021년08월_남_100세 이상,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021년08월_여_총인구수,"241,226","11,491","7,515","8,613","8,352","7,967","6,459","14,253","9,838","6,144","12,434","10,559","12,517","5,243","7,828","10,921","21,226","8,243","25,787","1,804","8,635","18,627","6,408","10,362"
2021년08월_여_연령구간인구수,"241,226","11,491","7,515","8,613","8,352","7,967","6,459","14,253","9,838","6,144","12,434","10,559","12,517","5,243","7,828","10,921","21,226","8,243","25,787","1,804","8,635","18,627","6,408","10,362"
2021년08월_여_0~9세,"17,570","1,002",321,385,488,433,278,769,571,381,909,510,700,175,385,838,"2,581",616,"2,921",34,755,"1,500",469,549
2021년08월_여_10~19세,"23,584","1,490",474,651,681,580,301,"1,134",604,536,"1,364",764,"1,042",253,621,"1,229","2,363",756,"3,011",83,"1,631","2,024",615,"1,377"
2021년08월_여_20~29세,"35,959","1,380","1,113","1,115",928,992,"1,329","2,951","2,464",802,"1,523","1,995","2,740","1,337",858,"1,210","2,478","1,468","3,357",132,767,"2,755","1,039","1,226"
2021년08월_여_30~39세,"31,683","1,305",712,817,844,895,"1,035","2,315","1,666",689,"1,340","1,449","1,931",766,738,"1,343","3,380","1,013","4,005",109,754,"2,785",943,849
2021년08월_여_40~49세,"39,638","2,260",804,"1,080","1,130","1,083",799,"2,333","1,342",908,"2,092","1,534","1,860",648,"1,034","1,829","3,941","1,275","4,952",159,"2,198","3,372","1,087","1,918"
2021년08월_여_50~59세,"39,563","1,734","1,331","1,472","1,666","1,418",929,"2,241","1,340","1,002","2,070","1,762","2,082",909,"1,465","2,096","2,976","1,501","3,846",304,"1,158","3,291","1,173","1,797"
2021년08월_여_60~69세,"30,095","1,346","1,475","1,687","1,466","1,386",938,"1,470","1,059",993,"1,765","1,611","1,359",681,"1,341","1,510","2,173",837,"2,103",332,682,"1,829",654,"1,398"
2021년08월_여_70~79세,"14,245",627,824,906,698,772,536,619,525,546,898,588,470,296,725,508,850,475,951,318,432,652,263,766
2021년08월_여_80~89세,"7,512",291,400,434,381,341,273,358,216,243,403,294,294,146,560,298,404,264,537,261,216,356,136,406
2021년08월_여_90~99세,"1,326",54,57,64,69,66,38,60,47,44,69,51,37,31,100,59,75,36,101,68,42,60,29,69
2021년08월_여_100세 이상,51,2,4,2,1,1,3,3,4,0,1,1,2,1,1,1,5,2,3,4,0,3,0,7
