카테고리,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2020년02월_남_80~89세,"4,434",173,165,210,254,170,165,346,290,209,270,271,133,269,108,254,204,246,197,227,163,110
2020년02월_남_90~99세,420,23,11,31,25,21,20,29,29,21,28,19,7,20,15,19,21,18,21,19,19,4
2020년02월_남_100세 이상,47,0,3,0,3,4,3,0,4,5,1,5,2,2,2,3,3,3,2,0,1,1
2020년02월_여_총인구수,"202,081","7,181","6,920","8,515","7,987","8,993","3,639","23,725","16,246","9,941","12,024","13,235","9,900","9,033","4,429","7,344","8,998","11,528","6,847","11,146","8,033","6,417"
2020년02월_여_연령구간인구수,"202,081","7,181","6,920","8,515","7,987","8,993","3,639","23,725","16,246","9,941","12,024","13,235","9,900","9,033","4,429","7,344","8,998","11,528","6,847","11,146","8,033","6,417"
2020년02월_여_0~9세,"14,071",583,515,541,331,660,152,"2,199","1,199",656,872,"1,117",677,508,259,336,462,"1,065",341,692,513,393
2020년02월_여_10~19세,"15,868",464,410,631,502,628,193,"2,369","1,725",916,848,996,466,573,348,465,646,910,506,999,668,605
2020년02월_여_20~29세,"26,781",884,"1,015","1,038","1,330","1,389",362,"2,960","2,001","1,160","1,671","1,688","2,136","1,055",489,788,"1,275","1,392",777,"1,405","1,092",874
2020년02월_여_30~39세,"26,639","1,019","1,053","1,036",815,"1,356",353,"3,268","1,766","1,142","1,830","1,964","1,966","1,044",467,763,"1,099","1,853",700,"1,285","1,005",855
2020년02월_여_40~49세,"30,507",957,939,"1,261",925,"1,298",424,"4,161","2,910","1,590","1,710","1,901","1,396","1,215",665,921,"1,268","1,860",975,"1,754","1,147","1,230"
2020년02월_여_50~59세,"34,129","1,172","1,114","1,391","1,318","1,358",610,"3,913","2,864","1,765","1,923","2,208","1,534","1,553",760,"1,270","1,616","1,759","1,274","2,143","1,547","1,037"
2020년02월_여_60~69세,"27,820","1,027",877,"1,278","1,315","1,196",725,"2,618","2,013","1,353","1,598","1,773",994,"1,556",707,"1,397","1,320","1,467","1,147","1,543","1,150",766
2020년02월_여_70~79세,"16,781",682,568,830,955,728,528,"1,421","1,173",826,"1,008","1,019",475,981,500,921,798,758,731,881,564,434
2020년02월_여_80~89세,"7,916",339,334,446,401,312,238,693,510,439,465,481,212,457,208,389,429,382,322,387,294,178
2020년02월_여_90~99세,"1,439",50,81,57,83,59,44,121,82,88,92,81,43,81,23,86,79,77,68,53,47,44
2020년02월_여_100세 이상,130,4,14,6,12,9,10,2,3,6,7,7,1,10,3,8,6,5,6,4,6,1
