카테고리,강원도 춘천시,강원도 춘천시 신북읍,강원도 춘천시 동면,강원도 춘천시 동산면,강원도 춘천시 신동면,강원도 춘천시 남면,강원도 춘천시 서면,강원도 춘천시 사북면,강원도 춘천시 북산면,강원도 춘천시 동내면,강원도 춘천시 남산면,강원도 춘천시 교동,강원도 춘천시 조운동,강원도 춘천시 약사명동,강원도 춘천시 근화동,강원도 춘천시 소양동,강원도 춘천시 후평1동,강원도 춘천시 후평2동,강원도 춘천시 후평3동,강원도 춘천시 효자1동,강원도 춘천시 효자2동,강원도 춘천시 효자3동,강원도 춘천시 석사동,강원도 춘천시 퇴계동,강원도 춘천시 강남동,강원도 춘천시 신사우동
2020년02월_계_90~99세,"1,799",82,101,15,22,23,82,42,12,85,42,23,39,43,66,72,90,93,119,35,77,29,170,214,102,121
2020년02월_계_100세 이상,109,4,3,1,1,1,7,0,0,4,3,2,2,3,4,10,5,6,2,0,8,2,5,9,6,21
2020년02월_남_총인구수,"139,015","3,953","9,778",810,"1,330",593,"2,000","1,273",537,"8,683","1,888","1,839","1,426","1,161","4,541","4,885","5,914","7,311","10,174","2,364","6,285","2,342","17,657","23,631","8,359","10,281"
2020년02월_남_연령구간인구수,"139,015","3,953","9,778",810,"1,330",593,"2,000","1,273",537,"8,683","1,888","1,839","1,426","1,161","4,541","4,885","5,914","7,311","10,174","2,364","6,285","2,342","17,657","23,631","8,359","10,281"
2020년02월_남_0~9세,"11,442",189,"1,219",13,59,15,66,42,11,845,59,70,40,47,519,407,294,693,891,181,221,93,"1,386","2,318",690,"1,074"
2020년02월_남_10~19세,"14,466",259,"1,244",40,63,19,110,88,8,874,96,111,75,74,393,433,460,804,"1,052",236,377,127,"2,361","3,214",753,"1,195"
2020년02월_남_20~29세,"19,598",477,"1,046",71,168,32,138,106,22,"1,117",145,446,211,161,555,664,982,"1,150","1,352",314,"1,526",507,"2,667","3,205","1,186","1,350"
2020년02월_남_30~39세,"17,631",386,"1,213",63,115,42,133,66,28,"1,281",163,240,164,127,763,659,762,"1,079","1,509",268,762,354,"2,027","2,984","1,133","1,310"
2020년02월_남_40~49세,"21,318",508,"1,792",76,152,55,205,116,40,"1,503",219,214,205,142,625,726,825,"1,067","1,519",385,812,307,"2,974","3,967","1,203","1,681"
2020년02월_남_50~59세,"23,492",764,"1,528",158,286,141,415,252,116,"1,406",399,277,271,220,728,873,"1,042","1,160","1,657",393,"1,031",357,"3,108","3,884","1,426","1,600"
2020년02월_남_60~69세,"17,360",712,"1,078",219,270,131,501,317,173,"1,005",433,232,236,198,501,598,843,753,"1,278",298,806,306,"1,809","2,443","1,117","1,103"
2020년02월_남_70~79세,"9,263",436,463,107,140,95,283,193,96,451,273,173,158,128,298,347,495,412,632,189,491,185,876,"1,075",612,655
2020년02월_남_80~89세,"3,979",199,178,61,74,54,125,84,39,180,89,69,56,56,136,156,190,167,254,88,241,96,413,491,214,269
2020년02월_남_90~99세,418,21,16,2,2,9,20,9,4,20,10,5,9,6,22,18,20,25,29,12,12,9,34,49,24,31
2020년02월_남_100세 이상,48,2,1,0,1,0,4,0,0,1,2,2,1,2,1,4,1,1,1,0,6,1,2,1,1,13
2020년02월_여_총인구수,"142,744","3,916","9,922",675,"1,251",503,"1,902","1,314",427,"8,698","1,674","1,777","1,531","1,242","4,441","5,216","6,081","7,943","11,280","2,330","5,698","2,332","18,396","25,341","8,648","10,206"
2020년02월_여_연령구간인구수,"142,744","3,916","9,922",675,"1,251",503,"1,902","1,314",427,"8,698","1,674","1,777","1,531","1,242","4,441","5,216","6,081","7,943","11,280","2,330","5,698","2,332","18,396","25,341","8,648","10,206"
2020년02월_여_0~9세,"10,814",196,"1,116",16,48,5,61,39,9,744,35,38,44,54,467,424,269,660,904,174,219,79,"1,402","2,186",621,"1,004"
2020년02월_여_10~19세,"13,349",239,"1,168",22,79,18,89,66,14,862,74,95,73,59,308,371,442,740,"1,065",185,359,133,"2,238","2,923",711,"1,016"
2020년02월_여_20~29세,"17,300",384,858,57,100,13,127,72,19,"1,064",123,387,210,119,490,598,915,"1,032","1,342",238,"1,100",541,"2,459","2,933","1,057","1,062"
2020년02월_여_30~39세,"17,167",316,"1,374",38,98,29,106,53,11,"1,214",119,187,151,113,730,681,626,"1,124","1,443",257,529,272,"1,963","3,285","1,084","1,364"
2020년02월_여_40~49세,"21,638",445,"1,798",46,116,35,148,116,29,"1,379",150,179,164,141,568,708,771,"1,207","1,675",347,670,229,"3,269","4,549","1,264","1,635"
2020년02월_여_50~59세,"23,544",702,"1,532",117,230,84,344,272,86,"1,380",317,258,258,218,587,897,"1,067","1,324","1,849",405,810,360,"3,115","4,240","1,572","1,520"
2020년02월_여_60~69세,"18,457",657,"1,123",156,278,128,407,297,105,"1,038",415,286,267,202,546,700,956,854,"1,472",325,871,332,"1,895","2,657","1,253","1,237"
2020년02월_여_70~79세,"11,962",526,555,116,146,101,294,230,97,591,245,203,200,181,462,500,631,583,896,261,683,235,"1,238","1,534",645,809
2020년02월_여_80~89세,"7,071",388,311,93,136,75,261,136,49,358,163,126,133,117,236,277,330,346,543,115,390,130,678,861,358,461
2020년02월_여_90~99세,"1,381",61,85,13,20,14,62,33,8,65,32,18,30,37,44,54,70,68,90,23,65,20,136,165,78,90
2020년02월_여_100세 이상,61,2,2,1,0,1,3,0,0,3,1,0,1,1,3,6,4,5,1,0,2,1,3,8,5,8
