,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년01월_계_80~89세,"19,671","10,682",458,317,766,350,396,453,543,393,"1,018",745,"1,305",399,423,733,499,349,550,577,408,"8,989","1,005",596,570,759,566,304,494,368,343,475,668,799,722,548,618,154,0
2021년01월_계_90~99세,"2,800","1,589",60,61,108,52,60,56,65,67,117,116,182,68,53,136,69,56,85,121,57,"1,211",118,75,55,101,85,43,46,42,47,74,88,144,110,69,80,34,0
2021년01월_계_100세 이상,158,79,9,4,15,0,2,6,3,3,4,2,9,4,1,2,3,3,1,2,6,79,9,8,6,4,19,1,1,5,1,2,4,3,3,6,7,0,0
2021년01월_남_총인구수,"323,623","165,246","3,799","2,099","6,106","2,426","3,186","4,303","7,080","9,784","20,038","6,208","22,408","5,655","6,488","10,820","5,308","4,904","6,994","19,333","18,307","158,377","7,034","8,957","5,717","15,825","10,257","4,086","4,894","4,205","4,899","7,552","9,877","30,502","13,081","6,469","15,436","9,586",0
2021년01월_남_연령구간인구수,"323,623","165,246","3,799","2,099","6,106","2,426","3,186","4,303","7,080","9,784","20,038","6,208","22,408","5,655","6,488","10,820","5,308","4,904","6,994","19,333","18,307","158,377","7,034","8,957","5,717","15,825","10,257","4,086","4,894","4,205","4,899","7,552","9,877","30,502","13,081","6,469","15,436","9,586",0
2021년01월_남_0~9세,"27,596","12,658",178,53,327,95,151,194,495,726,"1,711",318,"2,038",349,342,768,332,272,517,"2,276","1,516","14,938",340,716,290,"1,329","1,039",99,224,161,317,424,754,"4,129","1,083",448,"1,984","1,601",0
2021년01월_남_10~19세,"37,051","18,765",227,102,431,189,238,341,718,"1,377","2,554",447,"2,791",575,618,"1,336",515,452,770,"2,667","2,417","18,286",611,"1,213",385,"2,121",836,157,337,259,387,637,"1,282","4,502","1,637",537,"1,586","1,799",0
2021년01월_남_20~29세,"48,743","25,587",505,196,757,275,362,548,"1,156","1,627","3,256",725,"3,104",903,"1,070","1,703",761,776,"1,111","3,147","3,605","23,156",882,"1,244",817,"2,434","1,764","1,282",823,511,680,"1,077","1,534","4,200","2,059",876,"2,018",955,0
2021년01월_남_30~39세,"41,373","20,235",403,225,679,246,306,429,857,"1,217","2,577",732,"2,601",626,693,"1,084",554,537,823,"2,558","3,088","21,138",711,941,728,"1,994","1,766",546,559,467,690,"1,087",965,"4,423","1,501",937,"2,685","1,138",0
2021년01월_남_40~49세,"52,331","25,422",490,324,899,356,422,644,884,"1,655","3,217",919,"3,574",746,796,"1,585",770,692,980,"3,267","3,202","26,909",971,"1,490",796,"2,971","1,648",522,679,708,766,"1,295","1,476","5,735","1,964","1,018","2,627","2,243",0
2021년01월_남_50~59세,"52,126","27,583",652,342,985,441,552,772,"1,160","1,624","3,454","1,128","3,668","1,061","1,175","2,049",834,831,"1,060","2,891","2,904","24,543","1,142","1,370",943,"2,551","1,362",575,781,817,813,"1,409","1,706","4,289","2,253","1,127","2,222","1,183",0
2021년01월_남_60~69세,"36,926","20,140",672,413,"1,001",414,612,720,"1,016",969,"1,903","1,061","2,824",827,"1,091","1,395",817,738,973,"1,682","1,012","16,786","1,117","1,019",872,"1,379",990,473,698,716,713,974,"1,340","2,119","1,549",913,"1,449",465,0
2021년01월_남_70~79세,"19,703","10,717",466,303,704,285,391,493,556,430,948,632,"1,339",422,552,625,522,464,533,648,404,"8,986",797,706,619,765,597,286,574,425,380,457,573,821,758,436,638,154,0
2021년01월_남_80~89세,"7,111","3,777",188,125,296,114,138,152,218,144,390,224,429,130,142,245,185,125,208,172,152,"3,334",421,242,253,259,228,132,207,132,138,174,227,256,250,164,207,44,0
2021년01월_남_90~99세,633,346,17,14,25,11,13,8,19,15,28,21,40,14,9,30,17,17,19,24,5,287,40,15,14,21,23,13,12,8,14,17,20,27,27,13,19,4,0
2021년01월_남_100세 이상,30,16,1,2,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,2,14,2,1,0,1,4,1,0,1,1,1,0,1,0,0,1,0,0
2021년01월_여_총인구수,"334,038","174,160","3,777","2,128","6,417","2,499","3,226","4,469","7,595","9,830","21,362","6,690","23,977","6,034","7,010","11,500","5,750","5,386","7,844","20,427","18,239","159,878","7,326","9,577","5,705","16,490","10,010","3,575","5,065","3,504","4,828","7,013","10,700","31,074","13,629","6,109","15,164","10,109",0
2021년01월_여_연령구간인구수,"334,038","174,160","3,777","2,128","6,417","2,499","3,226","4,469","7,595","9,830","21,362","6,690","23,977","6,034","7,010","11,500","5,750","5,386","7,844","20,427","18,239","159,878","7,326","9,577","5,705","16,490","10,010","3,575","5,065","3,504","4,828","7,013","10,700","31,074","13,629","6,109","15,164","10,109",0
2021년01월_여_0~9세,"26,212","11,915",142,42,295,82,149,151,445,684,"1,617",261,"1,985",328,324,780,290,258,460,"2,173","1,449","14,297",293,744,264,"1,328",981,108,200,140,331,413,768,"3,938","1,036",406,"1,810","1,537",0
2021년01월_여_10~19세,"34,576","17,291",223,81,372,163,209,315,590,"1,278","2,481",398,"2,612",530,620,"1,167",427,452,767,"2,367","2,239","17,285",491,"1,147",360,"2,021",761,166,322,246,401,630,"1,272","4,218","1,514",466,"1,503","1,767",0
2021년01월_여_20~29세,"44,229","23,887",417,191,687,251,316,472,"1,174","1,572","3,173",651,"2,811",783,957,"1,416",658,705,980,"3,104","3,569","20,342",813,"1,095",751,"2,276","1,533",986,728,330,628,963,"1,238","3,685","1,936",711,"1,791",878,0
2021년01월_여_30~39세,"40,501","19,648",358,152,646,194,260,348,817,"1,130","2,599",589,"2,711",569,604,"1,102",559,521,827,"2,802","2,860","20,853",598,968,588,"2,054","1,659",385,457,286,585,868,"1,046","4,915","1,480",799,"2,579","1,586",0
2021년01월_여_40~49세,"54,531","27,808",418,207,785,301,367,536,"1,043","1,824","3,835",803,"4,004",877,941,"1,902",758,722,"1,137","3,697","3,651","26,723",856,"1,641",675,"3,137","1,401",337,593,410,664,"1,152","1,694","6,170","2,198",850,"2,528","2,417",0
2021년01월_여_50~59세,"54,084","29,553",631,333,"1,011",371,508,764,"1,376","1,618","3,608","1,176","4,055","1,178","1,452","2,248",982,975,"1,460","3,199","2,608","24,531","1,198","1,476",921,"2,610","1,373",511,816,637,833,"1,197","1,901","4,221","2,435","1,032","2,271","1,099",0
2021년01월_여_60~69세,"40,443","22,515",748,473,"1,183",442,669,914,"1,159",970,"2,100","1,219","3,128",938,"1,199","1,456","1,004",930,"1,152","1,807","1,024","17,928","1,233","1,234","1,027","1,472","1,156",497,918,670,758,909,"1,489","2,213","1,582",857,"1,425",488,0
2021년01월_여_70~79세,"24,607","13,332",519,408,872,418,442,616,618,450,"1,228",976,"1,644",506,587,833,704,557,652,775,527,"11,275","1,175",851,755,"1,009",731,383,709,511,390,522,779,"1,052",890,542,779,197,0
2021년01월_여_80~89세,"12,560","6,905",270,192,470,236,258,301,325,249,628,521,876,269,281,488,314,224,342,405,256,"5,655",584,354,317,500,338,172,287,236,205,301,441,543,472,384,411,110,0
2021년01월_여_90~99세,"2,167","1,243",43,47,83,41,47,48,46,52,89,95,142,54,44,106,52,39,66,97,52,924,78,60,41,80,62,30,34,34,33,57,68,117,83,56,61,30,0
2021년01월_여_100세 이상,128,63,8,2,13,0,1,4,2,3,4,1,9,2,1,2,2,3,1,1,4,65,7,7,6,3,15,0,1,4,0,1,4,2,3,6,6,0,0
