카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2020년12월_남_연령구간인구수,"145,374","1,972","2,323","5,482","2,646","4,427","5,495","14,655","12,512","11,716","7,577","10,515","5,101","7,663","3,082","9,784","14,254","18,421","7,749"
2020년12월_남_0~9세,"11,322",53,210,294,96,321,485,"1,095",826,635,462,"1,276",308,574,198,686,"1,423","1,575",805
2020년12월_남_10~19세,"16,591",82,190,377,165,310,666,"1,616","1,224",891,573,"1,401",584,906,227,"1,143","2,223","2,780","1,233"
2020년12월_남_20~29세,"23,258",236,280,816,441,580,904,"2,635","2,409","2,140","1,384","1,330",882,"1,178",395,"1,593","2,185","2,839","1,031"
2020년12월_남_30~39세,"18,548",194,299,829,354,559,777,"2,193","1,910","1,587","1,219","1,460",566,871,386,"1,007","1,491","2,070",776
2020년12월_남_40~49세,"23,493",272,398,789,379,750,946,"2,223","2,023","1,657","1,188","1,803",698,"1,045",391,"1,338","2,579","3,431","1,583"
2020년12월_남_50~59세,"24,270",348,338,907,445,821,946,"2,581","2,011","1,998","1,135","1,444",797,"1,155",651,"1,797","2,548","3,138","1,210"
2020년12월_남_60~69세,"16,150",353,328,693,385,603,457,"1,362","1,213","1,613",816,"1,101",729,"1,224",513,"1,411","1,095","1,550",704
2020년12월_남_70~79세,"8,577",309,214,564,267,357,196,646,694,882,541,551,395,538,236,607,518,738,324
2020년12월_남_80~89세,"2,885",116,60,198,110,106,108,275,181,288,237,137,127,156,77,189,175,270,75
2020년12월_남_90~99세,270,7,6,14,4,18,10,28,21,24,21,12,15,16,8,13,16,29,8
2020년12월_남_100세 이상,10,2,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0
2020년12월_여_총인구수,"151,202","2,043","2,442","5,589","2,479","4,212","5,275","15,947","12,564","12,346","8,261","10,430","5,216","8,170","2,862","10,786","14,868","19,092","8,620"
2020년12월_여_연령구간인구수,"151,202","2,043","2,442","5,589","2,479","4,212","5,275","15,947","12,564","12,346","8,261","10,430","5,216","8,170","2,862","10,786","14,868","19,092","8,620"
2020년12월_여_0~9세,"10,453",46,181,289,83,257,395,"1,101",854,570,417,"1,121",259,505,194,599,"1,258","1,504",820
2020년12월_여_10~19세,"14,976",70,171,288,109,319,634,"1,500","1,264",843,536,978,462,722,190,973,"2,198","2,495","1,224"
2020년12월_여_20~29세,"22,090",191,224,873,434,538,769,"2,839","2,308","2,232","1,682","1,138",695,999,335,"1,457","1,867","2,641",868
2020년12월_여_30~39세,"18,137",161,315,715,263,476,667,"2,206","1,704","1,372","1,150","1,564",510,859,325,"1,057","1,675","2,146",972
2020년12월_여_40~49세,"25,271",180,324,745,305,586,953,"2,710","1,985","1,590","1,076","1,835",729,"1,206",364,"1,663","3,160","4,028","1,832"
2020년12월_여_50~59세,"25,240",319,353,838,444,775,822,"2,810","1,973","2,095","1,214","1,562",945,"1,533",532,"2,154","2,508","3,078","1,285"
2020년12월_여_60~69세,"18,206",420,451,854,410,640,481,"1,376","1,386","1,802","1,084","1,302",858,"1,369",439,"1,546","1,203","1,619",966
2020년12월_여_70~79세,"10,694",439,290,634,281,383,346,888,725,"1,170",676,626,478,613,254,807,635,"1,011",438
2020년12월_여_80~89세,"5,126",182,111,295,126,196,174,460,300,564,358,241,222,304,177,458,300,487,171
2020년12월_여_90~99세,943,29,22,55,23,35,33,56,62,95,65,61,54,54,46,69,58,83,43
2020년12월_여_100세 이상,66,6,0,3,1,7,1,1,3,13,3,2,4,6,6,3,6,0,1
