,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년03월_계_80~89세,"14,705","8,439",630,592,"1,122",646,352,872,712,590,590,858,581,592,302,"6,266",810,524,386,651,265,303,467,917,395,370,646,532
2021년03월_계_90~99세,"2,136","1,254",95,86,198,93,68,105,94,66,55,120,130,94,50,882,112,56,75,116,23,31,73,143,50,46,76,81
2021년03월_계_100세 이상,93,53,4,5,12,5,0,0,5,0,3,6,9,3,1,40,6,0,6,2,0,8,4,5,0,2,2,5
2021년03월_남_총인구수,"336,542","180,441","12,696","12,839","17,210","16,648","20,491","19,555","13,230","9,984","11,280","19,697","13,056","9,005","4,750","156,101","20,489","10,888","12,542","22,186","3,560","9,314","12,182","24,126","9,211","8,848","18,066","4,689"
2021년03월_남_연령구간인구수,"336,542","180,441","12,696","12,839","17,210","16,648","20,491","19,555","13,230","9,984","11,280","19,697","13,056","9,005","4,750","156,101","20,489","10,888","12,542","22,186","3,560","9,314","12,182","24,126","9,211","8,848","18,066","4,689"
2021년03월_남_0~9세,"22,352","11,851",847,525,900,"1,257","2,187","1,362",771,488,745,"1,121",872,539,237,"10,501","1,314",559,817,"1,734",142,651,831,"1,931",685,435,"1,221",181
2021년03월_남_10~19세,"32,693","17,563","1,200",808,"1,477","1,846","2,596","2,053","1,357",865,"1,028","1,965","1,304",665,399,"15,130","2,052",977,"1,078","2,674",167,913,"1,265","2,408",750,820,"1,834",192
2021년03월_남_20~29세,"57,077","31,461","1,957","2,334","3,315","2,816","3,768","3,162","2,269","1,819","1,849","3,873","2,463","1,197",639,"25,616","3,332","2,048","2,601","3,858",282,"1,453","1,778","3,940","1,472","1,334","3,087",431
2021년03월_남_30~39세,"46,678","24,009","1,662","2,216","2,627","2,220","2,821","2,471","1,604","1,320","1,346","2,385","1,663","1,160",514,"22,669","2,830","1,764","2,081","2,838",379,"1,315","1,662","4,050","1,679","1,049","2,638",384
2021년03월_남_40~49세,"54,876","29,279","2,369","2,225","2,942","2,717","3,407","3,495","2,111","1,512","1,860","2,920","1,604","1,389",728,"25,597","3,815","1,596","1,777","3,353",595,"1,402","2,240","4,182","1,443","1,547","3,101",546
2021년03월_남_50~59세,"65,241","35,258","2,477","2,441","3,349","3,181","3,380","3,880","2,681","2,070","2,457","4,121","2,608","1,601","1,012","29,983","4,052","2,065","2,164","4,392","1,000","1,818","2,317","4,101","1,595","2,048","3,421","1,010"
2021년03월_남_60~69세,"38,846","20,475","1,351","1,446","1,579","1,816","1,783","2,035","1,568","1,197","1,319","2,340","1,811","1,438",792,"18,371","2,120","1,253","1,484","2,474",596,"1,228","1,427","2,375","1,138","1,097","2,024","1,155"
2021년03월_남_70~79세,"13,444","7,452",604,612,634,562,428,775,603,471,457,702,510,771,323,"5,992",713,456,417,616,286,421,483,819,322,384,519,556
2021년03월_남_80~89세,"4,855","2,796",212,216,328,213,108,301,243,222,206,249,177,224,97,"2,059",240,163,109,221,106,106,164,294,118,118,210,210
2021년03월_남_90~99세,459,285,17,14,55,20,13,21,23,20,13,21,39,20,9,174,21,7,12,26,7,6,14,25,9,15,11,21
2021년03월_남_100세 이상,21,12,0,2,4,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021년03월_여_총인구수,"319,317","173,067","12,212","11,112","15,596","16,272","20,103","18,295","13,417","9,999","10,524","18,801","13,553","8,883","4,300","146,250","18,348","10,881","12,656","21,914","2,636","9,044","10,490","22,850","8,724","7,466","17,041","4,200"
2021년03월_여_연령구간인구수,"319,317","173,067","12,212","11,112","15,596","16,272","20,103","18,295","13,417","9,999","10,524","18,801","13,553","8,883","4,300","146,250","18,348","10,881","12,656","21,914","2,636","9,044","10,490","22,850","8,724","7,466","17,041","4,200"
2021년03월_여_0~9세,"21,470","11,487",844,542,837,"1,200","2,288","1,264",745,445,689,"1,059",800,545,229,"9,983","1,254",563,756,"1,690",143,636,773,"1,818",622,441,"1,157",130
2021년03월_여_10~19세,"30,796","16,715","1,234",742,"1,353","1,752","2,520","1,875","1,410",841,"1,048","1,750","1,209",615,366,"14,081","1,831",901,"1,053","2,479",149,858,"1,214","2,306",685,718,"1,708",179
2021년03월_여_20~29세,"50,060","27,447","1,858","2,062","2,700","2,491","3,156","2,824","2,129","1,707","1,608","3,236","2,206",996,474,"22,613","2,710","2,077","2,640","3,655",186,"1,319","1,323","3,432","1,234","1,110","2,630",297
2021년03월_여_30~39세,"38,812","20,231","1,366","1,521","1,904","1,974","2,940","2,070","1,347","1,103","1,042","2,011","1,542",997,414,"18,581","2,223","1,389","1,788","2,723",247,"1,140","1,233","3,237","1,292",779,"2,247",283
2021년03월_여_40~49세,"52,303","28,265","2,071","1,708","2,565","2,734","3,651","3,287","2,237","1,543","1,699","2,985","1,956","1,225",604,"24,038","3,264","1,616","1,896","3,788",392,"1,391","1,781","3,953","1,310","1,240","2,987",420
2021년03월_여_50~59세,"62,481","33,899","2,197","2,067","2,945","3,182","3,360","3,473","2,738","2,153","2,203","4,070","3,013","1,659",839,"28,582","3,482","2,036","2,344","4,504",597,"1,864","2,023","4,109","1,736","1,574","3,396",917
2021년03월_여_60~69세,"35,342","18,963","1,314","1,309","1,443","1,703","1,478","1,816","1,444","1,146","1,174","2,059","1,729","1,577",771,"16,379","1,943","1,255","1,392","1,932",451,"1,169","1,274","2,218","1,067",913,"1,689","1,076"
2021년03월_여_70~79세,"16,454","9,407",828,710,904,725,411,"1,031",822,647,632,917,599,825,356,"7,047",974,634,443,621,296,438,504,"1,032",460,407,724,514
2021년03월_여_80~89세,"9,850","5,643",418,376,794,433,244,571,469,368,384,609,404,368,205,"4,207",570,361,277,430,159,197,303,623,277,252,436,322
2021년03월_여_90~99세,"1,677",969,78,72,143,73,55,84,71,46,42,99,91,74,41,708,91,49,63,90,16,25,59,118,41,31,65,60
2021년03월_여_100세 이상,72,41,4,3,8,5,0,0,5,0,3,6,4,2,1,31,6,0,4,2,0,7,3,4,0,1,2,2
