카테고리,전라남도 나주시,전라남도 나주시 남평읍,전라남도 나주시 세지면,전라남도 나주시 왕곡면,전라남도 나주시 반남면,전라남도 나주시 공산면,전라남도 나주시 동강면,전라남도 나주시 다시면,전라남도 나주시 문평면,전라남도 나주시 노안면,전라남도 나주시 금천면,전라남도 나주시 산포면,전라남도 나주시 다도면,전라남도 나주시 봉황면,전라남도 나주시 송월동,전라남도 나주시 영강동,전라남도 나주시 금남동,전라남도 나주시 성북동,전라남도 나주시 영산동,전라남도 나주시 이창동,전라남도 나주시 빛가람동
2021년05월_남_50~59세,"9,513",999,275,319,138,210,223,332,200,521,455,402,235,455,683,247,439,741,345,379,"1,915"
2021년05월_남_60~69세,"8,371",989,303,343,160,277,312,442,234,596,456,376,255,480,387,200,425,495,337,344,960
2021년05월_남_70~79세,"5,049",519,208,215,133,179,214,282,150,343,328,231,152,360,184,125,316,313,227,206,364
2021년05월_남_80~89세,"2,055",177,90,107,45,89,103,136,90,165,136,92,73,158,79,51,130,112,85,69,68
2021년05월_남_90~99세,210,18,5,5,8,3,13,11,8,24,13,11,11,14,8,4,13,13,14,5,9
2021년05월_남_100세 이상,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
2021년05월_여_총인구수,"57,772","5,980","1,305","1,366",727,"1,144","1,241","1,772","1,002","2,240","2,019","1,610",901,"2,016","3,877","1,347","2,403","4,349","1,611","1,593","19,269"
2021년05월_여_연령구간인구수,"57,772","5,980","1,305","1,366",727,"1,144","1,241","1,772","1,002","2,240","2,019","1,610",901,"2,016","3,877","1,347","2,403","4,349","1,611","1,593","19,269"
2021년05월_여_0~9세,"4,932",536,26,25,9,43,25,33,19,35,54,42,12,43,301,73,99,325,43,62,"3,127"
2021년05월_여_10~19세,"4,656",375,68,54,23,58,34,64,27,80,91,65,31,84,419,96,131,424,137,98,"2,297"
2021년05월_여_20~29세,"5,865",545,84,102,36,56,57,97,50,145,161,129,46,118,551,133,218,582,119,167,"2,469"
2021년05월_여_30~39세,"6,962",776,51,51,15,48,46,64,40,108,105,92,37,88,426,130,175,433,97,118,"4,062"
2021년05월_여_40~49세,"7,397",724,62,81,43,83,59,103,49,115,169,118,52,113,595,167,269,654,113,162,"3,666"
2021년05월_여_50~59세,"7,856",964,194,205,111,144,163,262,130,367,292,264,147,281,631,211,387,704,238,212,"1,949"
2021년05월_여_60~69세,"8,082",965,266,287,155,234,258,388,211,504,414,345,190,432,428,228,445,570,316,322,"1,124"
2021년05월_여_70~79세,"6,418",612,280,258,146,241,309,378,219,424,419,287,198,455,303,165,413,390,296,243,382
2021년05월_여_80~89세,"4,758",414,224,259,161,206,253,325,219,381,264,234,162,345,196,115,221,222,215,173,169
2021년05월_여_90~99세,821,68,48,42,28,27,37,56,36,79,49,34,25,55,25,29,44,44,37,34,24
2021년05월_여_100세 이상,25,1,2,2,0,4,0,2,2,2,1,0,1,2,2,0,1,1,0,2,0
