카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동
2020년12월_남_20~29세,"31,393",872,"2,694",63,70,94,180,"1,230",142,"1,878",259,197,"2,268",138,"2,885","1,134","1,600",367,242,550,502,401,376,"2,689","1,360","3,827","2,150","3,225"
2020년12월_남_30~39세,"35,035",694,"2,243",52,54,73,141,"4,302",103,"1,816",291,183,"1,813",99,"2,540",841,881,325,338,784,823,647,433,"2,372","1,548","4,615","2,545","4,479"
2020년12월_남_40~49세,"36,976","1,013","2,682",88,94,118,283,"2,412",226,"1,848",412,205,"2,336",158,"3,677","1,103","1,219",271,244,538,599,421,424,"2,973","1,933","4,893","1,524","5,282"
2020년12월_남_50~59세,"35,613","1,481","3,888",203,179,240,487,"1,123",350,"2,117",488,341,"2,817",259,"3,574","1,428","1,856",347,344,599,523,334,395,"3,180","1,693","3,570",953,"2,844"
2020년12월_남_60~69세,"20,233","1,371","2,207",248,234,252,490,535,331,"1,559",372,363,"1,791",258,"1,994",905,"1,130",232,219,242,252,174,242,"1,111",648,"1,724",414,935
2020년12월_남_70~79세,"7,033",650,695,132,140,173,270,184,215,538,145,181,505,109,572,315,293,102,71,90,56,34,106,320,155,533,140,309
2020년12월_남_80~89세,"2,503",281,286,78,75,90,173,77,103,129,33,55,183,37,163,82,71,30,34,20,10,5,27,102,57,154,34,114
2020년12월_남_90~99세,208,20,24,11,8,10,13,12,6,4,2,5,14,0,9,1,6,1,3,2,1,0,4,12,5,18,5,12
2020년12월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2020년12월_여_총인구수,"202,608","7,584","17,971",946,844,"1,080","1,981","12,736","1,546","12,371","1,695","1,555","15,269","1,084","19,455","7,425","8,456","1,474","1,485","2,887","3,415","1,999","2,034","14,851","9,097","23,498","7,539","22,331"
2020년12월_여_연령구간인구수,"202,608","7,584","17,971",946,844,"1,080","1,981","12,736","1,546","12,371","1,695","1,555","15,269","1,084","19,455","7,425","8,456","1,474","1,485","2,887","3,415","1,999","2,034","14,851","9,097","23,498","7,539","22,331"
2020년12월_여_0~9세,"20,054",440,"1,581",23,7,24,32,"2,766",27,922,36,37,"1,133",41,"1,920",519,404,73,126,330,509,291,152,"1,424","1,082","2,275",460,"3,420"
2020년12월_여_10~19세,"21,510",577,"1,775",32,34,43,73,"1,070",91,"1,221",53,63,"1,770",60,"2,413",769,894,86,103,240,316,110,174,"1,812","1,172","2,876",536,"3,147"
2020년12월_여_20~29세,"25,258",593,"1,959",38,30,57,120,"1,384",114,"1,570",226,129,"1,734",90,"2,317",883,"1,168",236,193,418,437,278,276,"2,008","1,052","3,292","2,123","2,533"
2020년12월_여_30~39세,"30,683",634,"2,144",39,26,34,76,"3,766",79,"1,583",237,91,"1,765",64,"2,578",849,755,175,205,557,680,473,279,"1,998","1,448","4,094","1,725","4,329"
2020년12월_여_40~49세,"36,167",947,"3,016",49,49,73,158,"1,903",161,"2,063",291,149,"2,712",126,"3,832","1,332","1,537",180,200,455,571,290,340,"3,150","1,970","4,625","1,190","4,798"
2020년12월_여_50~59세,"34,190","1,507","3,859",162,152,159,336,942,284,"2,378",348,312,"3,222",229,"3,569","1,586","2,048",288,295,545,553,309,405,"2,756","1,430","3,370",776,"2,370"
2020년12월_여_60~69세,"19,236","1,299","1,915",226,192,254,422,463,307,"1,733",274,385,"1,829",256,"1,748",929,"1,080",234,189,212,244,181,239,992,553,"1,688",448,944
2020년12월_여_70~79세,"9,002",797,931,171,147,220,404,214,248,608,147,251,682,132,669,343,380,147,106,77,67,47,112,426,244,786,171,475
2020년12월_여_80~89세,"5,516",655,660,175,176,186,309,199,203,252,59,122,370,71,343,190,162,45,58,45,34,13,50,238,125,420,88,268
2020년12월_여_90~99세,947,130,125,31,30,29,47,27,30,38,21,15,51,14,65,25,25,10,7,8,4,6,7,46,20,70,20,46
2020년12월_여_100세 이상,45,5,6,0,1,1,4,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1
