카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021년08월_계_80~89세,"16,622","1,320","1,631","1,138",747,959,"1,188","1,052",977,735,"1,208","1,531",891,713,544,417,"1,571"
2021년08월_계_90~99세,"2,045",178,191,132,99,109,145,111,116,93,139,168,100,91,71,56,246
2021년08월_계_100세 이상,288,5,13,14,6,12,3,24,1,22,4,10,1,5,3,0,165
2021년08월_남_총인구수,"226,964","17,468","18,305","13,482","10,911","13,480","15,939","12,584","15,523","13,264","12,043","21,487","13,119","10,212","7,353","5,587","26,207"
2021년08월_남_연령구간인구수,"226,964","17,468","18,305","13,482","10,911","13,480","15,939","12,584","15,523","13,264","12,043","21,487","13,119","10,212","7,353","5,587","26,207"
2021년08월_남_0~9세,"14,525","1,190","1,174",530,504,757,829,591,"1,272","1,623",524,"1,241",745,549,358,373,"2,265"
2021년08월_남_10~19세,"19,210","1,087","1,362",862,759,"1,169","1,392",701,"1,419","1,203",803,"1,705","1,081",899,590,401,"3,777"
2021년08월_남_20~29세,"31,592","2,325","2,507","2,112","1,812","2,108","2,104","2,154","2,007","1,337","1,813","3,086","1,944","1,501","1,008",763,"3,011"
2021년08월_남_30~39세,"32,852","2,940","2,614","1,967","1,575","1,844","2,048","2,072","2,597","2,249","1,770","3,022","2,017","1,419","1,008",904,"2,806"
2021년08월_남_40~49세,"36,918","2,827","2,787","1,932","1,600","2,243","2,525","1,913","2,737","2,666","1,735","3,707","2,055","1,557","1,104",766,"4,764"
2021년08월_남_50~59세,"37,045","2,817","3,081","2,256","1,777","2,215","2,824","2,048","2,379","1,793","2,043","3,551","2,048","1,691","1,233",998,"4,291"
2021년08월_남_60~69세,"30,607","2,344","2,601","2,109","1,644","1,724","2,359","1,615","1,715","1,360","1,779","2,867","1,872","1,551","1,178",847,"3,042"
2021년08월_남_70~79세,"16,925","1,351","1,468","1,217",905,978,"1,307","1,006",985,720,"1,058","1,660",974,747,619,384,"1,546"
2021년08월_남_80~89세,"6,692",546,644,458,312,404,512,442,376,280,477,607,360,269,236,140,629
2021년08월_남_90~99세,555,39,65,35,21,34,39,35,35,26,41,41,23,28,18,11,64
2021년08월_남_100세 이상,43,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,12
2021년08월_여_총인구수,"247,450","19,350","20,458","14,388","11,489","15,008","16,489","14,399","17,307","14,102","12,656","24,274","14,069","10,247","7,723","5,767","29,724"
2021년08월_여_연령구간인구수,"247,450","19,350","20,458","14,388","11,489","15,008","16,489","14,399","17,307","14,102","12,656","24,274","14,069","10,247","7,723","5,767","29,724"
2021년08월_여_0~9세,"13,759","1,189","1,096",517,439,703,862,512,"1,257","1,507",452,"1,228",764,492,339,344,"2,058"
2021년08월_여_10~19세,"18,321","1,119","1,227",832,710,"1,182","1,426",852,"1,291","1,100",720,"1,689",949,711,570,367,"3,576"
2021년08월_여_20~29세,"34,498","2,623","2,703","2,148","1,798","2,234","2,274","2,752","2,435","1,344","1,776","3,453","1,916","1,408","1,030",728,"3,876"
2021년08월_여_30~39세,"34,112","3,039","2,713","1,820","1,347","1,958","2,011","2,120","2,822","2,544","1,596","3,317","1,990","1,278",961,868,"3,728"
2021년08월_여_40~49세,"37,722","2,755","2,983","1,773","1,532","2,343","2,466","2,007","2,821","2,564","1,694","3,728","2,083","1,518","1,125",761,"5,569"
2021년08월_여_50~59세,"39,811","3,035","3,503","2,571","2,100","2,547","2,824","2,105","2,500","1,884","2,051","4,069","2,325","1,778","1,278",973,"4,268"
2021년08월_여_60~69세,"35,817","2,905","3,129","2,415","1,926","2,084","2,432","2,010","2,163","1,639","2,035","3,585","2,167","1,658","1,300",900,"3,469"
2021년08월_여_70~79세,"21,745","1,769","1,980","1,525","1,120","1,319","1,409","1,338","1,336",983,"1,499","2,144","1,266",893,757,504,"1,903"
2021년08월_여_80~89세,"9,930",774,987,680,435,555,676,610,601,455,731,924,531,444,308,277,942
2021년08월_여_90~99세,"1,490",139,126,97,78,75,106,76,81,67,98,127,77,63,53,45,182
2021년08월_여_100세 이상,245,3,11,10,4,8,3,17,0,15,4,10,1,4,2,0,153
