카테고리,서울특별시 구로구,서울특별시 구로구 신도림동,서울특별시 구로구 구로제1동,서울특별시 구로구 구로제2동,서울특별시 구로구 구로제3동,서울특별시 구로구 구로제4동,서울특별시 구로구 구로제5동,서울특별시 구로구 가리봉동,서울특별시 구로구 고척제1동,서울특별시 구로구 고척제2동,서울특별시 구로구 개봉제1동,서울특별시 구로구 개봉제2동,서울특별시 구로구 개봉제3동,서울특별시 구로구 오류제1동,서울특별시 구로구 오류제2동,서울특별시 구로구 수궁동,서울특별시 구로구 항동
2020년04월_남_40~49세,"32,800","3,219","1,822","1,957","2,259","1,588","2,161",700,"1,856","2,252","2,516","2,519","1,683","1,680","3,445","1,945","1,198"
2020년04월_남_50~59세,"31,306","2,558","1,443","2,494","1,540","1,792","2,312","1,182","1,951","2,431","2,769","2,298","1,643","1,510","2,731","1,909",743
2020년04월_남_60~69세,"25,606","1,895","1,164","1,875","1,168","1,394","1,765",856,"1,689","1,871","2,282","2,269","1,563","1,387","2,192","1,639",597
2020년04월_남_70~79세,"14,776",992,474,"1,197",719,938,964,415,932,"1,049","1,350","1,345",840,881,"1,455",929,296
2020년04월_남_80~89세,"4,324",261,127,387,220,313,290,126,225,353,398,353,250,266,457,226,72
2020년04월_남_90~99세,350,21,16,26,21,23,24,14,22,26,22,35,20,14,37,19,10
2020년04월_남_100세 이상,37,0,1,6,2,5,0,5,0,2,3,3,3,1,3,3,0
2020년04월_여_총인구수,"205,032","18,629","10,900","12,376","11,843","10,610","15,377","4,255","11,790","14,091","16,060","16,407","10,924","11,539","20,493","12,262","7,476"
2020년04월_여_연령구간인구수,"205,032","18,629","10,900","12,376","11,843","10,610","15,377","4,255","11,790","14,091","16,060","16,407","10,924","11,539","20,493","12,262","7,476"
2020년04월_여_0~9세,"14,503","1,851",946,480,692,446,966,121,687,978,"1,064","1,161",693,644,"1,831",772,"1,171"
2020년04월_여_10~19세,"14,966","1,711",961,689,731,599,833,153,994,"1,139","1,205","1,235",733,616,"1,913",934,520
2020년04월_여_20~29세,"28,224","2,264","1,524","1,600","2,197","1,495","2,891",637,"1,569","1,796","2,025","1,904","1,313","2,164","2,432","1,527",886
2020년04월_여_30~39세,"31,273","3,347","1,957","1,342","2,322","1,464","2,813",495,"1,432","1,696","2,125","2,398","1,503","2,119","2,765","1,636","1,859"
2020년04월_여_40~49세,"31,149","3,336","1,830","1,715","1,824","1,504","2,085",561,"1,814","2,223","2,305","2,414","1,619","1,521","3,374","1,979","1,045"
2020년04월_여_50~59세,"32,278","2,628","1,613","2,340","1,472","1,785","2,316",789,"2,061","2,472","2,786","2,623","1,878","1,567","2,993","2,097",858
2020년04월_여_60~69세,"28,610","2,068","1,326","2,051","1,387","1,655","1,861",748,"1,788","2,001","2,487","2,653","1,811","1,522","2,688","1,846",718
2020년04월_여_70~79세,"16,251",925,474,"1,473",809,"1,136","1,105",454,985,"1,216","1,423","1,428",913,920,"1,720","1,019",251
2020년04월_여_80~89세,"6,558",419,223,571,349,452,437,239,386,490,537,495,398,390,658,377,137
2020년04월_여_90~99세,"1,090",72,44,91,41,62,70,41,69,75,98,88,57,71,114,67,30
2020년04월_여_100세 이상,130,8,2,24,19,12,0,17,5,5,5,8,6,5,5,8,1
