카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2020년10월_계_100세 이상,204,10,11,5,27,12,11,3,11,5,18,23,12,19,15,17,5
2020년10월_남_총인구수,"195,718","12,433","9,476","7,271","17,196","11,201","12,703","12,184","9,628","9,934","13,255","17,262","9,582","15,287","8,656","19,484","10,166"
2020년10월_남_연령구간인구수,"195,718","12,433","9,476","7,271","17,196","11,201","12,703","12,184","9,628","9,934","13,255","17,262","9,582","15,287","8,656","19,484","10,166"
2020년10월_남_0~9세,"12,083",658,550,630,854,651,571,997,397,679,581,"1,265",577,768,421,"1,761",723
2020년10월_남_10~19세,"13,844",808,651,476,"1,000",680,801,"1,060",448,661,646,"1,608",641,957,550,"1,973",884
2020년10월_남_20~29세,"27,879","1,700","1,290",910,"2,676","1,584","1,915","1,790","1,681","1,453","1,882","2,428","1,346","2,152","1,193","2,531","1,348"
2020년10월_남_30~39세,"30,110","1,784","1,398","1,322","2,808","1,777","1,919","1,855","2,077","1,677","2,021","2,475","1,654","2,127","1,196","2,571","1,449"
2020년10월_남_40~49세,"30,030","1,974","1,588","1,191","2,671","1,678","1,866","1,761","1,373","1,481","1,895","2,943","1,461","2,231","1,257","3,060","1,600"
2020년10월_남_50~59세,"34,476","2,513","1,652","1,238","3,163","1,932","2,300","2,148","1,580","1,590","2,669","2,689","1,576","2,907","1,725","3,124","1,670"
2020년10월_남_60~69세,"28,026","1,759","1,334",919,"2,364","1,704","1,917","1,601","1,189","1,468","2,127","2,214","1,374","2,485","1,383","2,683","1,505"
2020년10월_남_70~79세,"14,337",931,794,445,"1,241",933,"1,042",715,665,691,"1,044","1,203",713,"1,248",690,"1,283",699
2020년10월_남_80~89세,"4,519",275,193,133,387,244,338,241,200,220,349,404,219,370,223,459,264
2020년10월_남_90~99세,368,30,25,6,25,16,31,16,16,13,35,26,17,37,15,37,23
2020년10월_남_100세 이상,46,1,1,1,7,2,3,0,2,1,6,7,4,5,3,2,1
2020년10월_여_총인구수,"199,854","12,507","9,509","7,145","17,385","11,112","12,881","12,685","10,167","10,329","12,554","18,340","9,896","15,122","8,546","20,526","11,150"
2020년10월_여_연령구간인구수,"199,854","12,507","9,509","7,145","17,385","11,112","12,881","12,685","10,167","10,329","12,554","18,340","9,896","15,122","8,546","20,526","11,150"
2020년10월_여_0~9세,"11,320",645,497,648,794,535,568,882,396,614,506,"1,184",544,718,391,"1,706",692
2020년10월_여_10~19세,"13,253",824,571,441,"1,028",610,731,963,379,686,565,"1,565",597,954,627,"1,848",864
2020년10월_여_20~29세,"28,307","1,725","1,207",851,"2,578","1,520","1,883","1,815","2,300","1,492","1,941","2,615","1,410","2,082","1,147","2,455","1,286"
2020년10월_여_30~39세,"28,269","1,566","1,285","1,276","2,546","1,652","1,698","1,810","2,001","1,553","1,736","2,523","1,502","1,957",996,"2,649","1,519"
2020년10월_여_40~49세,"28,139","1,773","1,379","1,012","2,444","1,511","1,703","1,840","1,256","1,350","1,647","3,006","1,446","1,902","1,207","3,007","1,656"
2020년10월_여_50~59세,"35,409","2,407","1,642","1,225","3,219","2,025","2,400","2,323","1,528","1,823","2,361","2,897","1,647","2,857","1,637","3,505","1,913"
2020년10월_여_60~69세,"29,680","1,890","1,513",928,"2,506","1,776","2,076","1,669","1,298","1,591","1,985","2,462","1,554","2,520","1,335","2,844","1,733"
2020년10월_여_70~79세,"16,993","1,122","1,024",532,"1,568","1,004","1,251",904,692,832,"1,237","1,393",822,"1,376",782,"1,531",923
2020년10월_여_80~89세,"7,109",460,321,204,592,404,489,406,256,329,507,577,322,630,341,782,489
2020년10월_여_90~99세,"1,217",86,60,24,90,65,74,70,52,55,57,102,44,112,71,184,71
2020년10월_여_100세 이상,158,9,10,4,20,10,8,3,9,4,12,16,8,14,12,15,4
