카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021년02월_남_연령구간인구수,"194,665","12,338","9,637","7,406","17,111","11,198","12,684","12,064","9,740","9,868","13,093","17,020","9,540","15,251","8,574","19,138","10,003"
2021년02월_남_0~9세,"11,697",637,566,656,815,645,557,962,389,666,567,"1,182",538,755,412,"1,676",674
2021년02월_남_10~19세,"13,465",783,633,466,942,661,754,"1,040",433,641,625,"1,572",632,932,536,"1,936",879
2021년02월_남_20~29세,"27,693","1,680","1,309",909,"2,724","1,575","1,921","1,763","1,717","1,411","1,866","2,401","1,327","2,113","1,193","2,490","1,294"
2021년02월_남_30~39세,"29,765","1,740","1,427","1,369","2,786","1,752","1,922","1,830","2,156","1,673","1,953","2,420","1,598","2,127","1,152","2,440","1,420"
2021년02월_남_40~49세,"29,742","1,942","1,610","1,211","2,634","1,698","1,836","1,754","1,378","1,472","1,876","2,874","1,456","2,230","1,230","2,983","1,558"
2021년02월_남_50~59세,"34,192","2,500","1,666","1,249","3,129","1,896","2,311","2,101","1,563","1,569","2,623","2,664","1,616","2,860","1,684","3,092","1,669"
2021년02월_남_60~69세,"28,597","1,803","1,374",951,"2,401","1,755","1,965","1,647","1,222","1,489","2,141","2,246","1,394","2,559","1,422","2,712","1,516"
2021년02월_남_70~79세,"14,422",934,820,452,"1,238",937,"1,044",698,657,708,"1,051","1,207",732,"1,257",688,"1,296",703
2021년02월_남_80~89세,"4,665",289,205,134,408,258,339,254,207,225,355,422,227,373,235,473,261
2021년02월_남_90~99세,378,29,25,8,27,19,32,15,16,13,30,25,16,38,19,38,28
2021년02월_남_100세 이상,49,1,2,1,7,2,3,0,2,1,6,7,4,7,3,2,1
2021년02월_여_총인구수,"199,268","12,428","9,705","7,272","17,373","11,133","12,863","12,632","10,332","10,275","12,396","18,167","9,829","15,195","8,465","20,188","11,015"
2021년02월_여_연령구간인구수,"199,268","12,428","9,705","7,272","17,373","11,133","12,863","12,632","10,332","10,275","12,396","18,167","9,829","15,195","8,465","20,188","11,015"
2021년02월_여_0~9세,"10,938",613,510,655,748,532,545,876,397,601,480,"1,133",514,718,369,"1,581",666
2021년02월_여_10~19세,"12,999",801,583,436,989,598,710,918,367,676,546,"1,537",585,943,632,"1,832",846
2021년02월_여_20~29세,"28,231","1,698","1,220",870,"2,690","1,528","1,893","1,825","2,400","1,454","1,893","2,559","1,384","2,076","1,120","2,390","1,231"
2021년02월_여_30~39세,"27,984","1,559","1,308","1,324","2,499","1,641","1,669","1,786","2,047","1,543","1,718","2,447","1,491","1,965",969,"2,531","1,487"
2021년02월_여_40~49세,"27,834","1,744","1,414","1,018","2,404","1,483","1,684","1,832","1,246","1,347","1,590","2,952","1,412","1,900","1,188","2,978","1,642"
2021년02월_여_50~59세,"35,110","2,399","1,663","1,223","3,186","2,013","2,419","2,284","1,545","1,779","2,307","2,893","1,654","2,823","1,607","3,453","1,862"
2021년02월_여_60~69세,"30,345","1,912","1,570",963,"2,547","1,824","2,112","1,720","1,308","1,615","2,024","2,528","1,577","2,595","1,364","2,907","1,779"
2021년02월_여_70~79세,"17,130","1,139","1,039",541,"1,589","1,023","1,248",899,703,868,"1,238","1,410",830,"1,387",786,"1,520",910
2021년02월_여_80~89세,"7,257",466,327,215,609,400,495,417,261,332,524,586,327,649,339,794,516
2021년02월_여_90~99세,"1,286",87,61,24,93,81,80,72,49,56,64,107,48,124,79,189,72
2021년02월_여_100세 이상,154,10,10,3,19,10,8,3,9,4,12,15,7,15,12,13,4
