,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2020년05월_계_100세 이상,115,62,4,7,14,4,1,1,5,0,3,6,7,5,5,53,3,3,5,3,6,8,3,8,1,3,4,6
2020년05월_남_총인구수,"335,253","178,049","13,006","13,123","17,592","16,883","14,656","19,991","13,487","10,240","11,436","20,125","13,478","9,224","4,808","157,204","20,516","11,124","12,761","22,536","3,723","9,489","12,183","24,308","8,075","9,474","18,510","4,505"
2020년05월_남_연령구간인구수,"335,253","178,049","13,006","13,123","17,592","16,883","14,656","19,991","13,487","10,240","11,436","20,125","13,478","9,224","4,808","157,204","20,516","11,124","12,761","22,536","3,723","9,489","12,183","24,308","8,075","9,474","18,510","4,505"
2020년05월_남_0~9세,"23,375","12,283",933,607,"1,007","1,394","1,541","1,508",865,570,826,"1,235",946,586,265,"11,092","1,418",631,873,"1,797",152,694,889,"2,021",574,508,"1,359",176
2020년05월_남_10~19세,"34,187","18,080","1,285",892,"1,602","1,906","1,826","2,204","1,501",957,"1,107","2,216","1,469",708,407,"16,107","2,170","1,032","1,192","2,846",163,960,"1,339","2,585",677,933,"1,993",217
2020년05월_남_20~29세,"56,302","30,554","2,021","2,362","3,352","2,872","2,594","3,208","2,216","1,828","1,890","3,813","2,532","1,205",661,"25,748","3,314","2,180","2,551","3,946",307,"1,477","1,747","4,033","1,289","1,403","3,121",380
2020년05월_남_30~39세,"46,885","23,911","1,765","2,316","2,772","2,261","1,935","2,612","1,640","1,346","1,366","2,429","1,708","1,206",555,"22,974","2,894","1,801","2,179","2,763",412,"1,358","1,746","4,047","1,430","1,162","2,802",380
2020년05월_남_40~49세,"55,949","29,709","2,479","2,272","3,061","2,827","2,477","3,663","2,259","1,641","1,958","3,145","1,697","1,466",764,"26,240","3,845","1,675","1,845","3,564",649,"1,433","2,278","4,236","1,293","1,688","3,192",542
2020년05월_남_50~59세,"65,490","35,002","2,452","2,532","3,346","3,233","2,585","3,882","2,732","2,099","2,481","4,169","2,765","1,715","1,011","30,488","4,055","2,070","2,243","4,581","1,055","1,876","2,257","4,160","1,453","2,212","3,536",990
2020년05월_남_60~69세,"35,012","18,371","1,248","1,322","1,461","1,639","1,250","1,842","1,431","1,120","1,153","2,157","1,637","1,357",754,"16,641","1,871","1,131","1,363","2,232",578,"1,165","1,297","2,139",976,"1,041","1,804","1,044"
2020년05월_남_70~79세,"12,968","7,219",609,596,605,539,350,782,592,446,454,688,507,753,298,"5,749",692,438,383,585,297,409,463,784,268,386,502,542
2020년05월_남_80~89세,"4,629","2,655",196,206,331,193,93,275,231,215,191,255,179,209,81,"1,974",234,157,115,200,97,109,156,275,107,124,190,210
2020년05월_남_90~99세,429,251,18,17,52,19,5,15,18,18,9,17,35,17,11,178,23,9,15,21,12,7,11,26,7,16,10,21
2020년05월_남_100세 이상,27,14,0,1,3,0,0,0,2,0,1,1,3,2,1,13,0,0,2,1,1,1,0,2,1,1,1,3
2020년05월_여_총인구수,"318,794","171,181","12,590","11,459","16,141","16,473","14,238","18,785","13,780","10,323","10,776","19,221","13,939","9,024","4,432","147,613","18,367","11,094","12,921","22,228","2,726","9,158","10,601","23,096","7,769","7,982","17,587","4,084"
2020년05월_여_연령구간인구수,"318,794","171,181","12,590","11,459","16,141","16,473","14,238","18,785","13,780","10,323","10,776","19,221","13,939","9,024","4,432","147,613","18,367","11,094","12,921","22,228","2,726","9,158","10,601","23,096","7,769","7,982","17,587","4,084"
2020년05월_여_0~9세,"22,585","11,902",953,624,993,"1,334","1,592","1,378",825,521,755,"1,183",893,587,264,"10,683","1,317",653,845,"1,777",153,681,843,"1,923",554,488,"1,316",133
2020년05월_여_10~19세,"32,055","17,128","1,320",827,"1,496","1,842","1,747","2,061","1,531",918,"1,125","1,914","1,295",666,386,"14,927","1,903",995,"1,157","2,576",154,895,"1,266","2,510",653,814,"1,831",173
2020년05월_여_20~29세,"49,685","26,938","1,896","2,122","2,762","2,528","2,112","2,778","2,183","1,732","1,662","3,267","2,335","1,021",540,"22,747","2,681","2,078","2,536","3,742",202,"1,380","1,346","3,481","1,087","1,191","2,717",306
2020년05월_여_30~39세,"39,325","20,322","1,503","1,610","1,996","2,006","2,034","2,267","1,435","1,212","1,156","2,021","1,612","1,038",432,"19,003","2,341","1,402","1,912","2,735",269,"1,151","1,295","3,253","1,099",865,"2,406",275
2020년05월_여_40~49세,"54,234","29,047","2,185","1,826","2,802","2,857","2,661","3,466","2,453","1,693","1,809","3,267","2,124","1,263",641,"25,187","3,361","1,730","2,008","4,055",417,"1,471","1,854","4,167","1,221","1,366","3,142",395
2020년05월_여_50~59세,"61,719","33,155","2,210","2,080","2,949","3,157","2,486","3,476","2,724","2,171","2,147","4,063","3,068","1,753",871,"28,564","3,420","2,055","2,402","4,531",630,"1,849","2,008","4,066","1,543","1,666","3,440",954
2020년05월_여_60~69세,"31,972","17,069","1,223","1,235","1,321","1,561","1,062","1,686","1,282","1,040","1,068","1,861","1,531","1,482",717,"14,903","1,755","1,176","1,297","1,711",422,"1,089","1,172","2,009",898,880,"1,540",954
2020년05월_여_70~79세,"16,143","9,284",822,693,923,696,316,"1,031",820,647,642,929,609,805,351,"6,859",969,593,433,604,304,421,481,991,416,415,718,514
2020년05월_여_80~89세,"9,387","5,355",403,364,752,423,183,560,453,341,359,608,391,338,180,"4,032",526,361,263,416,152,186,288,590,260,258,415,317
2020년05월_여_90~99세,"1,601",933,71,72,136,65,44,81,71,48,51,103,77,68,46,668,91,48,65,79,18,28,45,100,38,37,59,60
2020년05월_여_100세 이상,88,48,4,6,11,4,1,1,3,0,2,5,4,3,4,40,3,3,3,2,5,7,3,6,0,2,3,3
