카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2021년04월_남_20~29세,"5,782",209,209,117,69,101,63,76,74,101,131,72,47,86,46,61,"1,228",176,"1,269",194,662,325,231,235
2021년04월_남_30~39세,"4,614",209,169,80,69,129,51,57,54,80,105,105,69,74,33,58,998,117,884,123,497,322,155,176
2021년04월_남_40~49세,"7,659",350,256,146,116,178,101,110,114,145,211,149,98,140,49,117,"1,575",247,"1,574",199,804,500,245,235
2021년04월_남_50~59세,"9,832",478,463,322,214,248,152,196,201,274,329,258,155,239,140,232,"1,584",293,"1,696",259,807,498,407,387
2021년04월_남_60~69세,"8,609",510,435,319,208,312,196,189,221,283,349,321,179,242,166,235,969,219,"1,222",289,587,422,364,372
2021년04월_남_70~79세,"5,759",387,266,199,194,215,166,138,175,197,261,285,146,172,91,179,505,134,734,208,339,313,207,248
2021년04월_남_80~89세,"2,712",164,124,128,105,112,79,59,100,111,156,125,82,104,52,94,173,69,275,101,134,114,100,151
2021년04월_남_90~99세,258,22,8,8,8,9,7,10,14,10,27,12,12,6,4,11,10,4,25,11,6,11,11,12
2021년04월_남_100세 이상,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,1
2021년04월_여_총인구수,"54,116","2,766","2,098","1,420","1,007","1,387",895,885,"1,050","1,299","1,714","1,391",830,"1,124",606,"1,034","8,515","1,507","10,606","1,717","5,230","3,005","2,132","1,898"
2021년04월_여_연령구간인구수,"54,116","2,766","2,098","1,420","1,007","1,387",895,885,"1,050","1,299","1,714","1,391",830,"1,124",606,"1,034","8,515","1,507","10,606","1,717","5,230","3,005","2,132","1,898"
2021년04월_여_0~9세,"3,009",120,94,27,24,37,19,19,20,33,30,25,26,47,17,29,682,77,786,76,445,224,95,57
2021년04월_여_10~19세,"4,459",143,126,65,33,62,35,42,33,61,67,26,30,50,24,49,920,143,"1,349",128,574,250,145,104
2021년04월_여_20~29세,"4,640",164,157,72,41,46,48,55,41,62,98,58,38,59,28,54,947,152,"1,161",146,551,277,195,190
2021년04월_여_30~39세,"4,053",151,139,59,44,68,30,30,42,64,59,62,34,35,15,37,894,115,943,125,542,302,139,124
2021년04월_여_40~49세,"6,912",264,201,99,63,84,53,70,63,89,125,68,47,99,32,70,"1,520",224,"1,813",166,917,428,234,183
2021년04월_여_50~59세,"8,360",402,361,214,131,182,106,147,129,181,235,174,110,155,103,124,"1,417",240,"1,676",275,858,461,379,300
2021년04월_여_60~69세,"8,696",515,389,286,203,300,186,182,210,262,364,346,166,205,126,210,"1,010",202,"1,363",341,645,462,390,333
2021년04월_여_70~79세,"7,484",544,310,288,226,306,207,156,239,273,358,312,184,235,139,228,685,197,883,285,435,382,300,312
2021년04월_여_80~89세,"5,534",405,272,262,213,257,172,154,239,237,330,270,155,204,104,198,381,135,532,138,235,173,223,245
2021년04월_여_90~99세,914,54,44,46,28,44,37,28,33,34,46,46,38,32,17,35,51,21,97,36,27,45,28,47
2021년04월_여_100세 이상,55,4,5,2,1,1,2,2,1,3,2,4,2,3,1,0,8,1,3,1,1,1,4,3
