카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020년07월_계_80~89세,"16,068",717,969,"1,077","1,015",919,924,680,539,488,740,"1,499","1,221",557,"1,174",926,984,531,647,461
2020년07월_계_90~99세,"2,395",108,151,143,152,142,132,91,86,62,110,214,206,86,135,142,183,78,103,71
2020년07월_계_100세 이상,276,17,16,15,16,14,6,4,15,12,13,15,49,12,28,28,5,4,3,4
2020년07월_남_총인구수,"255,127","11,781","13,430","14,854","18,590","19,487","13,425","10,949","12,391","13,505","10,124","16,679","19,234","10,295","13,559","12,105","15,747","11,240","10,231","7,501"
2020년07월_남_연령구간인구수,"255,127","11,781","13,430","14,854","18,590","19,487","13,425","10,949","12,391","13,505","10,124","16,679","19,234","10,295","13,559","12,105","15,747","11,240","10,231","7,501"
2020년07월_남_0~9세,"17,817",650,942,"1,228","1,139","1,545",650,821,865,"1,096",616,"1,125","1,293",538,754,593,"1,347","1,334",768,513
2020년07월_남_10~19세,"28,266",959,"1,157","1,150","1,412","2,309","1,854","1,475","2,259","3,074","1,352","1,588","1,790",997,"1,183","1,083","1,624","1,099","1,190",711
2020년07월_남_20~29세,"37,982","2,248","1,756","1,845","3,449","3,288","2,580","1,606","1,767","1,564","1,352","2,301","2,785","1,677","1,757","1,844","2,275","1,315","1,434","1,139"
2020년07월_남_30~39세,"32,995","1,548","1,716","2,381","2,826","2,637","1,425","1,240",927,886,"1,038","2,163","2,532","1,238","1,586","1,439","2,336","2,417","1,446","1,214"
2020년07월_남_40~49세,"41,823","1,816","2,228","2,383","2,806","3,189","1,926","1,923","2,297","2,943","1,691","2,963","2,795","1,560","2,069","1,868","2,604","1,973","1,648","1,141"
2020년07월_남_50~59세,"42,812","1,824","2,213","2,256","2,807","3,012","2,404","1,929","2,396","2,401","1,803","2,724","3,344","1,971","2,464","2,214","2,610","1,436","1,700","1,304"
2020년07월_남_60~69세,"31,037","1,484","1,962","2,022","2,493","2,073","1,585","1,148","1,186",976,"1,231","2,072","2,822","1,394","2,029","1,692","1,745",965,"1,235",923
2020년07월_남_70~79세,"16,158",911,"1,121","1,166","1,234","1,046",692,561,473,399,760,"1,227","1,326",684,"1,221",999,846,513,586,393
2020년07월_남_80~89세,"5,559",312,298,387,382,341,264,224,193,144,255,461,468,213,458,326,318,170,203,142
2020년07월_남_90~99세,594,25,36,34,40,41,43,21,24,18,26,52,46,18,30,41,41,18,21,19
2020년07월_남_100세 이상,84,4,1,2,2,6,2,1,4,4,0,3,33,5,8,6,1,0,0,2
2020년07월_여_총인구수,"272,854","11,087","14,410","16,131","19,421","20,473","14,461","11,997","12,924","14,089","10,835","19,357","20,313","10,519","13,738","12,759","18,140","12,115","11,261","8,824"
2020년07월_여_연령구간인구수,"272,854","11,087","14,410","16,131","19,421","20,473","14,461","11,997","12,924","14,089","10,835","19,357","20,313","10,519","13,738","12,759","18,140","12,115","11,261","8,824"
2020년07월_여_0~9세,"16,740",624,915,"1,126","1,077","1,443",597,769,766,916,614,"1,108","1,180",512,722,569,"1,302","1,260",730,510
2020년07월_여_10~19세,"26,295",831,"1,094","1,074","1,395","2,238","1,469","1,419","2,245","2,750","1,061","1,732","1,650",945,988,"1,045","1,520","1,068","1,067",704
2020년07월_여_20~29세,"35,825","1,629","1,537","1,822","3,364","3,368","2,226","1,556","1,595","1,421","1,271","2,129","2,678","1,661","1,521","1,643","2,421","1,397","1,305","1,281"
2020년07월_여_30~39세,"33,125","1,309","1,680","2,388","2,706","2,648","1,372","1,368","1,035","1,170","1,003","2,263","2,485","1,152","1,452","1,258","2,660","2,451","1,432","1,293"
2020년07월_여_40~49세,"46,041","1,689","2,190","2,350","2,706","3,543","2,430","2,227","2,911","3,772","1,934","3,096","3,046","1,672","2,004","1,939","3,092","2,007","2,002","1,431"
2020년07월_여_50~59세,"45,507","1,811","2,403","2,602","3,060","3,097","2,616","2,054","2,229","2,064","1,837","3,013","3,773","1,999","2,422","2,346","3,044","1,607","1,931","1,599"
2020년07월_여_60~69세,"35,624","1,620","2,406","2,518","2,862","2,260","1,880","1,290","1,078","1,020","1,392","2,713","3,008","1,407","2,231","1,927","2,153","1,244","1,489","1,126"
2020년07월_여_70~79세,"21,195","1,073","1,384","1,439","1,492","1,189","1,118",785,646,580,"1,141","2,091","1,564",752,"1,557","1,309","1,136",656,776,507
2020년07월_여_80~89세,"10,509",405,671,690,633,578,660,456,346,344,485,"1,038",753,344,716,600,666,361,444,319
2020년07월_여_90~99세,"1,801",83,115,109,112,101,89,70,62,44,84,162,160,68,105,101,142,60,82,52
2020년07월_여_100세 이상,192,13,15,13,14,8,4,3,11,8,13,12,16,7,20,22,4,4,3,2
