카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년10월_남_60~69세,"26,091","1,207",645,"1,516","1,853","1,418",754,"1,048","1,509","1,541","1,281","1,907",723,917,"1,573","1,349",967,904,"2,421",814,"1,744"
2020년10월_남_70~79세,"14,009",611,265,879,"1,195",728,436,625,924,894,670,911,419,468,867,802,566,501,972,402,874
2020년10월_남_80~89세,"4,594",189,77,307,390,272,157,233,353,228,196,312,142,141,256,249,164,161,340,147,280
2020년10월_남_90~99세,359,16,13,31,23,21,12,24,17,25,14,28,10,7,16,23,10,11,19,14,25
2020년10월_남_100세 이상,48,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,2,6
2020년10월_여_총인구수,"185,063","7,725","4,990","10,976","11,517","10,802","7,029","10,024","11,222","11,751","9,161","12,548","5,377","6,005","10,049","8,816","9,000","5,836","15,266","6,335","10,634"
2020년10월_여_연령구간인구수,"185,063","7,725","4,990","10,976","11,517","10,802","7,029","10,024","11,222","11,751","9,161","12,548","5,377","6,005","10,049","8,816","9,000","5,836","15,266","6,335","10,634"
2020년10월_여_0~9세,"10,548",322,297,752,620,617,278,528,489,945,570,633,380,344,482,521,630,349,904,267,620
2020년10월_여_10~19세,"12,274",258,238,933,704,761,331,540,589,925,945,"1,003",348,492,593,665,518,420,"1,275",240,496
2020년10월_여_20~29세,"26,635","1,754","1,015","1,022","1,081","1,484","1,733","2,335","1,811","1,241",926,"1,354",662,596,"1,501","1,013","1,850",747,"1,754","1,401","1,355"
2020년10월_여_30~39세,"23,308","1,112",816,"1,143","1,196","1,257","1,198","1,674","1,548","1,553",883,"1,151",814,663,"1,061",955,"1,392",546,"1,711","1,114","1,521"
2020년10월_여_40~49세,"25,522",806,694,"1,749","1,550","1,562",902,"1,278","1,524","1,862","1,502","1,807",740,890,"1,257","1,222","1,176",791,"2,178",763,"1,269"
2020년10월_여_50~59세,"30,178","1,169",792,"1,761","1,933","1,913",821,"1,198","1,627","1,951","1,734","2,363",803,"1,147","1,746","1,519","1,303",997,"2,886",843,"1,672"
2020년10월_여_60~69세,"29,372","1,177",649,"1,858","2,221","1,630",866,"1,167","1,808","1,661","1,405","2,206",875,980,"1,801","1,596","1,154","1,015","2,570",864,"1,869"
2020년10월_여_70~79세,"17,697",718,304,"1,161","1,464",995,585,823,"1,215","1,085",793,"1,253",499,580,"1,111",898,642,648,"1,212",522,"1,189"
2020년10월_여_80~89세,"8,188",342,145,516,650,512,267,398,531,443,346,655,226,267,428,362,290,295,676,276,563
2020년10월_여_90~99세,"1,157",55,33,76,86,63,44,70,71,59,47,112,24,41,61,56,43,26,92,38,60
2020년10월_여_100세 이상,184,12,7,5,12,8,4,13,9,26,10,11,6,5,8,9,2,2,8,7,20
