카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년02월_계_80~89세,"14,249","7,036",282,643,487,349,457,633,263,340,629,613,967,389,530,454,"7,213",453,228,583,446,351,"1,053",515,539,350,433,306,161,413,441,382,251,308
2021년02월_계_90~99세,"2,231","1,007",52,90,58,50,52,74,57,49,76,117,137,50,68,77,"1,224",87,47,113,68,61,170,79,62,36,80,43,39,66,76,86,48,63
2021년02월_계_100세 이상,189,92,1,11,8,0,5,15,9,6,12,7,8,1,7,2,97,19,10,8,2,2,12,7,2,6,4,1,5,6,8,1,0,4
2021년02월_남_총인구수,"272,392","119,191","6,283","10,903","8,372","3,619","5,294","10,876","7,716","5,672","8,679","9,703","16,232","6,815","7,688","11,339","153,201","10,479","5,333","9,003","8,388","4,997","18,012","9,790","13,172","7,320","11,642","8,244","6,679","9,887","10,991","7,304","6,508","5,452"
2021년02월_남_연령구간인구수,"272,392","119,191","6,283","10,903","8,372","3,619","5,294","10,876","7,716","5,672","8,679","9,703","16,232","6,815","7,688","11,339","153,201","10,479","5,333","9,003","8,388","4,997","18,012","9,790","13,172","7,320","11,642","8,244","6,679","9,887","10,991","7,304","6,508","5,452"
2021년02월_남_0~9세,"19,900","7,675",444,553,440,133,248,593,848,242,503,764,"1,104",445,317,"1,041","12,225",933,388,456,745,341,"1,067",618,"1,121",686,"1,242",765,937,715,821,563,465,362
2021년02월_남_10~19세,"27,103","9,716",553,790,679,240,385,670,653,372,641,796,"1,405",715,603,"1,214","17,387","1,147",544,731,"1,177",371,"1,543",708,"1,237",853,"1,939","1,785",664,851,"1,015","1,188",850,784
2021년02월_남_20~29세,"40,014","17,823",973,"1,719","1,320",529,760,"1,697","1,011",871,"1,297","1,324","2,419","1,067","1,111","1,725","22,191","1,446",818,"1,478","1,075",708,"3,125","1,594","1,754","1,115","1,336",933,732,"1,644","1,712",969,961,791
2021년02월_남_30~39세,"39,473","17,280",969,"1,603","1,188",520,720,"1,972","1,303",906,"1,178","1,337","2,115",784,932,"1,753","22,193","1,332",680,"1,247","1,040","1,149","2,546","1,654","2,979",880,"1,485",530,"1,381","1,570","1,502",849,822,547
2021년02월_남_40~49세,"42,994","17,843",991,"1,587","1,199",533,752,"1,704","1,316",804,"1,167","1,430","2,465","1,050","1,134","1,711","25,151","1,658",790,"1,140","1,504",814,"2,433","1,509","2,447","1,153","2,472","1,808","1,236","1,336","1,619","1,343",988,901
2021년02월_남_50~59세,"47,269","21,162","1,106","1,946","1,476",699,984,"1,818","1,279",988,"1,551","1,626","3,038","1,268","1,615","1,768","26,107","1,836",987,"1,744","1,345",740,"3,291","1,756","1,851","1,451","1,735","1,389",892,"1,751","1,997","1,220","1,179",943
2021년02월_남_60~69세,"35,531","17,209",774,"1,671","1,306",526,866,"1,469",848,940,"1,436","1,493","2,274",976,"1,191","1,439","18,322","1,423",742,"1,437",964,562,"2,544","1,208","1,191",768,968,662,554,"1,403","1,631",734,845,686
2021년02월_남_70~79세,"14,637","7,710",346,775,577,286,407,692,347,412,654,695,"1,031",383,591,514,"6,927",504,302,559,395,207,"1,081",534,398,275,322,248,221,459,522,288,302,310
2021년02월_남_80~89세,"4,885","2,511",115,237,171,129,159,226,96,131,234,206,352,120,177,158,"2,374",174,70,178,128,93,334,189,179,128,120,111,55,144,150,124,85,112
2021년02월_남_90~99세,531,231,12,18,14,24,11,30,12,5,13,28,28,7,14,15,300,25,8,30,14,12,46,20,14,10,20,13,6,12,18,26,11,15
2021년02월_남_100세 이상,55,31,0,4,2,0,2,5,3,1,5,4,1,0,3,1,24,1,4,3,1,0,2,0,1,1,3,0,1,2,4,0,0,1
2021년02월_여_총인구수,"278,547","118,940","6,347","10,862","8,393","3,628","5,308","10,233","7,990","5,327","8,879","10,048","16,195","6,786","7,578","11,366","159,607","11,028","5,688","9,235","9,080","5,992","18,726","9,501","14,055","7,597","12,258","8,473","6,463","10,247","10,913","7,960","6,673","5,718"
2021년02월_여_연령구간인구수,"278,547","118,940","6,347","10,862","8,393","3,628","5,308","10,233","7,990","5,327","8,879","10,048","16,195","6,786","7,578","11,366","159,607","11,028","5,688","9,235","9,080","5,992","18,726","9,501","14,055","7,597","12,258","8,473","6,463","10,247","10,913","7,960","6,673","5,718"
2021년02월_여_0~9세,"19,228","7,493",466,593,390,132,229,557,871,228,479,654,"1,082",477,359,976,"11,735",832,391,456,669,341,977,607,"1,149",658,"1,188",628,888,719,794,573,480,385
2021년02월_여_10~19세,"25,112","8,918",528,723,631,254,336,650,641,339,621,710,"1,212",618,544,"1,111","16,194","1,045",531,622,"1,051",347,"1,390",736,"1,168",813,"1,810","1,634",587,811,"1,043","1,090",766,750
2021년02월_여_20~29세,"37,153","16,285",966,"1,754","1,135",548,660,"1,516",976,730,"1,161","1,230","2,196",885,"1,030","1,498","20,868","1,468",784,"1,298","1,032",776,"2,740","1,365","1,852","1,030","1,216",916,712,"1,550","1,514",987,911,717
2021년02월_여_30~39세,"37,292","15,352",910,"1,332","1,005",415,628,"1,541","1,406",613,962,"1,341","2,051",746,746,"1,656","21,940","1,435",697,"1,110","1,159","1,132","2,267","1,352","2,802",989,"1,729",708,"1,385","1,439","1,445",996,774,521
2021년02월_여_40~49세,"44,731","17,025",988,"1,458","1,133",447,719,"1,469","1,271",674,"1,135","1,523","2,352","1,042","1,057","1,757","27,706","1,822",876,"1,176","1,767",995,"2,581","1,480","2,613","1,323","2,831","2,175","1,131","1,476","1,635","1,609","1,169","1,047"
2021년02월_여_50~59세,"50,122","21,972","1,080","2,053","1,603",645,948,"1,757","1,304","1,030","1,756","1,874","3,103","1,283","1,477","2,059","28,150","2,042","1,132","1,954","1,417",944,"3,757","1,756","2,149","1,490","1,708","1,240",858,"1,959","2,186","1,280","1,265","1,013"
2021년02월_여_60~69세,"36,490","17,723",809,"1,622","1,427",551,935,"1,564",909,987,"1,513","1,525","2,273",961,"1,238","1,409","18,767","1,443",738,"1,485","1,088",754,"2,791","1,198","1,286",746,947,620,561,"1,431","1,465",713,792,709
2021년02월_여_70~79세,"17,221","8,810",392,842,703,390,511,718,394,468,787,692,"1,195",461,716,541,"8,411",582,336,641,524,394,"1,370",615,627,295,455,326,198,535,478,393,313,329
2021년02월_여_80~89세,"9,364","4,525",167,406,316,220,298,407,167,209,395,407,615,269,353,296,"4,839",279,158,405,318,258,719,326,360,222,313,195,106,269,291,258,166,196
2021년02월_여_90~99세,"1,700",776,40,72,44,26,41,44,45,44,63,89,109,43,54,62,924,62,39,83,54,49,124,59,48,26,60,30,33,54,58,60,37,48
2021년02월_여_100세 이상,134,61,1,7,6,0,3,10,6,5,7,3,7,1,4,1,73,18,6,5,1,2,10,7,1,5,1,1,4,4,4,1,0,3
