,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년07월_계_80~89세,"24,349","6,102",416,234,303,504,472,413,443,449,460,453,371,286,133,837,78,157,93,"5,556",914,401,193,658,280,741,621,400,342,462,544,"12,691",697,651,246,227,375,842,653,506,883,423,628,416,447,570,762,373,403,476,"1,025",481,"1,220",387
2020년07월_계_90~99세,"4,087",923,55,36,42,63,74,63,54,73,64,81,49,40,33,129,16,31,20,876,139,75,32,104,35,92,85,67,62,84,101,"2,288",122,98,47,43,71,106,119,94,153,71,120,75,101,101,137,63,76,77,197,79,260,78
2020년07월_계_100세 이상,482,204,22,17,9,13,18,17,18,19,14,15,25,4,5,5,0,1,2,182,32,39,30,14,5,22,11,12,10,4,3,96,7,3,2,1,3,6,3,2,4,5,4,6,5,6,8,3,3,3,6,3,12,1
2020년07월_남_총인구수,"465,033","118,933","7,069","4,935","5,848","7,966","8,028","7,002","6,927","6,553","8,211","7,916","6,627","4,981","6,207","22,449","2,563","3,931","1,720","110,495","17,491","7,586","3,642","12,165","5,291","12,407","13,553","7,336","6,645","10,743","13,636","235,605","13,182","8,666","5,262","7,035","9,939","14,653","7,676","7,605","15,731","9,279","12,797","6,846","8,847","8,045","14,613","11,731","12,095","13,485","13,641","8,675","15,255","10,547"
2020년07월_남_연령구간인구수,"465,033","118,933","7,069","4,935","5,848","7,966","8,028","7,002","6,927","6,553","8,211","7,916","6,627","4,981","6,207","22,449","2,563","3,931","1,720","110,495","17,491","7,586","3,642","12,165","5,291","12,407","13,553","7,336","6,645","10,743","13,636","235,605","13,182","8,666","5,262","7,035","9,939","14,653","7,676","7,605","15,731","9,279","12,797","6,846","8,847","8,045","14,613","11,731","12,095","13,485","13,641","8,675","15,255","10,547"
2020년07월_남_0~9세,"35,925","7,846",272,381,214,284,409,336,364,205,398,577,333,328,381,"2,637",280,347,100,"7,095",797,490,218,643,370,751,916,293,325,764,"1,528","20,984","1,080",664,595,561,771,"1,048",515,735,"1,286",753,"1,210",559,702,627,"1,238","1,579","1,487","1,574",985,743,"1,141","1,131"
2020년07월_남_10~19세,"45,567","9,001",381,462,356,424,632,486,652,397,589,704,567,484,261,"1,995",250,254,107,"8,799","1,030",498,247,990,510,"1,080",963,516,508,981,"1,476","27,767","1,603","1,183","1,011","1,311",981,"1,646",792,927,"2,216","1,184","1,627","1,008",695,915,"1,044","1,748","1,514","1,630","1,189",857,"1,480","1,206"
2020년07월_남_20~29세,"67,802","17,958","1,098",661,912,"1,409","1,299","1,105","1,096",963,"1,231","1,140",915,715,"1,212","2,830",470,649,253,"16,371","2,984",851,485,"1,857",884,"1,937","1,987",996,986,"1,662","1,742","33,473","2,000","1,194",529,959,"1,663","2,123","1,064","1,068","2,290","1,501","1,780",983,"1,445","1,060","2,232","1,163","1,530","1,916","2,061","1,327","2,327","1,258"
2020년07월_남_30~39세,"69,668","18,605","1,065",660,877,"1,255","1,221",977,919,881,"1,198","1,186",908,626,"1,597","3,632",506,822,275,"16,779","3,280","1,009",628,"1,749",692,"1,644","2,213",950,927,"1,528","2,159","34,284","1,859","1,166",391,779,"1,883","2,368","1,526","1,109","2,071","1,226","1,776",608,"1,470",996,"2,958","1,399","1,575","1,822","2,232","1,391","2,228","1,451"
2020년07월_남_40~49세,"78,254","19,516","1,160",785,970,"1,196","1,233","1,088","1,133",994,"1,230","1,283","1,227",864,"1,204","3,987",405,510,247,"17,805","2,633","1,306",578,"1,986",854,"1,975","2,246","1,143","1,021","1,588","2,475","40,933","2,174","1,685","1,213","1,514","1,563","2,676","1,231","1,331","2,947","1,469","2,176","1,109","1,373","1,277","2,220","2,525","2,288","2,263","2,117","1,435","2,395","1,952"
2020년07월_남_50~59세,"77,673","20,559","1,407",876,"1,168","1,404","1,446","1,348","1,247","1,360","1,481","1,323","1,145",884,729,"3,554",293,630,264,"19,603","2,893","1,515",634,"2,181",921,"2,257","2,366","1,624","1,339","1,927","1,946","37,511","2,059","1,426",815,"1,099","1,406","2,364","1,133","1,205","2,514","1,644","2,070","1,186","1,322","1,253","2,161","1,776","1,982","2,262","2,160","1,424","2,512","1,738"
2020년07월_남_60~69세,"54,059","15,459","1,040",680,806,"1,164","1,065","1,043",876,"1,044","1,219",983,862,626,515,"2,574",231,460,271,"14,947","2,343","1,188",541,"1,683",617,"1,625","1,812","1,137",992,"1,553","1,456","23,653","1,380",662,371,505,"1,006","1,219",828,648,"1,308",943,"1,267",810,"1,102","1,096","1,757",973,"1,090","1,299","1,626",871,"1,687","1,205"
2020년07월_남_70~79세,"25,998","7,529",496,333,419,625,545,456,460,523,656,515,497,337,247,950,100,207,163,"6,928","1,157",530,224,817,341,839,813,542,433,583,649,"11,541",699,391,222,216,487,779,387,340,687,392,622,403,526,555,751,405,465,557,854,413,933,457
2020년07월_남_80~89세,"8,948","2,176",131,82,113,188,156,136,168,156,191,180,149,109,52,262,25,43,35,"1,940",338,156,76,238,96,266,217,119,101,147,186,"4,832",288,263,101,80,164,388,176,213,369,150,237,164,183,241,227,149,146,141,359,192,467,134
2020년07월_남_90~99세,"1,007",222,13,10,11,16,15,21,8,23,15,20,14,7,7,26,3,8,5,179,28,26,6,19,5,26,17,13,11,10,18,606,38,32,13,11,14,39,23,27,42,14,30,15,28,24,25,14,17,21,58,22,84,15
2020년07월_남_100세 이상,132,62,6,5,2,1,7,6,4,7,3,5,10,1,2,2,0,1,0,49,8,17,5,2,1,7,3,3,2,0,1,21,2,0,1,0,1,3,1,2,1,3,2,1,1,1,0,0,1,0,0,0,1,0
2020년07월_여_총인구수,"473,949","116,060","6,445","5,073","5,401","7,703","7,943","6,708","6,812","6,111","8,115","8,128","6,291","5,102","5,164","23,318","2,261","3,977","1,508","107,651","16,256","6,682","3,458","12,767","5,549","12,522","12,621","6,779","6,116","10,546","14,355","250,238","13,544","9,535","5,508","7,146","10,026","16,462","8,491","8,076","16,809","9,563","13,390","7,113","9,045","8,899","14,984","12,226","12,715","14,551","15,414","9,246","16,473","11,022"
2020년07월_여_연령구간인구수,"473,949","116,060","6,445","5,073","5,401","7,703","7,943","6,708","6,812","6,111","8,115","8,128","6,291","5,102","5,164","23,318","2,261","3,977","1,508","107,651","16,256","6,682","3,458","12,767","5,549","12,522","12,621","6,779","6,116","10,546","14,355","250,238","13,544","9,535","5,508","7,146","10,026","16,462","8,491","8,076","16,809","9,563","13,390","7,113","9,045","8,899","14,984","12,226","12,715","14,551","15,414","9,246","16,473","11,022"
2020년07월_여_0~9세,"34,144","7,623",266,362,216,267,388,339,384,206,437,566,293,323,391,"2,531",274,294,86,"6,654",822,422,218,677,317,646,818,280,287,735,"1,432","19,867",996,631,597,525,745,"1,077",423,633,"1,209",704,"1,145",509,683,665,"1,122","1,513","1,357","1,482",974,640,"1,153","1,084"
2020년07월_여_10~19세,"43,222","8,481",347,460,309,407,559,463,615,319,525,636,510,461,238,"2,092",192,271,77,"8,259",982,424,233,"1,023",569,"1,008",917,484,434,831,"1,354","26,482","1,438","1,098",981,"1,167",983,"1,664",659,861,"2,183","1,103","1,546",862,639,876,"1,087","1,646","1,518","1,557","1,223",891,"1,338","1,162"
2020년07월_여_20~29세,"64,364","16,175",912,613,825,"1,379","1,205",857,935,814,"1,146","1,027",793,701,"1,075","2,795",271,659,168,"15,070","2,785",733,461,"2,009",927,"1,676","1,589",842,854,"1,491","1,703","33,119","1,821","1,281",453,932,"1,498","2,608","1,039","1,005","2,384","1,356","1,687",885,"1,371","1,111","2,008","1,188","1,485","1,951","2,127","1,401","2,283","1,245"
2020년07월_여_30~39세,"67,721","16,131",757,667,671,971,989,833,753,616,975,"1,096",715,565,"1,126","3,988",415,765,229,"14,571","2,443",925,502,"1,667",676,"1,409","1,851",728,699,"1,385","2,286","37,019","1,827","1,365",539,800,"1,750","2,759","1,507","1,272","2,206","1,189","1,873",775,"1,465","1,189","2,554","1,828","1,958","2,180","2,501","1,457","2,338","1,687"
2020년07월_여_40~49세,"80,108","17,356",875,801,773,960,"1,125",967,"1,094",801,"1,139","1,232","1,015",810,820,"3,881",355,506,202,"15,941","2,170",971,491,"1,873",848,"1,930","1,845",935,841,"1,517","2,520","46,811","2,569","2,067","1,456","1,735","1,717","3,342","1,480","1,517","3,522","1,840","2,557","1,366","1,413","1,524","2,231","2,718","2,407","2,500","2,413","1,585","2,765","2,087"
2020년07월_여_50~59세,"78,035","19,893","1,173",904,996,"1,342","1,416","1,259","1,167","1,174","1,481","1,441","1,092",876,631,"3,757",304,626,254,"19,424","2,808","1,164",639,"2,206",937,"2,297","2,331","1,380","1,277","2,111","2,274","38,718","2,206","1,361",648,"1,003","1,496","2,351","1,274","1,230","2,447","1,671","2,078","1,182","1,449","1,361","2,494","1,586","1,942","2,495","2,443","1,503","2,724","1,774"
2020년07월_여_60~69세,"56,154","16,426","1,127",745,866,"1,220","1,198","1,017",925,"1,130","1,312","1,122",951,701,550,"2,549",274,475,264,"15,108","2,244","1,102",488,"1,839",656,"1,791","1,848","1,160",929,"1,448","1,603","24,620","1,437",722,384,550,"1,041","1,255",897,715,"1,367",933,"1,283",786,"1,085","1,113","1,887","1,004","1,184","1,384","1,786",888,"1,706","1,213"
2020년07월_여_70~79세,"31,370","9,206",645,331,517,782,677,643,604,696,771,664,650,452,223,"1,044",110,244,153,"8,178","1,291",625,258,956,401,"1,209",942,626,495,635,740,"13,986",752,553,270,254,526,882,637,483,863,435,738,431,599,649,946,467,546,608,"1,136",532,"1,226",453
2020년07월_여_80~89세,"15,401","3,926",285,152,190,316,316,277,275,293,269,273,222,177,81,575,53,114,58,"3,616",576,245,117,420,184,475,404,281,241,315,358,"7,859",409,388,145,147,211,454,477,293,514,273,391,252,264,329,535,224,257,335,666,289,753,253
2020년07월_여_90~99세,"3,080",701,42,26,31,47,59,42,46,50,49,61,35,33,26,103,13,23,15,697,111,49,26,85,30,66,68,54,51,74,83,"1,682",84,66,34,32,57,67,96,67,111,57,90,60,73,77,112,49,59,56,139,57,176,63
2020년07월_여_100세 이상,350,142,16,12,7,12,11,11,14,12,11,10,15,3,3,3,0,0,2,133,24,22,25,12,4,15,8,9,8,4,2,75,5,3,1,1,2,3,2,0,3,2,2,5,4,5,8,3,2,3,6,3,11,1
