,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년08월_남_20~29세,"58,693","5,593","1,071","5,891","3,490",456,353,488,592,347,673,646,293,829,"1,236","4,228","3,345","1,558","2,079",937,"1,797","4,388","1,919","3,489","2,139","2,569","2,555","4,399","1,333"
2021년08월_남_30~39세,"78,882","6,094",974,"8,744","4,248",359,322,543,553,316,699,594,266,803,"2,388","4,926","3,395","1,418","2,795",772,"1,612","4,851","1,749","4,319","3,641","5,431","4,187","9,164","3,719"
2021년08월_남_40~49세,"89,867","8,360","1,619","9,984","3,986",521,433,679,819,497,976,847,332,"1,007","2,384","4,391","3,208","2,504","3,113","1,329","2,172","5,055","4,199","4,306","6,796","4,434","3,662","9,304","2,950"
2021년08월_남_50~59세,"64,418","6,868","2,013","6,320","3,648",807,702,900,"1,204",907,"1,499","1,337",595,"1,495","1,410","3,198","2,460","1,752","2,188","1,217","2,143","3,645","2,591","2,287","3,161","2,291","2,042","4,442","1,296"
2021년08월_남_60~69세,"38,964","4,320","1,565","3,549","2,645",727,727,734,"1,211",982,"1,205","1,226",547,"1,221",729,"1,865","1,410",825,"1,383",698,"1,606","1,286","1,028",957,"1,100","1,258",945,"2,388",827
2021년08월_남_70~79세,"15,345","1,812",765,"1,351","1,038",326,326,354,583,431,429,529,212,495,137,684,563,417,365,329,651,459,427,499,330,494,311,765,263
2021년08월_남_80~89세,"5,542",568,306,511,364,140,153,144,297,215,191,256,96,223,44,250,206,153,102,107,198,155,163,178,90,133,79,151,69
2021년08월_남_90~99세,446,47,32,38,34,13,15,9,30,21,21,20,7,16,4,18,10,8,7,5,11,10,4,17,7,14,8,15,5
2021년08월_남_100세 이상,18,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0
2021년08월_여_총인구수,"420,719","41,515","7,904","40,682","19,451","3,304","2,496","2,781","5,031","3,217","3,979","4,349","1,545","4,847","11,458","20,008","17,412","12,345","15,865","6,611","10,857","24,773","17,931","20,309","26,503","21,761","16,880","42,670","14,235"
2021년08월_여_연령구간인구수,"420,719","41,515","7,904","40,682","19,451","3,304","2,496","2,781","5,031","3,217","3,979","4,349","1,545","4,847","11,458","20,008","17,412","12,345","15,865","6,611","10,857","24,773","17,931","20,309","26,503","21,761","16,880","42,670","14,235"
2021년08월_여_0~9세,"50,030","4,149",393,"5,022","1,958",118,89,102,215,89,148,165,34,187,"2,112","2,043","1,813","1,105","2,016",584,815,"2,976","1,946","2,670","4,232","3,027","2,440","7,035","2,547"
2021년08월_여_10~19세,"48,757","5,032",686,"5,024","1,786",208,149,173,362,134,219,261,79,333,"1,211","1,865","1,784","1,955","1,939",874,"1,031","3,375","3,279","2,572","4,517","2,145","1,690","4,763","1,311"
2021년08월_여_20~29세,"49,290","5,008",716,"4,753","2,397",341,221,257,411,196,318,391,121,509,"1,154","2,979","2,655","1,470","1,893",755,"1,330","3,718","1,818","2,844","2,115","2,724","2,483","4,332","1,381"
2021년08월_여_30~39세,"71,972","5,814",613,"6,803","3,012",266,194,241,343,211,346,317,114,387,"2,482","3,687","3,035","1,468","2,826",718,"1,253","4,595","2,161","3,869","4,816","5,220","3,789","9,659","3,733"
2021년08월_여_40~49세,"79,059","7,788","1,101","7,868","3,028",385,241,303,592,301,481,449,142,577,"2,159","3,415","3,058","2,721","2,939","1,275","1,745","5,096","4,455","4,087","6,536","4,068","3,164","8,516","2,569"
2021년08월_여_50~59세,"55,321","6,095","1,502","5,026","3,010",637,472,537,898,652,782,779,301,929,"1,452","2,819","2,450","1,655","2,306","1,090","1,974","2,994","2,295","2,067","2,582","2,173","1,826","4,628","1,390"
2021년08월_여_60~69세,"37,323","4,356","1,391","3,431","2,429",663,510,555,"1,009",809,862,948,357,939,640,"1,859","1,498","1,005","1,306",734,"1,550","1,228","1,109","1,219","1,060","1,473",937,"2,554",892
2021년08월_여_70~79세,"17,419","2,043",840,"1,646","1,080",400,308,340,636,421,424,573,198,525,134,855,757,622,367,387,709,513,592,678,411,588,349,766,257
2021년08월_여_80~89세,"9,785","1,043",576,971,608,251,244,222,455,338,331,422,174,380,99,418,303,301,232,163,384,239,243,264,191,285,167,350,131
2021년08월_여_90~99세,"1,699",177,83,135,137,35,67,47,103,64,64,44,24,75,14,66,59,42,41,31,61,37,32,38,43,56,34,66,24
2021년08월_여_100세 이상,64,10,3,3,6,0,1,4,7,2,4,0,1,6,1,2,0,1,0,0,5,2,1,1,0,2,1,1,0
