카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2021년05월_계_80~89세,"9,922",486,381,803,740,577,313,537,327,511,422,606,490,521,569,688,"1,035",388,528
2021년05월_계_90~99세,"1,758",89,68,136,123,116,39,92,45,103,92,103,70,95,103,83,221,90,90
2021년05월_계_100세 이상,118,1,7,8,16,6,6,8,8,18,3,5,5,5,4,3,5,5,5
2021년05월_남_총인구수,"200,485","9,987","10,509","15,641","15,154","13,184","5,331","15,574","7,544","10,594","9,016","9,661","7,965","9,310","9,560","10,772","20,901","11,092","8,690"
2021년05월_남_연령구간인구수,"200,485","9,987","10,509","15,641","15,154","13,184","5,331","15,574","7,544","10,594","9,016","9,661","7,965","9,310","9,560","10,772","20,901","11,092","8,690"
2021년05월_남_0~9세,"16,813",761,921,906,"1,573","1,086",265,"1,479",954,"1,019",861,747,566,576,648,806,"1,913",764,968
2021년05월_남_10~19세,"22,882",996,"1,046","1,611","2,160","1,736",897,"1,817","1,373","1,509","1,119","1,276",704,811,941,"1,204","2,208",796,678
2021년05월_남_20~29세,"25,860","1,332","1,397","2,487","1,717","1,678",713,"1,863",643,"1,246","1,076","1,240","1,145","1,383","1,296","1,377","2,599","1,679",989
2021년05월_남_30~39세,"28,313","1,632","1,956","2,605","1,502","1,674",365,"2,482",562,"1,138","1,112","1,032","1,340","1,410","1,296","1,556","3,154","2,278","1,219"
2021년05월_남_40~49세,"35,688","1,812","1,919","2,387","2,926","2,420",830,"3,293","1,656","2,019","1,623","1,712","1,271","1,414","1,367","1,901","3,708","1,875","1,555"
2021년05월_남_50~59세,"31,107","1,452","1,473","2,415","2,521","2,329","1,071","2,208","1,159","1,800","1,359","1,734","1,130","1,406","1,521","1,747","2,962","1,668","1,152"
2021년05월_남_60~69세,"22,207","1,131",999,"1,775","1,451","1,359",593,"1,432",625,"1,035","1,064","1,058",953,"1,273","1,421","1,114","2,519","1,242","1,163"
2021년05월_남_70~79세,"12,736",637,580,"1,051",896,636,416,749,409,587,591,578,606,768,776,729,"1,395",609,723
2021년05월_남_80~89세,"4,374",206,194,364,364,230,164,226,152,213,183,253,221,244,265,321,390,165,219
2021년05월_남_90~99세,475,28,21,36,41,33,16,24,7,27,27,31,25,24,29,16,52,15,23
2021년05월_남_100세 이상,30,0,3,4,3,3,1,1,4,1,1,0,4,1,0,1,1,1,1
2021년05월_여_총인구수,"218,636","10,774","11,595","16,658","15,989","14,295","5,871","16,523","8,250","11,710","10,111","11,217","9,047","10,533","10,192","12,764","22,831","11,108","9,168"
2021년05월_여_연령구간인구수,"218,636","10,774","11,595","16,658","15,989","14,295","5,871","16,523","8,250","11,710","10,111","11,217","9,047","10,533","10,192","12,764","22,831","11,108","9,168"
2021년05월_여_0~9세,"15,845",693,980,835,"1,373",982,248,"1,516",837,944,795,724,554,556,584,825,"1,821",629,949
2021년05월_여_10~19세,"22,006",931,922,"1,216","2,030","1,650",860,"1,714","1,422","1,445","1,057","1,456",619,812,908,"1,416","2,096",797,655
2021년05월_여_20~29세,"27,963","1,463","1,681","2,878","1,825","1,829",727,"2,243",676,"1,248","1,129","1,411","1,290","1,391","1,200","1,741","2,675","1,654",902
2021년05월_여_30~39세,"33,248","1,887","2,424","2,919","2,036","2,003",450,"2,861",913,"1,441","1,441","1,342","1,592","1,650","1,391","1,918","3,431","2,126","1,423"
2021년05월_여_40~49세,"40,386","1,978","2,096","2,674","3,361","2,871","1,185","3,319","1,974","2,512","1,941","2,167","1,484","1,603","1,635","2,377","3,904","1,810","1,495"
2021년05월_여_50~59세,"31,976","1,547","1,462","2,492","2,305","2,258","1,046","1,996",982,"1,745","1,528","1,729","1,315","1,703","1,740","1,851","3,269","1,704","1,304"
2021년05월_여_60~69세,"25,803","1,238","1,139","1,968","1,626","1,512",656,"1,609",725,"1,230","1,256","1,217","1,174","1,612","1,575","1,314","3,215","1,407","1,330"
2021년05월_여_70~79세,"14,490",695,653,"1,133",962,757,522,879,504,754,658,741,704,854,777,886,"1,602",679,730
2021년05월_여_80~89세,"5,548",280,187,439,376,347,149,311,175,298,239,353,269,277,304,367,645,223,309
2021년05월_여_90~99세,"1,283",61,47,100,82,83,23,68,38,76,65,72,45,71,74,67,169,75,67
2021년05월_여_100세 이상,88,1,4,4,13,3,5,7,4,17,2,5,1,4,4,2,4,4,4
