,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년08월_계_100세 이상,110,5,4,5,6,4,3,5,6,2,3,5,4,7,4,6,4,3,1,8,18,7
2021년08월_남_총인구수,"245,308","12,022","7,430","14,226","14,109","8,497","17,013","16,269","7,294","12,626","8,784","11,667","9,068","12,820","11,393","11,707","7,544","8,713","14,218","11,312","15,058","13,538"
2021년08월_남_연령구간인구수,"245,308","12,022","7,430","14,226","14,109","8,497","17,013","16,269","7,294","12,626","8,784","11,667","9,068","12,820","11,393","11,707","7,544","8,713","14,218","11,312","15,058","13,538"
2021년08월_남_0~9세,"10,555",566,642,992,567,314,596,"1,021",210,544,490,337,247,382,400,173,560,312,349,429,835,589
2021년08월_남_10~19세,"14,084",761,570,"1,481",666,398,787,"1,350",280,771,377,419,417,514,559,246,705,414,490,777,"1,120",982
2021년08월_남_20~29세,"53,062","2,283",943,"1,917","3,423","2,656","5,095","2,558","1,881","2,777","1,771","3,217","2,259","3,123","2,839","4,136",892,"1,807","3,585","1,429","2,370","2,101"
2021년08월_남_30~39세,"47,443","2,193","1,252","1,882","3,177","1,954","3,671","2,646","1,630","2,586","1,951","2,707","1,818","2,873","2,244","3,377",864,"1,761","3,286","1,422","2,184","1,965"
2021년08월_남_40~49세,"35,534","1,742","1,242","2,404","1,870","1,066","2,076","2,651",922,"1,775","1,159","1,510","1,200","1,929","1,470","1,420","1,459","1,206","2,366","1,681","2,349","2,037"
2021년08월_남_50~59세,"33,876","1,609","1,128","2,325","1,688",848,"1,913","2,419",902,"1,685","1,181","1,329","1,223","1,648","1,600","1,047","1,318","1,270","2,026","2,055","2,372","2,290"
2021년08월_남_60~69세,"27,874","1,562",891,"1,773","1,470",666,"1,552","1,956",782,"1,359","1,018","1,172",996,"1,333","1,258",721,961,"1,087","1,242","1,917","2,155","2,003"
2021년08월_남_70~79세,"16,721",974,522,"1,058",908,430,987,"1,226",485,818,603,719,669,752,737,429,582,609,608,"1,147","1,279","1,179"
2021년08월_남_80~89세,"5,748",308,221,359,316,151,311,424,191,288,221,242,227,254,271,152,190,224,248,415,361,374
2021년08월_남_90~99세,389,24,17,34,22,12,24,16,10,23,13,14,11,12,14,5,12,23,18,39,28,18
2021년08월_남_100세 이상,22,0,2,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년08월_여_총인구수,"242,996","12,431","7,802","15,225","14,942","8,385","18,392","17,034","7,950","13,255","9,388","10,942","8,941","10,448","11,238","10,392","7,850","8,540","9,384","11,312","15,716","13,429"
2021년08월_여_연령구간인구수,"242,996","12,431","7,802","15,225","14,942","8,385","18,392","17,034","7,950","13,255","9,388","10,942","8,941","10,448","11,238","10,392","7,850","8,540","9,384","11,312","15,716","13,429"
2021년08월_여_0~9세,"9,996",561,569,905,530,308,608,920,172,500,443,309,279,371,356,170,565,309,329,383,814,595
2021년08월_여_10~19세,"13,573",693,560,"1,363",674,419,832,"1,310",295,742,422,392,412,512,506,254,691,412,463,674,"1,102",845
2021년08월_여_20~29세,"55,878","2,499",880,"1,906","4,156","2,890","6,448","2,840","2,629","3,063","2,129","3,167","2,153","2,491","3,050","4,341",840,"2,187","2,522","1,260","2,434","1,993"
2021년08월_여_30~39세,"38,215","1,842","1,269","1,880","2,767","1,578","3,218","2,505","1,356","2,366","1,706","1,879","1,364","1,737","1,726","2,367",942,"1,434","1,564","1,095","2,008","1,612"
2021년08월_여_40~49세,"30,845","1,594","1,186","2,475","1,713",919,"1,921","2,472",797,"1,711","1,112","1,233","1,017","1,237","1,365","1,044","1,417","1,057","1,127","1,442","2,224","1,782"
2021년08월_여_50~59세,"33,163","1,769","1,164","2,432","1,748",781,"1,899","2,427",889,"1,771","1,370","1,397","1,190","1,446","1,580",760,"1,255","1,088","1,172","2,038","2,542","2,445"
2021년08월_여_60~69세,"32,016","1,795","1,080","2,150","1,735",719,"1,812","2,390",909,"1,633","1,246","1,391","1,263","1,444","1,402",768,"1,144","1,099","1,143","2,204","2,532","2,157"
2021년08월_여_70~79세,"19,967","1,136",687,"1,405","1,160",522,"1,167","1,505",615,"1,032",694,803,841,822,885,489,676,629,709,"1,439","1,409","1,342"
2021년08월_여_80~89세,"8,008",459,352,622,395,224,420,564,257,386,219,327,362,322,315,164,277,285,306,648,547,557
2021년08월_여_90~99세,"1,247",78,53,83,60,23,65,98,26,49,44,40,57,59,50,30,40,37,48,122,91,94
2021년08월_여_100세 이상,88,5,2,4,4,2,2,3,5,2,3,4,3,7,3,5,3,3,1,7,13,7
