카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년02월_계_80~89세,"105,793","6,697","10,232","9,846","6,398","4,559","3,707","3,143","2,421","7,276","4,621","4,442","3,776","3,471","5,791","3,896","4,034","3,299","3,831","3,609","4,215","2,729","3,800"
2020년02월_계_90~99세,"14,984",899,"1,507","1,499",936,696,577,491,338,"1,175",663,609,583,455,772,498,553,460,522,464,510,340,437
2020년02월_계_100세 이상,822,77,98,56,64,22,31,12,18,48,42,31,26,30,40,33,34,26,37,41,23,16,17
2020년02월_남_총인구수,"934,900","114,262","143,645","140,306","57,676","79,213","23,619","14,036","12,687","31,368","20,035","30,958","18,639","16,925","34,542","27,926","40,776","16,341","26,740","23,431","25,415","15,047","21,313"
2020년02월_남_연령구간인구수,"934,900","114,262","143,645","140,306","57,676","79,213","23,619","14,036","12,687","31,368","20,035","30,958","18,639","16,925","34,542","27,926","40,776","16,341","26,740","23,431","25,415","15,047","21,313"
2020년02월_남_0~9세,"70,370","10,281","11,132","12,443","5,237","7,175","1,200",606,605,"1,332",985,"1,845","1,063",971,"2,183","1,968","3,648",769,"1,926","1,514","1,709",883,895
2020년02월_남_10~19세,"89,867","13,170","14,378","16,344","4,802","8,529","1,609","1,108","1,025","2,173","1,386","3,126","1,573","1,347","2,862","2,487","4,520","1,142","2,255","1,814","1,933","1,177","1,107"
2020년02월_남_20~29세,"112,492","14,890","19,189","20,063","6,463","11,893","2,964","1,363","1,121","2,540","1,764","3,680","1,787","1,614","3,172","2,840","4,418","1,552","2,846","2,850","2,244","1,399","1,840"
2020년02월_남_30~39세,"101,654","14,391","17,257","17,108","7,730","10,212","2,006",990,982,"2,117","1,477","2,504","1,585","1,337","2,803","2,877","4,781","1,228","2,610","2,100","2,398","1,278","1,883"
2020년02월_남_40~49세,"142,204","19,756","22,502","21,741","9,241","12,331","3,180","1,828","1,713","3,890","2,496","4,519","2,409","2,181","4,774","4,560","6,761","2,193","3,894","3,364","3,732","2,094","3,045"
2020년02월_남_50~59세,"169,281","18,465","25,394","24,887","9,423","15,806","4,547","2,773","2,623","5,827","3,816","6,127","3,511","3,116","6,572","5,364","6,837","3,294","4,800","4,345","4,556","2,804","4,394"
2020년02월_남_60~69세,"130,096","13,267","19,417","16,028","7,788","8,233","4,031","2,488","2,148","6,073","3,711","4,576","3,130","2,993","5,911","3,885","5,092","2,898","4,082","3,567","4,123","2,562","4,093"
2020년02월_남_70~79세,"82,793","7,622","10,742","8,226","4,907","3,476","2,750","1,789","1,596","4,901","2,809","3,060","2,323","2,223","4,345","2,635","3,400","2,179","3,044","2,601","3,284","2,012","2,869"
2020년02월_남_80~89세,"33,003","2,220","3,347","3,162","1,867","1,422","1,205",992,802,"2,256","1,444","1,371","1,143","1,050","1,766","1,205","1,221",976,"1,180","1,162","1,343",771,"1,098"
2020년02월_남_90~99세,"3,021",183,272,297,207,131,123,97,69,252,141,148,111,89,152,98,94,107,99,110,90,67,84
2020년02월_남_100세 이상,119,17,15,7,11,5,4,2,3,7,6,2,4,4,2,7,4,3,4,4,3,0,5
2020년02월_여_총인구수,"926,994","114,973","138,417","141,041","56,942","73,091","22,748","14,660","13,399","33,360","21,294","31,571","19,761","18,238","35,476","26,457","40,546","16,394","26,954","22,164","25,145","15,554","18,809"
2020년02월_여_연령구간인구수,"926,994","114,973","138,417","141,041","56,942","73,091","22,748","14,660","13,399","33,360","21,294","31,571","19,761","18,238","35,476","26,457","40,546","16,394","26,954","22,164","25,145","15,554","18,809"
2020년02월_여_0~9세,"67,498","9,721","10,730","11,687","5,033","6,937","1,200",590,613,"1,349",920,"1,767","1,009",942,"2,136","1,932","3,508",721,"1,858","1,510","1,602",916,817
2020년02월_여_10~19세,"83,021","12,469","13,147","14,888","4,550","7,949","1,467","1,014",919,"1,923","1,366","2,861","1,401","1,288","2,644","2,157","4,301","1,011","2,089","1,618","1,826","1,103","1,030"
2020년02월_여_20~29세,"90,268","12,767","14,958","17,053","5,796","8,659","2,042","1,149",993,"1,908","1,366","3,115","1,462","1,294","2,518","2,196","3,796","1,124","2,295","1,846","1,610","1,053","1,268"
2020년02월_여_30~39세,"91,429","13,565","14,867","16,463","7,095","8,917","1,779",833,845,"1,765","1,266","2,407","1,375","1,296","2,673","2,318","4,544","1,027","2,391","1,857","1,962","1,050","1,134"
2020년02월_여_40~49세,"123,162","18,673","20,273","22,410","7,088","12,063","2,264","1,421","1,386","2,734","1,916","4,102","1,933","1,733","3,600","3,128","5,910","1,497","2,922","2,445","2,628","1,524","1,512"
2020년02월_여_50~59세,"147,945","18,428","23,530","24,346","7,943","12,981","3,669","2,250","2,139","4,802","3,060","5,075","3,025","2,760","5,389","4,050","5,644","2,427","4,018","3,331","3,784","2,361","2,933"
2020년02월_여_60~69세,"129,289","14,440","19,625","15,944","7,551","7,416","3,812","2,297","2,275","6,280","3,743","4,243","3,189","3,027","6,056","3,821","5,169","2,802","4,154","3,357","4,182","2,500","3,406"
2020년02월_여_70~79세,"108,926","9,657","13,084","10,315","6,573","4,450","3,532","2,551","2,326","6,615","3,922","4,440","3,240","3,085","5,777","3,738","4,372","3,086","4,120","3,362","4,239","2,800","3,642"
2020년02월_여_80~89세,"72,790","4,477","6,885","6,684","4,531","3,137","2,502","2,151","1,619","5,020","3,177","3,071","2,633","2,421","4,025","2,691","2,813","2,323","2,651","2,447","2,872","1,958","2,702"
2020년02월_여_90~99세,"11,963",716,"1,235","1,202",729,565,454,394,269,923,522,461,472,366,620,400,459,353,423,354,420,273,353
2020년02월_여_100세 이상,703,60,83,49,53,17,27,10,15,41,36,29,22,26,38,26,30,23,33,37,20,16,12
